m,M,epsilon_of_M,stat_NICV
0.1,0.1,2.091734574410594,0.0016368009311092258
0.1,0.2,1.1467204006373655,0.0005653695862032226
0.1,0.3,0.0,
0.1,0.4,,
0.1,0.5,,
0.1,0.6,,
0.1,0.7,,
0.1,0.8,,
0.1,0.9,,
0.2,0.2,2.1957034347255657,0.001624255103571797
0.2,0.3,1.7873901856317849,0.0012105977610362925
0.2,0.4,1.351651942392443,0.0005210226807208291
0.2,0.5,0.8317965641677488,0.0017748248338025974
0.2,0.6,0.0,
0.2,0.7,,
0.2,0.8,,
0.2,0.9,,
0.3,0.3,2.3152271442985195,0.001526035732377047
0.3,0.4,2.098935712798195,0.0012322036525411586
0.3,0.5,1.8847752157086266,0.00092977326185934
0.3,0.6,1.6538596199166304,0.0005678140469010952
0.3,0.7,1.3417092459390996,0.0006811378864026645
0.3,0.8,0.6555876770041492,0.011808234080319597
0.3,0.9,,
0.4,0.4,2.455171134975177,0.0013060951745502449
0.4,0.5,2.337355079671674,0.0011429827636156857
0.4,0.6,2.2143565033183177,0.0008972918863737868
0.4,0.7,2.0253591891370695,0.0007076606729677315
0.4,0.8,1.5736412697537372,0.0006168623345517912
0.4,0.9,,
0.5,0.5,2.6230812603996645,0.0010464671975009368
0.5,0.6,2.5512438364419507,0.0008986324021150135
0.5,0.7,2.433763081857055,0.0007471604366360383
0.5,0.8,2.0882727424955005,0.0005639482541593965
0.5,0.9,,
0.6,0.6,2.8316026503692244,0.0006459159933482611
0.6,0.7,2.7715112802169353,0.0006795653286421048
0.6,0.8,2.5341435514937785,0.0006481569812024508
0.6,0.9,1.279512022868854,0.007606603544523241
0.7,0.7,3.1044455771710426,0.0006814556811910471
0.7,0.8,2.9966523786733648,0.0007451529557845979
0.7,0.9,2.260867813191561,0.001976367544859069
0.8,0.8,3.4948480183575636,0.0013063408983133606
0.8,0.9,3.1868178261226445,0.0023909022524530523
0.9,0.9,4.172702173830821,0.008397255322326087
0.01,0.01,2.0086960664121003,0.0016941548084563034
0.02,0.02,2.0174923319015567,0.0016820759512149446
0.03,0.03,2.0263908845731886,0.0017073918667536844
0.04,0.04,2.035393877584003,0.0016207950735725608
0.05,0.05,2.044503531868755,0.0016654807527144452
0.06,0.06,2.0537221390097273,0.0016742951174285494
0.07,0.07,2.0630520642599994,0.001678708706412545
0.08,0.08,2.0724957497301446,0.001657692182311486
0.09,0.09,2.0820557177490753,0.0016603964519369566
0.11,0.11,2.101535013318088,0.0016190780710931215
0.12,0.12,2.1114598195408156,0.0016051539047212415
0.13,0.13,2.121511873796272,0.001590179440984363
0.14,0.14,2.1316941568743455,0.0016013686300982198
0.15,0.15,2.142009754320214,0.0015793449432944563
0.16,0.16,2.152461861394364,0.0015904172108037885
0.17,0.17,2.1630537883296337,0.0015942452787817535
0.18,0.18,2.1737889659069087,0.0015891705305106432
0.19,0.19,2.1846709513729072,0.0015938179096680002
0.21,0.21,2.206890245394767,0.0015558466696330732
0.22,0.22,2.2182353593486406,0.0015415354266251483
0.23,0.23,2.229742906658366,0.0014787688207389222
0.24,0.24,2.24141717955747,0.0015731168060837428
0.25,0.25,2.253262641034891,0.0014950584448128843
0.26,0.26,2.2652839340048287,0.001445253970547363
0.27,0.27,2.277485891100447,0.0014277548748956278
0.28,0.28,2.2898735451430854,0.0014689692944720816
0.29,0.29,2.3024521403436493,0.0014353499005976176
0.31,0.31,2.3282042608485662,0.0014324522219746128
0.32,0.32,2.3413894438768876,0.0013546156070389625
0.33,0.33,2.3547889121287118,0.0013491902191267078
0.34,0.34,2.368409165145718,0.0013229256977609336
0.35,0.35,2.382257000416858,0.0012977837014400413
0.36,0.36,2.396339531858863,0.0013063163389340608
0.37,0.37,2.410664209752091,0.0013151378844371065
0.38,0.38,2.4252388422714533,0.0012963022854109944
0.39,0.39,2.4400716187680507,0.001279670530044291
0.41,0.41,2.4705464203327727,0.0011858420650450272
0.42,0.42,2.486206967647639,0.0011894714299609422
0.43,0.43,2.5021627653331873,0.001086677734412035
0.44,0.44,2.5184243325027045,0.0010748721431059593
0.45,0.45,2.5350027572246803,0.0010674056259227867
0.46,0.46,2.5519097382883658,0.0010393272011453981
0.47,0.47,2.5691576308733297,0.0009710344460035399
0.48,0.48,2.5867594965692633,0.0009949000165064717
0.49,0.49,2.6047291582529537,0.0009479074928127686
0.51,0.51,2.6418313354877627,0.0008431043045026845
0.52,0.52,2.6609958772505924,0.0007462286463130503
0.53,0.53,2.68059242164071,0.0008088050530967647
0.54,0.54,2.7006396365018737,0.0007506905074925925
0.55,0.55,2.7211574210973763,0.0007290347005760055
0.56,0.56,2.7421670168240397,0.000648519616570458
0.57,0.57,2.763691130655144,0.0006502488194222672
0.58,0.58,2.7857540731098784,0.0006696557661761062
0.59,0.59,2.8083819128502006,0.0005813009429272557
0.61,0.61,2.855446413672155,0.0006355415543152557
0.62,0.62,2.8799456793783946,0.0006162979874916158
0.63,0.63,2.905135523313814,0.0005408096973871389
0.64,0.64,2.931053905442829,0.0005052717474862384
0.65,0.65,2.95774199494668,0.0005752818458092177
0.66,0.66,2.9852445424330374,0.0006144737558214019
0.67,0.67,3.013610307722381,0.0005905940331178943
0.68,0.68,3.04289255347669,0.0005718645763535009
0.69,0.69,3.0731496172186197,0.0005908336341063951
0.71,0.71,3.136851031010733,0.0006131069304196478
0.72,0.72,3.1704440113231107,0.0006850153794112632
0.73,0.73,3.2053110676045673,0.0007162345423117037
0.74,0.74,3.241548552549508,0.0007263335536381485
0.75,0.75,3.2792641607279225,0.0008015531083927142
0.76,0.76,3.3185787815171826,0.0008756768864653131
0.77,0.77,3.359628746598796,0.0009544274227790121
0.78,0.78,3.402568577345139,0.0013063177452195627
0.79,0.79,3.4475743717558465,0.0012559701845972116
0.81,0.81,3.5446224918584,0.0018930368652885817
0.82,0.82,3.59716858191566,0.0021727637954616413
0.83,0.83,3.6528035471769607,0.0029216968704463687
0.84,0.84,3.711902395977567,0.003249388053125279
0.85,0.85,3.774912812558156,0.00306573071217022
0.86,0.86,3.8423752408103886,0.0034563134076479483
0.87,0.87,3.914950423882253,0.004693491072425453
0.88,0.88,3.9934579894243716,0.004620074605261293
0.89,0.89,4.078931863997383,0.009351763452689324
0.91,0.91,4.276520444660791,0.01575822821693971
0.92,0.92,4.392758853295811,0.02121024924191911
