m,M,epsilon_of_M,stat_NICV
0.1,0.1,1.0,0.4034639517569605
0.1,0.2,1.0,0.4033271076497152
0.1,0.3,1.0,0.4033341129861918
0.1,0.4,1.0,0.40331195967226835
0.1,0.5,1.0,0.40362023847391587
0.1,0.6,1.0,0.4031295750144042
0.1,0.7,1.0,0.40309252335935536
0.1,0.8,1.0,0.4033632926371722
0.1,0.9,1.0,0.4034961183000874
0.2,0.2,1.0,0.40329432753613326
0.2,0.3,1.0,0.40358172600928677
0.2,0.4,1.0,0.4031941813018672
0.2,0.5,1.0,0.40341348507968944
0.2,0.6,1.0,0.4033989857207114
0.2,0.7,1.0,0.40327331901784885
0.2,0.8,1.0,0.4033878438740742
0.2,0.9,1.0,0.4029061007732085
0.3,0.3,1.0,0.4033209382093238
0.3,0.4,1.0,0.40351155775031805
0.3,0.5,1.0,0.4035090645164447
0.3,0.6,1.0,0.4032649102862874
0.3,0.7,1.0,0.40345111356211044
0.3,0.8,1.0,0.4032906264171158
0.3,0.9,1.0,0.40364011708578734
0.4,0.4,1.0,0.4031396437267357
0.4,0.5,1.0,0.4029156334112603
0.4,0.6,1.0,0.4034905891257026
0.4,0.7,1.0,0.4034781320665819
0.4,0.8,1.0,0.4033877592791376
0.4,0.9,1.0,0.40341786909540334
0.5,0.5,1.0,0.40325818117642065
0.5,0.6,1.0,0.40334949568474976
0.5,0.7,1.0,0.4035905011533578
0.5,0.8,1.0,0.4038157644779214
0.5,0.9,1.0,0.40621901528792365
0.6,0.6,1.0,0.40613967164730835
0.6,0.7,1.0,0.40598560876083295
0.6,0.8,1.0,0.40570282579485367
0.6,0.9,1.0,0.4061058837871385
0.7,0.7,1.0,0.4059046081967737
0.7,0.8,1.0,0.4058856184224319
0.7,0.9,1.0,0.40630402230918444
0.8,0.8,1.0,0.4063359822607922
0.8,0.9,1.0,0.40598271642286715
0.9,0.9,1.0,0.4062276731981508
0.01,0.01,1.0,0.4060002358271192
0.02,0.02,1.0,0.40566019074648507
0.03,0.03,1.0,0.4059960028705989
0.04,0.04,1.0,0.4059519700890269
0.05,0.05,1.0,0.40617325330541376
0.06,0.06,1.0,0.4058950023278677
0.07,0.07,1.0,0.40645897283358984
0.08,0.08,1.0,0.4060144474590993
0.09,0.09,1.0,0.40623711453607847
0.11,0.11,1.0,0.4061718338527575
0.12,0.12,1.0,0.40568581182123525
0.13,0.13,1.0,0.40600359048282464
0.14,0.14,1.0,0.40608029446457056
0.15,0.15,1.0,0.4058399521637003
0.16,0.16,1.0,0.40599061029810346
0.17,0.17,1.0,0.40642109314642205
0.18,0.18,1.0,0.40612765732564526
0.19,0.19,1.0,0.4060761728164108
0.21,0.21,1.0,0.40625516697251873
0.22,0.22,1.0,0.40604009957972703
0.23,0.23,1.0,0.4054921007071157
0.24,0.24,1.0,0.40610984753179025
0.25,0.25,1.0,0.4056964723245305
0.26,0.26,1.0,0.4060796806625251
0.27,0.27,1.0,0.40626007984151236
0.28,0.28,1.0,0.40559818634670197
0.29,0.29,1.0,0.40559227829528327
0.31,0.31,1.0,0.4055057523759342
0.32,0.32,1.0,0.40578947468255283
0.33,0.33,1.0,0.4057567467190229
0.34,0.34,1.0,0.4059132023195418
0.35,0.35,1.0,0.40547800157153574
0.36,0.36,1.0,0.4060286847699736
0.37,0.37,1.0,0.4060342531141242
0.38,0.38,1.0,0.406164420883276
0.39,0.39,1.0,0.40537830468209324
0.41,0.41,1.0,0.40545321790857125
0.42,0.42,1.0,0.4058975988647609
0.43,0.43,1.0,0.4055031121353212
0.44,0.44,1.0,0.4059099232861756
0.45,0.45,1.0,0.4052876948194711
0.46,0.46,1.0,0.40622048127491506
0.47,0.47,1.0,0.40585042016379796
0.48,0.48,1.0,0.40625990276065466
0.49,0.49,1.0,0.4055943567083339
0.51,0.51,1.0,0.4056728397832942
0.52,0.52,1.0,0.40546063584097947
0.53,0.53,1.0,0.40568162711375555
0.54,0.54,1.0,0.4057392101215155
0.55,0.55,1.0,0.4057693767169256
0.56,0.56,1.0,0.4057161102675305
0.57,0.57,1.0,0.40616108528866535
0.58,0.58,1.0,0.40592786986518137
0.59,0.59,1.0,0.4060559719599063
0.61,0.61,1.0,0.4053576595666699
0.62,0.62,1.0,0.40554388614995995
0.63,0.63,1.0,0.40521673078602144
0.64,0.64,1.0,0.4057625091482555
0.65,0.65,1.0,0.4056777273942031
0.66,0.66,1.0,0.4053054710014033
0.67,0.67,1.0,0.4053403954902649
0.68,0.68,1.0,0.4054861013875005
0.69,0.69,1.0,0.4054613017956767
0.71,0.71,1.0,0.405673004675948
0.72,0.72,1.0,0.4053888618090457
0.73,0.73,1.0,0.405111878612508
0.74,0.74,1.0,0.4056129374707654
0.75,0.75,1.0,0.4058206011045069
0.76,0.76,1.0,0.4052995035187664
0.77,0.77,1.0,0.40531695165107273
0.78,0.78,1.0,0.4058077469646877
0.79,0.79,1.0,0.4052469210935695
0.81,0.81,1.0,0.40541538652916775
0.82,0.82,1.0,0.40567005785719573
0.83,0.83,1.0,0.40528793837273436
0.84,0.84,1.0,0.40539335353013806
0.85,0.85,1.0,0.4057422713759262
0.86,0.86,1.0,0.4056058351204845
0.87,0.87,1.0,0.40528486659988827
0.88,0.88,1.0,0.40543683212928733
0.89,0.89,1.0,0.4053532545645768
0.91,0.91,1.0,0.40555429550100924
0.92,0.92,1.0,0.405467047101313
0.93,0.93,1.0,0.40562922629464376
0.94,0.94,1.0,0.40521230188341906
0.95,0.95,1.0,0.4055179783150362
0.96,0.96,1.0,0.4056775183707222
0.97,0.97,1.0,0.4054203570893221
0.98,0.98,1.0,0.4053594549918731
0.99,0.99,1.0,0.4057572028141087
