m,M,epsilon_of_M,stat_NICV
0.1,0.1,0.27428051868631076,0.6578099232427719
0.1,0.2,,
0.1,0.3,,
0.1,0.4,,
0.1,0.5,,
0.1,0.6,,
0.1,0.7,,
0.1,0.8,,
0.1,0.9,,
0.2,0.2,0.30382490118569716,0.6682883910531701
0.2,0.3,,
0.2,0.4,,
0.2,0.5,,
0.2,0.6,,
0.2,0.7,,
0.2,0.8,,
0.2,0.9,,
0.3,0.3,0.34057139164247785,0.6855408431593853
0.3,0.4,,
0.3,0.5,,
0.3,0.6,,
0.3,0.7,,
0.3,0.8,,
0.3,0.9,,
0.4,0.4,0.38755615891737866,0.6887056113226294
0.4,0.5,0.0,
0.4,0.6,,
0.4,0.7,,
0.4,0.8,,
0.4,0.9,,
0.5,0.5,0.44983334064729175,0.7137681461309692
0.5,0.6,0.11107280030812314,2.6272558113744484
0.5,0.7,,
0.5,0.8,,
0.5,0.9,,
0.6,0.6,0.5365305287244002,0.7629397014118087
0.6,0.7,0.0,
0.6,0.8,,
0.6,0.9,,
0.7,0.7,0.6661620289505679,0.8276867883233804
0.7,0.8,,
0.7,0.9,,
0.8,0.8,0.8838200526074405,0.9282538445242919
0.8,0.9,,
0.9,0.9,1.3455385537002145,1.2637918587939598
0.01,0.01,0.252231843108818,0.6701184162648135
0.02,0.02,0.2545041109790552,0.6751374155205984
0.03,0.03,0.2568179179810562,0.6841020844151879
0.04,0.04,0.2591744200495381,0.686132689341785
0.05,0.05,0.26157481665031834,0.6706398763362184
0.06,0.06,0.2640203528603893,0.6814762836166416
0.07,0.07,0.26651232156907717,0.6831429893185544
0.08,0.08,0.2690520658086282,0.6874364879070783
0.09,0.09,0.27164098122324504,0.6870326282116431
0.11,0.11,0.2769721870763485,0.6904700920841919
0.12,0.12,0.2797175562231261,0.6894698120423276
0.13,0.13,0.2825182600362664,0.6866336572151837
0.14,0.14,0.28537599982977657,0.6946945206330005
0.15,0.15,0.2882925478570475,0.6967270049426765
0.16,0.16,0.2912697510721274,0.6922142009966732
0.17,0.17,0.29430953513446373,0.6901846988770554
0.18,0.18,0.29741390867581596,0.6812641086042174
0.19,0.19,0.3005849678497158,0.6924804741125822
0.21,0.21,0.30713599477254494,0.69498752043031
0.22,0.22,0.31052063779706046,0.695448119735283
0.23,0.23,0.3139813284673266,0.6900025769605672
0.24,0.24,0.3175206803522031,0.703695647427902
0.25,0.25,0.3211414291718321,0.7051824426727406
0.26,0.26,0.3248464400773246,0.694992343808337
0.27,0.27,0.3286387154615538,0.6981138439523153
0.28,0.28,0.33252140334718094,0.6865402066583172
0.29,0.29,0.336497806402695,0.6864254644287924
0.31,0.31,0.34474580087270945,0.6886595389381052
0.32,0.32,0.349024861951473,0.696820882303476
0.33,0.33,0.35341260093871385,0.697348669850112
0.34,0.34,0.357913255219926,0.7046196047633025
0.35,0.35,0.36253128769667475,0.6847297771485759
0.36,0.36,0.36727140214746473,0.7007631327056099
0.37,0.37,0.3721385598742083,0.6943109638587464
0.38,0.38,0.377137997762821,0.7267789056745207
0.39,0.39,0.38227524790151096,0.7044022107154319
0.41,0.41,0.39298691921135254,0.7133607966456015
0.42,0.42,0.39857408229356917,0.713957258291825
0.43,0.43,0.40432459444653623,0.7106472146777992
0.44,0.44,0.41024582497226336,0.7080046099841535
0.45,0.45,0.416345599312631,0.7003491314683766
0.46,0.46,0.4226322353702709,0.7069811227033317
0.47,0.47,0.4291145834010149,0.7302658975017216
0.48,0.48,0.43580206989951775,0.7208057528319064
0.49,0.49,0.44270474595816484,0.7187344054327556
0.51,0.51,0.45719932004375335,0.7186100130349728
0.52,0.52,0.464814952627111,0.7223279896867634
0.53,0.53,0.4726933818706474,0.7377627439836044
0.54,0.54,0.48084870698114207,0.7449403948309196
0.55,0.55,0.48929607289060173,0.7257375382114726
0.56,0.56,0.49805177077950596,0.7287911897980035
0.57,0.57,0.5071333506202754,0.7588676935146186
0.58,0.58,0.5165597474785545,0.7319687132148424
0.59,0.59,0.5263514236071962,0.7561118337609019
0.61,0.61,0.5471210812968035,0.7644168274599191
0.62,0.62,0.5581491741676017,0.7563999025399331
0.63,0.63,0.5696432085006782,0.7721583907016187
0.64,0.64,0.5816341607818309,0.7661491266639596
0.65,0.65,0.5941558885630488,0.7798849628199764
0.66,0.66,0.607245481801081,0.7764686746405286
0.67,0.67,0.6209436680867643,0.8012285785660478
0.68,0.68,0.6352952818645222,0.7793894467110536
0.69,0.69,0.65034981000463,0.7988896217856261
0.71,0.71,0.6827927523025192,0.809277731714941
0.72,0.72,0.7003097123625974,0.8064362937947999
0.73,0.73,0.7187886051942509,0.8123952641979981
0.74,0.74,0.7383143366014491,0.8409677636935784
0.75,0.75,0.75898251675878,0.8518534679153479
0.76,0.76,0.7809012649319927,0.8813117650996868
0.77,0.77,0.804193404118253,0.8950751274972946
0.78,0.78,0.8289991503834556,0.8902216941839631
0.79,0.79,0.8554794359318093,0.9211483444000692
0.81,0.81,0.9142368698010942,0.9469005691376489
0.82,0.82,0.9469824771800911,0.966738397326743
0.83,0.83,0.9823547433177496,1.009587784356823
0.84,0.84,1.0207079903521874,0.9735985828071632
0.85,0.85,1.062467802085996,1.001951457153566
0.86,0.86,1.1081509758442802,1.0488101798431684
0.87,0.87,1.1583929144508198,1.0664056667525852
0.88,0.88,1.2139860457936091,1.1205571526022164
0.89,0.89,1.275935050784628,1.1624504096798782
0.91,0.91,1.424514083833287,1.277341560304549
0.92,0.92,1.5151970565903565,1.3800674664003492
0.93,0.93,1.6208734670599652,1.4618910856018499
