m,M,epsilon_of_M,stat_NICV
0.1,0.1,0.45985805124959506,0.00677436965082123
0.1,0.2,1.4180370928606563,0.0013684843509786796
0.1,0.3,2.374390515085868,0.001656073992760915
0.1,0.4,3.328751625269407,0.0014404628979034116
0.1,0.5,4.280929803620162,0.0010690404868837471
0.1,0.6,5.230705692735597,0.0009474466564457653
0.1,0.7,6.177825113937635,0.0007674146559036347
0.1,0.8,7.121991283339271,0.000584138042432484
0.1,0.9,8.069960856551647,0.0005586894441761826
0.2,0.2,0.4180370928606561,0.009467014551177454
0.2,0.3,0.8743905150858681,0.0007172394329100588
0.2,0.4,1.3287516252694076,0.001132659842755191
0.2,0.5,1.7809298036201613,0.0016768874393956615
0.2,0.6,2.230705692735597,0.001572080727864045
0.2,0.7,2.677825113937636,0.0016282871680787844
0.2,0.8,3.1311913858301987,0.0015305872953767915
0.2,0.9,4.284565468042477,0.001094909563406139
0.3,0.3,0.37439051508586846,0.013188267937404208
0.3,0.4,0.6620849586027407,0.0016475244095472037
0.3,0.5,0.9475964702868284,0.0005675785682200108
0.3,0.6,1.2307056927355975,0.000917107385916423
0.3,0.7,1.5192287736285799,0.0014683022442081365
0.3,0.8,1.929887714963421,0.0016787029191624892
0.3,0.9,3.2806469044451063,0.001480096917186784
0.4,0.4,0.3287516252694073,0.0215233384308313
0.4,0.5,0.5309298036201614,0.003882728038054038
0.4,0.6,0.7354847533049613,0.001150057943144704
0.4,0.7,0.9724216723792499,0.0005488256631914505
0.4,0.8,1.3625307643525733,0.0012551751581885843
0.4,0.9,2.7046149070688505,0.0016083335887224774
0.5,0.5,0.28092980362016146,0.04097359893252086
0.5,0.6,0.4410405561104139,0.007831505223643419
0.5,0.7,0.6388931431982581,0.002014272721406227
0.5,0.8,0.9886300258909754,0.0005390199380484478
0.5,0.9,2.177825113937637,0.0016990145270247374
0.6,0.6,0.2307056927355977,0.12302532821627284
0.6,0.7,0.3902683998635958,0.01193437384633157
0.6,0.8,0.6829925611006017,0.0015057662738965168
0.6,0.9,1.6502978251128062,0.0014735598523073132
0.7,0.7,0.1778251139376357,0.17711733335778598
0.7,0.8,0.4152962404726778,0.00837500112827871
0.7,0.9,1.1219912833392713,0.0007222100477761149
0.8,0.8,0.12199128333927091,0.5218835405830495
0.8,0.9,0.5928600813128483,0.002442827716440142
0.9,0.9,0.06285472347373035,1.3896330589146861
0.01,0.01,0.49605754532553353,0.004872049569346718
0.02,0.02,0.4920994861619237,0.005004489335554733
0.03,0.03,0.48812569849099385,0.0051712567066535394
0.04,0.04,0.4841360568101951,0.005201240008533737
0.05,0.05,0.48013043410882683,0.004817710663888863
0.06,0.06,0.4761087018437724,0.005500658306740591
0.07,0.07,0.4720707299147485,0.005751068686185833
0.08,0.08,0.4680163866390518,0.0057361900850298785
0.09,0.09,0.46394553872579114,0.006169478249540146
0.11,0.11,0.45575378762377566,0.006524409401078341
0.12,0.12,0.45163260957294576,0.0068912437454954605
0.13,0.13,0.44749437710506174,0.00695139989640678
0.14,0.14,0.44333894848289374,0.007315817904966007
0.15,0.15,0.43916618019489273,0.006772180328588271
0.16,0.16,0.43497592692545334,0.007633085506313952
0.17,0.17,0.43076804152454756,0.007951093710295513
0.18,0.18,0.4265423749767188,0.00837822532477673
0.19,0.19,0.4222987763694164,0.00831985756446967
0.21,0.21,0.4137571696459893,0.009467882296108836
0.22,0.22,0.4094588499247608,0.010027434933649543
0.23,0.23,0.40514197486564013,0.010424456835247458
0.24,0.24,0.40080638357140336,0.01088004363073995
0.25,0.25,0.3964519130429505,0.010884639612663546
0.26,0.26,0.3920783981425341,0.01226345345088133
0.27,0.27,0.38768567155618155,0.012789185287226924
0.28,0.28,0.3832735637552874,0.012939760178847988
