m,M,epsilon_of_M,stat_NICV
0.1,0.1,0.27428051868631076,0.06491593673922122
0.1,0.2,,
0.1,0.3,,
0.1,0.4,,
0.1,0.5,,
0.1,0.6,,
0.1,0.7,,
0.1,0.8,,
0.1,0.9,,
0.2,0.2,0.30382490118569716,0.09828055431621809
0.2,0.3,,
0.2,0.4,,
0.2,0.5,,
0.2,0.6,,
0.2,0.7,,
0.2,0.8,,
0.2,0.9,,
0.3,0.3,0.34057139164247785,0.11415485846701325
0.3,0.4,,
0.3,0.5,,
0.3,0.6,,
0.3,0.7,,
0.3,0.8,,
0.3,0.9,,
0.4,0.4,0.38755615891737866,0.08520993128075192
0.4,0.5,0.0,
0.4,0.6,,
0.4,0.7,,
0.4,0.8,,
0.4,0.9,,
0.5,0.5,0.44983334064729175,0.12195853179187943
0.5,0.6,0.11107280030812314,1.7840987857641544
0.5,0.7,,
0.5,0.8,,
0.5,0.9,,
0.6,0.6,0.5365305287244002,0.10826497050107523
0.6,0.7,0.0,
0.6,0.8,,
0.6,0.9,,
0.7,0.7,0.6661620289505679,0.12798743768641294
0.7,0.8,,
0.7,0.9,,
0.8,0.8,0.8838200526074405,0.2014251293493283
0.8,0.9,,
0.9,0.9,1.3455385537002145,0.5003858637828807
0.01,0.01,0.252231843108818,0.06564200413364744
0.02,0.02,0.2545041109790552,0.057926636741749304
0.03,0.03,0.2568179179810562,0.06689350104818215
0.04,0.04,0.2591744200495381,0.06617869546152814
0.05,0.05,0.26157481665031834,0.06549397807767476
0.06,0.06,0.2640203528603893,0.06371639009269545
0.07,0.07,0.26651232156907717,0.06578703927447162
0.08,0.08,0.2690520658086282,0.06764290403470717
0.09,0.09,0.27164098122324504,0.06747483572168976
0.11,0.11,0.2769721870763485,0.0699182159753129
0.12,0.12,0.2797175562231261,0.06898186682056895
0.13,0.13,0.2825182600362664,0.062170933002908504
0.14,0.14,0.28537599982977657,0.06937222704654059
0.15,0.15,0.2882925478570475,0.07070658354908811
0.16,0.16,0.2912697510721274,0.0666617192117912
0.17,0.17,0.29430953513446373,0.0882135934124197
0.18,0.18,0.29741390867581596,0.06198849529469437
0.19,0.19,0.3005849678497158,0.06678742872345064
0.21,0.21,0.30713599477254494,0.06792766257150705
0.22,0.22,0.31052063779706046,0.0649700484588126
0.23,0.23,0.3139813284673266,0.06638187029146925
0.24,0.24,0.3175206803522031,0.07170866523922984
0.25,0.25,0.3211414291718321,0.07156550231816422
0.26,0.26,0.3248464400773246,0.06952027602809481
0.27,0.27,0.3286387154615538,0.07583714134960295
0.28,0.28,0.33252140334718094,0.06899917569913579
0.29,0.29,0.336497806402695,0.06718957422149546
0.31,0.31,0.34474580087270945,0.06669823927885288
0.32,0.32,0.349024861951473,0.068799188482255
0.33,0.33,0.35341260093871385,0.06910647533150223
0.34,0.34,0.357913255219926,0.07781254944912457
0.35,0.35,0.36253128769667475,0.06389000851253626
0.36,0.36,0.36727140214746473,0.08038212845211123
0.37,0.37,0.3721385598742083,0.08419626013670552
0.38,0.38,0.377137997762821,0.08630226479807063
0.39,0.39,0.38227524790151096,0.06849012581035419
0.41,0.41,0.39298691921135254,0.0831579766166873
0.42,0.42,0.39857408229356917,0.07780143265822463
0.43,0.43,0.40432459444653623,0.07893353171630685
0.44,0.44,0.41024582497226336,0.07318359737824101
0.45,0.45,0.416345599312631,0.06930835568911824
0.46,0.46,0.4226322353702709,0.07421560963653868
0.47,0.47,0.4291145834010149,0.08968656889922737
0.48,0.48,0.43580206989951775,0.07587782394673338
0.49,0.49,0.44270474595816484,0.07607026961329541
0.51,0.51,0.45719932004375335,0.07736799954935872
0.52,0.52,0.464814952627111,0.08041621666717687
0.53,0.53,0.4726933818706474,0.08021507769305575
0.54,0.54,0.48084870698114207,0.0905678399924112
0.55,0.55,0.48929607289060173,0.07682319028707708
0.56,0.56,0.49805177077950596,0.08109925494057604
0.57,0.57,0.5071333506202754,0.09642410399538554
0.58,0.58,0.5165597474785545,0.07730721176314272
0.59,0.59,0.5263514236071962,0.09232450419955955
0.61,0.61,0.5471210812968035,0.09490462073166907
0.62,0.62,0.5581491741676017,0.09160872138135495
0.63,0.63,0.5696432085006782,0.1062058214116591
0.64,0.64,0.5816341607818309,0.11841301846015145
0.65,0.65,0.5941558885630488,0.10165671308186201
0.66,0.66,0.607245481801081,0.09802012711379539
0.67,0.67,0.6209436680867643,0.1477289429080823
0.68,0.68,0.6352952818645222,0.10766727970145622
0.69,0.69,0.65034981000463,0.11736578167032917
0.71,0.71,0.6827927523025192,0.1218269423476665
0.72,0.72,0.7003097123625974,0.1260629974861645
0.73,0.73,0.7187886051942509,0.125601683287053
0.74,0.74,0.7383143366014491,0.2228869368090023
0.75,0.75,0.75898251675878,0.14031850809962865
0.76,0.76,0.7809012649319927,0.1422414782439841
0.77,0.77,0.804193404118253,0.217159646969851
0.78,0.78,0.8289991503834556,0.1492968763753882
0.79,0.79,0.8554794359318093,0.1784377342102293
0.81,0.81,0.9142368698010942,0.2184576990516121
0.82,0.82,0.9469824771800911,0.21287056203168866
0.83,0.83,0.9823547433177496,0.28821618995497006
0.84,0.84,1.0207079903521874,0.2271687531599691
0.85,0.85,1.062467802085996,0.26147405367906534
0.86,0.86,1.1081509758442802,0.3237533742201052
0.87,0.87,1.1583929144508198,0.3443004794692393
0.88,0.88,1.2139860457936091,0.41856398320469196
0.89,0.89,1.275935050784628,0.3481921722284411
0.91,0.91,1.424514083833287,0.5147847245542785
0.92,0.92,1.5151970565903565,0.5578527478441925
0.93,0.93,1.6208734670599652,0.7137759956985578
0.94,0.94,1.7463709781420602,0.6847265036865416
0.95,0.95,1.8991940825207472,1.075428788361143
0.96,0.96,2.091942505168724,1.18584360056723
0.97,0.97,2.3482765458356565,1.3907799057736876
0.98,0.98,2.7213790318827806,1.7402834360504653
0.99,0.99,3.3810811219267833,1.7934188238509865
