m,M,epsilon_of_M,NICV
0.1,0.1,0.5427901194551419,0.47410644013675035
0.1,0.1,0.5427901194551419,0.407624229095391
0.1,0.1,0.5427901194551419,0.4370700351566916
0.1,0.1,0.5427901194551419,0.4155931835540252
0.1,0.1,0.5427901194551419,0.7978917008889
0.1,0.1,0.5427901194551419,0.5194131793183834
0.1,0.1,0.5427901194551419,0.4984317449584893
0.1,0.1,0.5427901194551419,0.4097804155671581
0.1,0.1,0.5427901194551419,0.44666085298574176
0.1,0.1,0.5427901194551419,0.4974486095405086
0.1,0.1,0.5427901194551419,0.4856958612141842
0.1,0.1,0.5427901194551419,0.4904809054919157
0.1,0.1,0.5427901194551419,0.45692041425040936
0.1,0.1,0.5427901194551419,0.4106377833564967
0.1,0.1,0.5427901194551419,0.43776724371690257
0.1,0.1,0.5427901194551419,0.4352922032490959
0.1,0.1,0.5427901194551419,0.39979958317456094
0.1,0.1,0.5427901194551419,0.4872842058602041
0.1,0.1,0.5427901194551419,0.4588792958406478
0.1,0.1,0.5427901194551419,0.49764920108546634
0.1,0.1,0.5427901194551419,0.6226661325490104
0.1,0.1,0.5427901194551419,0.4549738238368952
0.1,0.1,0.5427901194551419,0.47139185314346743
0.1,0.1,0.5427901194551419,0.4605214190693444
0.1,0.1,0.5427901194551419,0.4773014312418391
0.1,0.1,0.5427901194551419,0.44921727446625814
0.1,0.1,0.5427901194551419,0.4404808498645413
0.1,0.1,0.5427901194551419,0.40752933714328626
0.1,0.1,0.5427901194551419,0.5820609012872454
0.1,0.1,0.5427901194551419,0.42906897806020095
0.1,0.1,0.5427901194551419,0.4823981206137954
0.1,0.1,0.5427901194551419,0.6493971218332596
0.1,0.1,0.5427901194551419,0.41581738864726975
0.1,0.1,0.5427901194551419,0.4816805468369868
0.1,0.1,0.5427901194551419,0.5379373312084132
0.1,0.1,0.5427901194551419,0.45663158794136965
0.1,0.1,0.5427901194551419,0.4083039687185199
0.1,0.1,0.5427901194551419,0.43498844574929857
0.1,0.1,0.5427901194551419,0.41100595699115366
0.1,0.1,0.5427901194551419,0.4083299495620931
0.1,0.1,0.5427901194551419,0.42903426855079424
0.1,0.1,0.5427901194551419,0.39683837106348757
0.1,0.1,0.5427901194551419,0.4721096110776596
0.1,0.1,0.5427901194551419,0.42079731876644777
0.1,0.1,0.5427901194551419,0.45519441776481867
0.1,0.1,0.5427901194551419,0.3986360606673883
0.1,0.1,0.5427901194551419,0.6304881401184504
0.1,0.1,0.5427901194551419,0.4416276610815108
0.1,0.1,0.5427901194551419,0.4141257659834149
0.1,0.1,0.5427901194551419,0.5606883620743041
0.1,0.1,0.5427901194551419,0.5033675554852253
0.1,0.1,0.5427901194551419,0.42190040196816364
0.1,0.1,0.5427901194551419,0.5038570539300349
0.1,0.1,0.5427901194551419,0.4384855236567871
0.1,0.1,0.5427901194551419,0.4392462757655448
0.1,0.1,0.5427901194551419,0.37742026888647834
0.1,0.1,0.5427901194551419,0.5183415612043687
0.1,0.1,0.5427901194551419,0.42141539285060037
0.1,0.1,0.5427901194551419,0.4434981515350572
0.1,0.1,0.5427901194551419,0.40365272926226387
0.1,0.1,0.5427901194551419,0.47624963116695307
0.1,0.1,0.5427901194551419,0.4293359347182469
0.1,0.1,0.5427901194551419,0.4560520994774734
0.1,0.1,0.5427901194551419,0.42296365044208933
0.1,0.1,0.5427901194551419,0.6282249058699894
0.1,0.1,0.5427901194551419,0.5555355315907639
0.1,0.1,0.5427901194551419,0.4834287864438827
0.1,0.1,0.5427901194551419,0.4666913324796513
0.1,0.1,0.5427901194551419,0.4432170924198716
0.1,0.1,0.5427901194551419,0.4161491576734186
0.1,0.1,0.5427901194551419,0.476238397192104
0.1,0.1,0.5427901194551419,0.6046629935947562
0.1,0.1,0.5427901194551419,0.4348095286712661
0.1,0.1,0.5427901194551419,0.4637577829716646
0.1,0.1,0.5427901194551419,0.5289819603569648
0.1,0.1,0.5427901194551419,0.4395327089269772
0.1,0.1,0.5427901194551419,0.5283396759483313
0.1,0.1,0.5427901194551419,0.402302748972474
0.1,0.1,0.5427901194551419,0.39085126653001906
0.1,0.1,0.5427901194551419,0.4213313749304586
0.1,0.1,0.5427901194551419,0.4787284268871044
0.1,0.1,0.5427901194551419,0.4919984628510703
0.1,0.1,0.5427901194551419,0.5901409416875874
0.1,0.1,0.5427901194551419,0.461743909823834
0.1,0.1,0.5427901194551419,0.497127032969168
0.1,0.1,0.5427901194551419,0.4147718454213561
0.1,0.1,0.5427901194551419,0.42408275796451034
0.1,0.1,0.5427901194551419,0.4280357250466602
0.1,0.1,0.5427901194551419,0.48860763002167773
0.1,0.1,0.5427901194551419,0.41095345547185813
0.1,0.1,0.5427901194551419,0.4035460573017244
0.1,0.1,0.5427901194551419,0.4058700884443069
0.1,0.1,0.5427901194551419,0.4565490713782259
0.1,0.1,0.5427901194551419,0.48168696127686295
0.1,0.1,0.5427901194551419,0.8875544576256968
0.1,0.1,0.5427901194551419,0.4109066605975165
0.1,0.1,0.5427901194551419,0.4814144472814487
0.1,0.1,0.5427901194551419,0.7671916112204031
