m,M,epsilon_of_M,stat_NICV
0.1,0.1,0.5,0.4794359287733415
0.1,0.2,0.5,0.48119469776219215
0.1,0.3,0.5,0.48156674058754256
0.1,0.4,0.5,0.48377034302674937
0.1,0.5,0.5,0.48401535319858724
0.1,0.6,0.5,0.48557597151276355
0.1,0.7,0.5,0.48713598185484797
0.1,0.8,0.5,0.49303516853554663
0.1,0.9,0.5,0.4947288309213396
0.2,0.2,0.5,0.5062757778132034
0.2,0.3,0.5,0.5076481885607818
0.2,0.4,0.5,0.5088890485466375
0.2,0.5,0.5,0.5135057032598392
0.2,0.6,0.5,0.5150839891520965
0.2,0.7,0.5,0.5142489773083923
0.2,0.8,0.5,0.5180086503875814
0.2,0.9,0.5,0.5184475645557893
0.3,0.3,0.5,0.5373383054585444
0.3,0.4,0.5,0.5391331118950262
0.3,0.5,0.5,0.5442786300286447
0.3,0.6,0.5,0.5498064841499094
0.3,0.7,0.5,0.5540007934340695
0.3,0.8,0.5,0.5605534521267316
0.3,0.9,0.5,0.5657250731137233
0.4,0.4,0.5,0.5830749072110295
0.4,0.5,0.5,0.5935618367060499
0.4,0.6,0.5,0.6021934563042837
0.4,0.7,0.5,0.6117686744506293
0.4,0.8,0.5,0.6248616405557348
0.4,0.9,0.5,0.6304497549931927
0.5,0.5,0.5,0.6554267195972729
0.5,0.6,0.5,0.6766137125580521
0.5,0.7,0.5,0.6882752795145473
0.5,0.8,0.5,0.7066387267590722
0.5,0.9,0.5,0.7271336957705519
0.6,0.6,0.5,0.8020166644167709
0.6,0.7,0.5,0.8221255700907004
0.6,0.8,0.5,0.8542577235215874
0.6,0.9,0.5,0.8948071959826037
0.7,0.7,0.5,1.0473052002666021
0.7,0.8,0.5,1.117339298141724
0.7,0.9,0.5,1.1859306194212325
0.8,0.8,0.5,1.5954025402243472
0.8,0.9,0.5,1.7555986690223369
0.9,0.9,0.5,2.5718710899078467
0.01,0.01,0.5,0.4610325330571506
0.02,0.02,0.5,0.4611113451982816
0.03,0.03,0.5,0.4653056358879873
0.04,0.04,0.5,0.466059223868907
0.05,0.05,0.5,0.46838136049658236
0.06,0.06,0.5,0.4686764815823978
0.07,0.07,0.5,0.47052610234482095
0.08,0.08,0.5,0.47319602800442234
0.09,0.09,0.5,0.4738044712685658
0.11,0.11,0.5,0.4782090809967905
0.12,0.12,0.5,0.4780767683507843
0.13,0.13,0.5,0.482857809704599
0.14,0.14,0.5,0.48494328763787586
0.15,0.15,0.5,0.48734608284573766
0.16,0.16,0.5,0.4895546943185159
0.17,0.17,0.5,0.49155777868084055
0.18,0.18,0.5,0.4953611707388591
0.19,0.19,0.5,0.49641448947385514
0.21,0.21,0.5,0.5030180265432751
0.22,0.22,0.5,0.5052544000016063
0.23,0.23,0.5,0.5065225575604628
0.24,0.24,0.5,0.5115754824703631
0.25,0.25,0.5,0.5147171205548016
0.26,0.26,0.5,0.5193853706963938
0.27,0.27,0.5,0.5210286409315392
0.28,0.28,0.5,0.5263220963350591
