m,M,epsilon_of_M,stat_NICV
0.1,0.1,1.0,0.0007912710841532433
0.1,0.2,1.0,0.0008100650157347257
0.1,0.3,1.0,0.0008323074273764924
0.1,0.4,1.0,0.0008485602595064161
0.1,0.5,1.0,0.0008871452606071396
0.1,0.6,1.0,0.0008969226244709637
0.1,0.7,1.0,0.0009227137149544489
0.1,0.8,1.0,0.0009266717398633427
0.1,0.9,1.0,0.001015212508337686
0.2,0.2,1.0,0.0009331707645064746
0.2,0.3,1.0,0.0010439669751931319
0.2,0.4,1.0,0.0010842122219478004
0.2,0.5,1.0,0.0011471821390026161
0.2,0.6,1.0,0.0012611556745105597
0.2,0.7,1.0,0.001332941320910187
0.2,0.8,1.0,0.0014196706156760076
0.2,0.9,1.0,0.0014969123008307097
0.3,0.3,1.0,0.001471496889516529
0.3,0.4,1.0,0.0015343504904955783
0.3,0.5,1.0,0.001733704450387885
0.3,0.6,1.0,0.0019417351296196824
0.3,0.7,1.0,0.002095930183366302
0.3,0.8,1.0,0.0023414572496382184
0.3,0.9,1.0,0.002573850397279666
0.4,0.4,1.0,0.0025729734716574337
0.4,0.5,1.0,0.0027791668199468053
0.4,0.6,1.0,0.0030531160709746322
0.4,0.7,1.0,0.0034872640297556215
0.4,0.8,1.0,0.0037548166553479675
0.4,0.9,1.0,0.004641730800327739
0.5,0.5,1.0,0.005311604013698267
0.5,0.6,1.0,0.0060017044838380895
0.5,0.7,1.0,0.006918530446038589
0.5,0.8,1.0,0.008968618525919382
0.5,0.9,1.0,0.013388439222003562
0.6,0.6,1.0,0.016992245094106476
0.6,0.7,1.0,0.016521343358849833
0.6,0.8,1.0,0.02415389400765948
0.6,0.9,1.0,0.026638135354422367
0.7,0.7,1.0,0.04297752983389268
0.7,0.8,1.0,0.05337080113659992
0.7,0.9,1.0,0.06483856812960548
0.8,0.8,1.0,0.13132597595913
0.8,0.9,1.0,0.2121157148443853
0.9,0.9,1.0,0.74145971826657
0.01,0.01,1.0,0.0007012342881583103
0.02,0.02,1.0,0.0008014687727169968
0.03,0.03,1.0,0.0007933275159857819
0.04,0.04,1.0,0.000818846572969025
0.05,0.05,1.0,0.0008342792207337228
0.06,0.06,1.0,0.0008260600185729597
0.07,0.07,1.0,0.0008420247640962674
0.08,0.08,1.0,0.0008839874279921047
0.09,0.09,1.0,0.0009147701207947581
0.11,0.11,1.0,0.0008533986096648082
0.12,0.12,1.0,0.0010139279942568361
0.13,0.13,1.0,0.0010596681696933843
0.14,0.14,1.0,0.001064934556029976
0.15,0.15,1.0,0.0011401640087141962
0.16,0.16,1.0,0.0011886188091279858
0.17,0.17,1.0,0.0012174462951848387
0.18,0.18,1.0,0.0011808172742260744
0.19,0.19,1.0,0.0013301503473703272
0.21,0.21,1.0,0.0013283479318602237
0.22,0.22,1.0,0.0013527341746048258
0.23,0.23,1.0,0.0017153854725311395
0.24,0.24,1.0,0.0017888290443746572
0.25,0.25,1.0,0.0016406929217329975
0.26,0.26,1.0,0.001721176543411253
0.27,0.27,1.0,0.0017474330184110195
0.28,0.28,1.0,0.0015829266812713058
0.29,0.29,1.0,0.0015707447637686154
0.31,0.31,1.0,0.0017488489834055127
0.32,0.32,1.0,0.001724793298163595
0.33,0.33,1.0,0.0019746885399839825
0.34,0.34,1.0,0.0021080717253035767
0.35,0.35,1.0,0.0022129570307581935
0.36,0.36,1.0,0.002286845018369243
0.37,0.37,1.0,0.0024538379171348827
0.38,0.38,1.0,0.0025676464984866767
0.39,0.39,1.0,0.0027333011833672156
0.41,0.41,1.0,0.0031404000128518136
0.42,0.42,1.0,0.0026908955512750465
0.43,0.43,1.0,0.003345919409699548
0.44,0.44,1.0,0.003240891550362279
0.45,0.45,1.0,0.004198221715878993
0.46,0.46,1.0,0.004452537312937019
0.47,0.47,1.0,0.004950155654031881
0.48,0.48,1.0,0.005177057669193997
0.49,0.49,1.0,0.005679597873071383
0.51,0.51,1.0,0.007106810704525395
0.52,0.52,1.0,0.007518364544630653
0.53,0.53,1.0,0.0070502025885340065
0.54,0.54,1.0,0.007397343222950174
0.55,0.55,1.0,0.010379631471114354
0.56,0.56,1.0,0.011282572691729829
0.57,0.57,1.0,0.00947544344344713
0.58,0.58,1.0,0.008290285082338445
0.59,0.59,1.0,0.011896214342545106
0.61,0.61,1.0,0.011880057597968058
0.62,0.62,1.0,0.012515636485414003
0.63,0.63,1.0,0.012989577320452946
0.64,0.64,1.0,0.01457001448464212
0.65,0.65,1.0,0.015778831092146898
0.66,0.66,1.0,0.019831793397668964
0.67,0.67,1.0,0.023332482697431097
0.68,0.68,1.0,0.02103929300384533
0.69,0.69,1.0,0.0257564351782336
0.71,0.71,1.0,0.03032549686164783
0.72,0.72,1.0,0.041780067925918596
0.73,0.73,1.0,0.048673605915451196
0.74,0.74,1.0,0.054634862643238316
0.75,0.75,1.0,0.06562062448057202
