m,M,epsilon_of_M,stat_NICV
0.1,0.1,1.9095647993081502,0.0016697749189644388
0.1,0.2,2.8101304969712415,0.0015571702243779167
0.1,0.3,3.699706179357965,0.0012252356840736138
0.1,0.4,4.575557117651626,0.0011769996920553737
0.1,0.5,5.433780830483028,0.0008423154475664469
0.1,0.6,6.268530136416277,0.0007206304527288493
0.1,0.7,7.07045861030067,0.000583129874902601
0.1,0.8,7.823214990557688,0.0005077801028617923
0.1,0.9,8.68108832519859,0.0005122161045059177
0.2,0.2,1.8101304969712413,0.0016726429712254265
0.2,0.3,2.1997061793579644,0.0015935879393053848
0.2,0.4,2.575557117651626,0.0016639461792890278
0.2,0.5,2.9337808304830277,0.0015848547222452967
0.2,0.6,3.268530136416277,0.0015074410828085107
0.2,0.7,3.575836803801503,0.0013347620167673971
0.2,0.8,3.9704599551232875,0.0011051184881972443
0.2,0.9,5.230080940978918,0.0009688781113634103
0.3,0.3,1.699706179357965,0.001671593565942111
0.3,0.4,1.9088904509849591,0.0016685729671389957
0.3,0.5,2.101049174760391,0.0016135106563036586
0.3,0.6,2.2850424732827324,0.0015813540142258083
0.3,0.7,2.4985990964541287,0.0015545429188236193
0.3,0.8,2.8771120023427614,0.00157264863092972
0.3,0.9,4.282067215305558,0.0010713324895471321
0.4,0.4,1.5755571176516256,0.001557060257962992
0.4,0.5,1.6946183296263162,0.00166286892513657
0.4,0.6,1.8136258392169444,0.001671947343665824
0.4,0.7,1.9790049893762511,0.0016530937606586446
0.4,0.8,2.3272746158823994,0.001572613031245901
0.4,0.9,3.67439041890566,0.0012565623751716864
0.5,0.5,1.433780830483027,0.0013780087862540463
0.5,0.6,1.5124860248224745,0.001492856438150767
0.5,0.7,1.6326197279579056,0.001630224375836315
0.5,0.8,1.9294518950676753,0.0016710064972551137
0.5,0.9,3.07045861030067,0.0015855112333418365
0.6,0.6,1.268530136416278,0.0008748459703375672
0.6,0.7,1.3448557771330518,0.0010282727487884342
0.6,0.8,1.5704586103006695,0.0014344207502307456
0.6,0.9,2.454458592793241,0.0015646817560628335
0.7,0.7,1.0704586103006692,0.0006289081834157891
0.7,0.8,1.204458592793241,0.000859550318663658
0.7,0.9,1.823214990557691,0.0016068316489029316
0.8,0.8,0.823214990557691,0.0007791910844370211
0.8,0.9,1.1721065788577625,0.0007599172815999279
0.9,0.9,0.4940287080441789,0.004837872125852972
0.01,0.01,1.9913157536841377,0.0016488800187202254
0.02,0.02,1.9825554300779649,0.0016281888409717844
0.03,0.03,1.9737176844607265,0.0016515134564654842
0.04,0.04,1.964801136140164,0.001657831202557878
0.05,0.05,1.95580436715797,0.0016478315995625207
0.06,0.06,1.9467259209364776,0.0016470090006034043
0.07,0.07,1.9375643008633656,0.0016432493242395727
0.08,0.08,1.9283179688109167,0.001633866459817732
0.09,0.09,1.918985343586183,0.0016444887437027137
0.11,0.11,1.9000546637077282,0.0016186863648054196
0.12,0.12,1.8904532163461254,0.001598278269733274
0.13,0.13,1.8807586867468644,0.0016113899336170122
0.14,0.14,1.870969252436353,0.0016195046519167403
0.15,0.15,1.8610830368876068,0.0016126001204186098
0.16,0.16,1.8510981073612989,0.0016143433944676058
0.17,0.17,1.8410124726379327,0.001604874610726099
0.18,0.18,1.8308240806344924,0.0016253104305503179
0.19,0.19,1.820530815898414,0.001577840354978146
0.21,0.21,1.7996208736137405,0.0015712444075941354
0.22,0.22,1.7889996238836343,0.0015804852285739878
0.23,0.23,1.7782643510564888,0.0015765550988523708
0.24,0.24,1.7674125803795062,0.00155980252256863
0.25,0.25,1.7564417556472545,0.0014995104468156193
0.26,0.26,1.7453492355874618,0.0014859326459516565
0.27,0.27,1.7341322900441,0.0014547246995903422
0.28,0.28,1.722788095943956,0.0014755502003125102
0.29,0.29,1.711313733031793,0.0014505653016861576
0.31,0.31,1.6879623065010638,0.0014424922639450647
0.32,0.32,1.6760788745066837,0.0014352753001385147
0.33,0.33,1.6640525265218362,0.0014218604500498978
0.34,0.34,1.6518797831027674,0.0014004194635716938
0.35,0.35,1.639557036172042,0.0013929087450150444
0.36,0.36,1.6270805425986328,0.0013944745514741035
0.37,0.37,1.6144464173724318,0.001379124093195135
0.38,0.38,1.6016506263420462,0.001391620377112895
0.39,0.39,1.5886889784819094,0.0013793793831451523
0.41,0.41,1.5622505138069964,0.001323106091464706
0.42,0.42,1.5487644536183611,0.0013249867719428605
0.43,0.43,1.5350940304476355,0.0013028236513229915
0.44,0.44,1.5212341336307065,0.001281013873859223
0.45,0.45,1.50717943700661,0.0012362960597057154
0.46,0.46,1.4929243866290494,0.001224207548197554
0.47,0.47,1.478463187589315,0.0012094627634943189
0.48,0.48,1.4637897898723569,0.0012052990690844386
0.49,0.49,1.4488978731596076,0.0011773942884071784
0.51,0.51,1.4184317506245478,0.0011190390563827197
0.52,0.52,1.4028433991435674,0.0010852812941430103
0.53,0.53,1.3870081979021314,0.0010723811697333902
0.54,0.54,1.370918202942736,0.0010409426094915417
0.55,0.55,1.354565080557118,0.0009795734521635085
0.56,0.56,1.337940081365533,0.0009822737486709367
0.57,0.57,1.3210340122047022,0.0010015577343975052
0.58,0.58,1.3038372055982888,0.0009707032227198335
0.59,0.59,1.286339486556065,0.0009415483190928075
0.61,0.61,1.2503978534094944,0.0009086252800832032
0.62,0.62,1.231930709580581,0.000853581759530504
0.63,0.63,1.2131161036576448,0.000880496158679362
0.64,0.64,1.1939407094015329,0.0007634995321487217
0.65,0.65,1.1743904189056604,0.000817483180595104
0.66,0.66,1.1544502802419097,0.0007966940876760331
0.67,0.67,1.1341044287622568,0.000777666834593999
0.68,0.68,1.1133360112654138,0.0007551541853697955
0.69,0.69,1.092127102120336,0.0006985502622264944
0.71,0.71,1.0483101761220233,0.0006866998442908855
0.72,0.72,1.0256600562823308,0.0006924797414987413
0.73,0.73,1.0024849955784345,0.0006777448255753932
0.74,0.74,0.9787600834017757,0.0006257657755121785
0.75,0.75,0.9544585927932409,0.0006228302161336398
0.76,0.76,0.9295517994500337,0.0006400397384123792
0.77,0.77,0.9040087776111622,0.0006988065287055329
0.78,0.78,0.8777961691839321,0.0007162409633397411
0.79,0.79,0.8508779217882115,0.0007467510865591682
0.81,0.81,0.7947649975091858,0.0009505934223918292
0.82,0.82,0.7654818410218275,0.0009913521818926438
0.83,0.83,0.7353152463923233,0.0011908871651289217
0.84,0.84,0.7042102464645194,0.0012671180187281436
0.85,0.85,0.6721065788577636,0.0014781098802437837
0.86,0.86,0.6389379831880825,0.001767853587287794
0.87,0.87,0.6046313776858756,0.0023244893804374328
0.88,0.88,0.5691058894886825,0.0029146046446184406
0.89,0.89,0.5322717062509686,0.0035002638867912324
0.91,0.91,0.4542648270914779,0.006759040551008016
0.92,0.92,0.4128540676629339,0.008461829354939561
0.93,0.93,0.3696540979731015,0.013903971066676091
0.94,0.94,0.32450329803193706,0.021163767917262988
0.95,0.95,0.27721710894494084,0.03561142780170654
0.96,0.96,0.2275834754134653,0.0880344449547483
0.97,0.97,0.17535709695257054,0.2655322061606346
0.98,0.98,0.12025209344841342,0.7278618157966108
0.99,0.99,0.061932529416331664,1.1248627244774223
