m,M,epsilon_of_M,stat_NICV
0.1,0.1,2.091734574410594,0.34526187685025683
0.1,0.2,1.1467204006373655,0.3991208397898
0.1,0.3,0.0,
0.1,0.4,,
0.1,0.5,,
0.1,0.6,,
0.1,0.7,,
0.1,0.8,,
0.1,0.9,,
0.2,0.2,2.1957034347255657,0.35239209332704935
0.2,0.3,1.7873901856317849,0.37426951484936455
0.2,0.4,1.351651942392443,0.3951796572220514
0.2,0.5,0.8317965641677488,0.4249538343273062
0.2,0.6,0.0,
0.2,0.7,,
0.2,0.8,,
0.2,0.9,,
0.3,0.3,2.3152271442985195,0.36097835913580056
0.3,0.4,2.098935712798195,0.37263812006973207
0.3,0.5,1.8847752157086266,0.3809567237045417
0.3,0.6,1.6538596199166304,0.3895753618401185
0.3,0.7,1.3417092459390996,0.4003202854930953
0.3,0.8,0.6555876770041492,0.47800926521165343
0.3,0.9,,
0.4,0.4,2.455171134975177,0.3724575306080656
0.4,0.5,2.337355079671674,0.37568171648322873
0.4,0.6,2.2143565033183177,0.38050939254761307
0.4,0.7,2.0253591891370695,0.3855401112924899
0.4,0.8,1.5736412697537372,0.3979618231133398
0.4,0.9,,
0.5,0.5,2.6230812603996645,0.38296166125093045
0.5,0.6,2.5512438364419507,0.38422085919705273
0.5,0.7,2.433763081857055,0.3863398002553371
0.5,0.8,2.0882727424955005,0.394105106202871
0.5,0.9,,
0.6,0.6,2.8316026503692244,0.3955265296731774
0.6,0.7,2.7715112802169353,0.3959534339242867
0.6,0.8,2.5341435514937785,0.39889037772702535
0.6,0.9,1.279512022868854,0.4677957996002663
0.7,0.7,3.1044455771710426,0.4103622417643275
0.7,0.8,2.9966523786733648,0.4081075421916689
0.7,0.9,2.260867813191561,0.4265090682386649
0.8,0.8,3.4948480183575636,0.42625874715698664
0.8,0.9,3.1868178261226445,0.43370735753493933
0.9,0.9,4.172702173830821,0.49862027048663776
0.01,0.01,2.0086960664121003,0.3410355023527297
0.02,0.02,2.0174923319015567,0.34264914148662773
0.03,0.03,2.0263908845731886,0.34232237544396027
0.04,0.04,2.035393877584003,0.3423660461068657
0.05,0.05,2.044503531868755,0.3442409606481061
0.06,0.06,2.0537221390097273,0.3450613075409871
0.07,0.07,2.0630520642599994,0.3456272044324787
0.08,0.08,2.0724957497301446,0.3457352379894075
0.09,0.09,2.0820557177490753,0.3456595100165675
0.11,0.11,2.101535013318088,0.3476960692626175
0.12,0.12,2.1114598195408156,0.3483661585083007
0.13,0.13,2.121511873796272,0.3488783999321614
0.14,0.14,2.1316941568743455,0.34956243209038246
0.15,0.15,2.142009754320214,0.35011746556068524
0.16,0.16,2.152461861394364,0.35116684393302733
0.17,0.17,2.1630537883296337,0.35057039270771234
0.18,0.18,2.1737889659069087,0.35154263004094766
