m,M,epsilon_of_M,stat_NICV
0.19,0.19,2.1846709513729072,0.3519714249840581
0.21,0.21,2.206890245394767,0.3546271247500838
0.22,0.22,2.2182353593486406,0.3540048204784772
0.23,0.23,2.229742906658366,0.35663925526824775
0.24,0.24,2.24141717955747,0.3557307604200679
0.25,0.25,2.253262641034891,0.3559415093630934
0.26,0.26,2.2652839340048287,0.36003489196028976
0.27,0.27,2.277485891100447,0.3599396733007997
0.28,0.28,2.2898735451430854,0.3584455243764053
0.29,0.29,2.3024521403436493,0.3594847580710457
0.31,0.31,2.3282042608485662,0.36190846732593024
0.32,0.32,2.3413894438768876,0.36473636998935055
0.33,0.33,2.3547889121287118,0.36658535968859113
0.34,0.34,2.368409165145718,0.3669652604685314
0.35,0.35,2.382257000416858,0.3676333576075241
0.36,0.36,2.396339531858863,0.3695709640296311
0.37,0.37,2.410664209752091,0.36996833541209195
0.38,0.38,2.4252388422714533,0.3712115063629429
0.39,0.39,2.4400716187680507,0.372097229446337
0.41,0.41,2.4705464203327727,0.3744644956868134
0.42,0.42,2.486206967647639,0.3768631155087079
0.43,0.43,2.5021627653331873,0.3779683831045146
0.44,0.44,2.5184243325027045,0.37962832322712914
0.45,0.45,2.5350027572246803,0.379692241547105
0.46,0.46,2.5519097382883658,0.38079216553504425
0.47,0.47,2.5691576308733297,0.3828785815577189
0.48,0.48,2.5867594965692633,0.38320580398730236
0.49,0.49,2.6047291582529537,0.384914369565465
0.51,0.51,2.6418313354877627,0.3878391234164994
0.52,0.52,2.6609958772505924,0.3903644197206188
0.53,0.53,2.68059242164071,0.39015190204313477
0.54,0.54,2.7006396365018737,0.39202739619934246
0.55,0.55,2.7211574210973763,0.39314482701292375
0.56,0.56,2.7421670168240397,0.39516266019011076
0.57,0.57,2.763691130655144,0.3963574601864849
0.58,0.58,2.7857540731098784,0.3969267708181005
0.59,0.59,2.8083819128502006,0.3987356632108207
0.61,0.61,2.855446413672155,0.4005002017795162
0.62,0.62,2.8799456793783946,0.4011818517861365
0.63,0.63,2.905135523313814,0.4020450256009617
0.64,0.64,2.931053905442829,0.40463853876703
0.65,0.65,2.95774199494668,0.40580290495704996
0.66,0.66,2.9852445424330374,0.40458178672848216
0.67,0.67,3.013610307722381,0.40683474357620064
0.68,0.68,3.04289255347669,0.40630078415849574
0.69,0.69,3.0731496172186197,0.40990779961559914
0.71,0.71,3.136851031010733,0.41213754283352877
0.72,0.72,3.1704440113231107,0.4137147567008922
0.73,0.73,3.2053110676045673,0.41552553113799584
0.74,0.74,3.241548552549508,0.41585763571704737
0.75,0.75,3.2792641607279225,0.4179786156083529
0.76,0.76,3.3185787815171826,0.4192221896709385
0.77,0.77,3.359628746598796,0.4214868415667288
0.78,0.78,3.402568577345139,0.4242723190526325
0.79,0.79,3.4475743717558465,0.4254913161820752
0.81,0.81,3.5446224918584,0.4317110416784974
0.82,0.82,3.59716858191566,0.43590711187038617
0.83,0.83,3.6528035471769607,0.43998419304013253
0.84,0.84,3.711902395977567,0.44608408073365163
0.85,0.85,3.774912812558156,0.4494710947533625
0.86,0.86,3.8423752408103886,0.4528657932062456
0.87,0.87,3.914950423882253,0.46175972232993673
0.88,0.88,3.9934579894243716,0.46864080707721256
0.89,0.89,4.078931863997383,0.48420206574066466
0.91,0.91,4.276520444660791,0.5163175090494542
0.92,0.92,4.392758853295811,0.5391887306649439
0.93,0.93,4.5247432293348755,0.5685560095171699
0.94,0.94,4.677344495607727,0.6187638881412345
0.95,0.95,4.858114234439014,0.691224136917304
0.96,0.96,5.079703555908276,0.8054635050919926
0.97,0.97,5.365828979123919,1.0398909352825305
0.98,0.98,5.7697350110607255,1.419098666170293
0.99,0.99,6.461320680934717,2.4104420644865105
