m,M,epsilon_of_M,stat_NICV
0.1,0.1,0.25,0.6768179377247158
0.1,0.2,0.25,0.673159341431477
0.1,0.3,0.25,0.6805500477596518
0.1,0.4,0.25,0.6761750411259285
0.1,0.5,0.25,0.6817564038322397
0.1,0.6,0.25,0.677580363441771
0.1,0.7,0.25,0.6768167362945764
0.1,0.8,0.25,0.6777101109429066
0.1,0.9,0.25,0.6788306647287063
0.2,0.2,0.25,0.6776208712072309
0.2,0.3,0.25,0.6736273367310691
0.2,0.4,0.25,0.6773755396603226
0.2,0.5,0.25,0.6786621874363616
0.2,0.6,0.25,0.6790348896381722
0.2,0.7,0.25,0.6808617002299804
0.2,0.8,0.25,0.6735712040559076
0.2,0.9,0.25,0.680637823588796
0.3,0.3,0.25,0.677272983262696
0.3,0.4,0.25,0.6785083711162722
0.3,0.5,0.25,0.675419792484852
0.3,0.6,0.25,0.6733635099216033
0.3,0.7,0.25,0.6788037584672562
0.3,0.8,0.25,0.6787536205331068
0.3,0.9,0.25,0.6814888776343334
0.4,0.4,0.25,0.6771201278250298
0.4,0.5,0.25,0.6770620425992514
0.4,0.6,0.25,0.6769072191309365
0.4,0.7,0.25,0.6793693855149018
0.4,0.8,0.25,0.674809990733776
0.4,0.9,0.25,0.6746158086755696
0.5,0.5,0.25,0.6800885388363516
0.5,0.6,0.25,0.6781370629535555
0.5,0.7,0.25,0.6789973439842341
0.5,0.8,0.25,0.6756714165235786
0.5,0.9,0.25,0.6659770874156598
0.6,0.6,0.25,0.6637668105230098
0.6,0.7,0.25,0.6668924203479994
0.6,0.8,0.25,0.6655486351884247
0.6,0.9,0.25,0.662473202693121
0.7,0.7,0.25,0.6676144031085535
0.7,0.8,0.25,0.666848742105595
0.7,0.9,0.25,0.6682378461790881
0.8,0.8,0.25,0.6625940683817994
0.8,0.9,0.25,0.6597927150728917
0.9,0.9,0.25,0.666606009887816
0.01,0.01,0.25,0.6652649755791117
0.02,0.02,0.25,0.6645445831304119
0.03,0.03,0.25,0.6640699219283572
