m,M,epsilon_of_M,NICV
0.1,0.1,2,0.35315780830972904
0.1,0.1,2,0.3931773676034843
0.1,0.1,2,0.34245522972296166
0.1,0.1,2,0.3371033134138303
0.1,0.1,2,0.34782401314028355
0.1,0.1,2,0.3066111191043784
0.1,0.1,2,0.3838863423944022
0.1,0.1,2,0.38622669354303646
0.1,0.1,2,0.39530377277101353
0.1,0.1,2,0.29837613999367896
0.1,0.1,2,0.38175301281291746
0.1,0.1,2,0.33148839234299216
0.1,0.1,2,0.3345025558352239
0.1,0.1,2,0.3971170602115017
0.1,0.1,2,0.30804438273713886
0.1,0.1,2,0.34643552958518126
0.1,0.1,2,0.30029619243848427
0.1,0.1,2,0.33231101593585644
0.1,0.1,2,0.4099120006431154
0.1,0.1,2,0.3087669000818545
0.1,0.1,2,0.3942073833139274
0.1,0.1,2,0.35146665072960903
0.1,0.1,2,0.3566370794177693
0.1,0.1,2,0.32118512867941057
0.1,0.1,2,0.38732182749585603
0.1,0.1,2,0.31999827353970933
0.1,0.1,2,0.3284957948495231
0.1,0.1,2,0.3150015616008416
0.1,0.1,2,0.40538121486608414
0.1,0.1,2,0.39181012199888793
0.1,0.1,2,0.29740044419875195
0.1,0.1,2,0.3101113018833844
0.1,0.1,2,0.39637008098312115
0.1,0.1,2,0.40895455613128406
0.1,0.1,2,0.3806680148586794
0.1,0.1,2,0.3096702555234427
0.1,0.1,2,0.3943132602030864
0.1,0.1,2,0.32253611570397106
0.1,0.1,2,0.3959126031295073
0.1,0.1,2,0.3897287398852502
0.1,0.1,2,0.39734700056461614
0.1,0.1,2,0.30561421092541613
0.1,0.1,2,0.39448889314444907
0.1,0.1,2,0.3811364070093842
0.1,0.1,2,0.38811710738518423
0.1,0.1,2,0.405315619764272
0.1,0.1,2,0.40591091284208874
0.1,0.1,2,0.3124609760566279
0.1,0.1,2,0.39309705145605806
0.1,0.1,2,0.3922264536424766
0.1,0.1,2,0.40104189329091067
0.1,0.1,2,0.2977053259938939
0.1,0.1,2,0.29022699429765286
0.1,0.1,2,0.31224287234054493
0.1,0.1,2,0.3204428648204831
0.1,0.1,2,0.40005889458399413
0.1,0.1,2,0.3111657016913677
0.1,0.1,2,0.38839386234395223
0.1,0.1,2,0.4036230467001847
0.1,0.1,2,0.35841628952413174
0.1,0.1,2,0.40238039465754294
0.1,0.1,2,0.3047469888594134
0.1,0.1,2,0.334864679941283
0.1,0.1,2,0.396172020515183
0.1,0.1,2,0.304890949533008
0.1,0.1,2,0.3884052372638773
0.1,0.1,2,0.3465560130063856
0.1,0.1,2,0.3176952303322472
0.1,0.1,2,0.30261521744394015
0.1,0.1,2,0.2965878577882942
0.1,0.1,2,0.36810090711915616
0.1,0.1,2,0.3011489741855479
0.1,0.1,2,0.3936323067491436
0.1,0.1,2,0.31887465095977663
0.1,0.1,2,0.39391165232225206
0.1,0.1,2,0.31339438767602584
0.1,0.1,2,0.4004495293570186
0.1,0.1,2,0.4123511224700654
0.1,0.1,2,0.31397673495112316
0.1,0.1,2,0.39413996072918567
0.1,0.1,2,0.3874649570333485
0.1,0.1,2,0.3203066199758594
0.1,0.1,2,0.3329962694320857
0.1,0.1,2,0.35178978691913315
0.1,0.1,2,0.30282039082042145
0.1,0.1,2,0.3241148972291916
0.1,0.1,2,0.3090178614357952
0.1,0.1,2,0.38409891896432113
0.1,0.1,2,0.38780278965721937
0.1,0.1,2,0.3023134221385123
0.1,0.1,2,0.363708173955405
0.1,0.1,2,0.3969261399984425
0.1,0.1,2,0.3402676299605164
0.1,0.1,2,0.28633870761748526
0.1,0.1,2,0.40428945889694273
0.1,0.1,2,0.39076979741486995
0.1,0.1,2,0.4051137749807791
0.1,0.1,2,0.298378120063463
0.1,0.1,2,0.3777443100645572
0.1,0.1,2,0.3145826486775549
0.1,0.1,2,0.30957928878428764
0.1,0.1,2,0.4098905388267906
0.1,0.1,2,0.3358054312090569
0.1,0.1,2,0.2940832430819506
0.1,0.1,2,0.39429681156948365
0.1,0.1,2,0.3893705802481167
0.1,0.1,2,0.360810814395567
0.1,0.1,2,0.3293122957450411
0.1,0.1,2,0.39602156967346247
0.1,0.1,2,0.4012263534350994
0.1,0.1,2,0.3900520778977179
0.1,0.1,2,0.4118580404370383
0.1,0.1,2,0.2946159282504878
0.1,0.1,2,0.3144186502690421
0.1,0.1,2,0.37643056293066385
0.1,0.1,2,0.3159855340445904
0.1,0.1,2,0.3255625177417275
0.1,0.1,2,0.31813474195262026
0.1,0.1,2,0.34221248469402077
0.1,0.1,2,0.3875454289870395
0.1,0.1,2,0.32001021904944704
0.1,0.1,2,0.3875294245347545
0.1,0.1,2,0.31455383140557236
0.1,0.1,2,0.3348297208389862
0.1,0.1,2,0.3181515014082495
0.1,0.1,2,0.29810860184181537
0.1,0.1,2,0.33125068739533103
0.1,0.1,2,0.33519221274200495
0.1,0.1,2,0.39547664463086096
0.1,0.1,2,0.3100978296724572
0.1,0.1,2,0.31595648357782324
0.1,0.1,2,0.3928436572765443
0.1,0.1,2,0.33434992874963904
0.1,0.1,2,0.38952559726904495
0.1,0.1,2,0.3609426952872373
0.1,0.1,2,0.39587339805083027
0.1,0.1,2,0.40036427854024226
0.1,0.1,2,0.3105484635504427
0.1,0.1,2,0.39640499222939307
0.1,0.1,2,0.3143757362362047
0.1,0.1,2,0.30016920455501916
0.1,0.1,2,0.3974514094770887
0.1,0.1,2,0.33197425520089713
0.1,0.1,2,0.31115751202008135
0.1,0.1,2,0.33231948106369924
0.1,0.1,2,0.3342623946478116
0.1,0.1,2,0.30506049381955475
0.1,0.1,2,0.38829989778310964
0.1,0.1,2,0.399556971908634
0.1,0.1,2,0.40402036493331694
0.1,0.1,2,0.30651790498849996
0.1,0.1,2,0.34608774218910626
0.1,0.1,2,0.39623588917414004
0.1,0.1,2,0.30532596412393964
0.1,0.1,2,0.3129963350033251
0.1,0.1,2,0.32429476354264164
0.1,0.1,2,0.30654067787064265
0.1,0.1,2,0.39737079262412217
0.1,0.1,2,0.31697946081306594
0.1,0.1,2,0.32067554950872507
0.1,0.1,2,0.3204949911815658
0.1,0.1,2,0.31147560347972053
0.1,0.1,2,0.29635825694405477
0.1,0.1,2,0.39823644848800527
0.1,0.1,2,0.3956658637114959
0.1,0.1,2,0.35065250611428384
0.1,0.1,2,0.32668407958023854
0.1,0.1,2,0.40039859338465433
0.1,0.1,2,0.3206607307182244
0.1,0.1,2,0.31708028990414255
0.1,0.1,2,0.3989034307267957
0.1,0.1,2,0.3999847710429274
0.1,0.1,2,0.3271471706360041
0.1,0.1,2,0.39334809722557323
0.1,0.1,2,0.3842038981307828
0.1,0.1,2,0.40250833935503144
0.1,0.1,2,0.31844087151199785
0.1,0.1,2,0.39491739258550734
0.1,0.1,2,0.38886365215619023
0.1,0.1,2,0.31272890900857564
0.1,0.1,2,0.32440701853248893
0.1,0.1,2,0.37877357264747846
0.1,0.1,2,0.33912178523993936
0.1,0.1,2,0.30271718224068594
0.1,0.1,2,0.319419477897111
0.1,0.1,2,0.30727288365814526
0.1,0.1,2,0.31739278810549665
0.1,0.1,2,0.3136535582985487
0.1,0.1,2,0.4056227512313506
0.1,0.1,2,0.31851100942968386
0.1,0.1,2,0.3932815722499934
0.1,0.1,2,0.3382149891577733
0.1,0.1,2,0.4030266073378511
0.1,0.1,2,0.41343960009124414
0.1,0.1,2,0.3153011190776421
0.1,0.1,2,0.32057224630142006
0.1,0.1,2,0.3288754423594648
0.1,0.1,2,0.3068219742719743
0.1,0.1,2,0.3312972600954025
0.1,0.1,2,0.3071076353092026
0.1,0.1,2,0.38936733208473934
0.1,0.1,2,0.3147656371311776
0.1,0.1,2,0.3122154545782418
0.1,0.1,2,0.30030896030152276
0.1,0.1,2,0.32535697958731075
0.1,0.1,2,0.3145473281987872
0.1,0.1,2,0.39290438568423
0.1,0.1,2,0.39590294152235866
0.1,0.1,2,0.3982448486942383
0.1,0.1,2,0.3196820487832879
0.1,0.1,2,0.313622358808389
0.1,0.1,2,0.32307465097985244
0.1,0.1,2,0.30806039025819815
0.1,0.1,2,0.38713647606288865
0.1,0.1,2,0.39160413557746737
0.1,0.1,2,0.3271225877131993
0.1,0.1,2,0.3827318455810672
0.1,0.1,2,0.33362371783748074
0.1,0.1,2,0.3984392153030427
0.1,0.1,2,0.4021247683492099
0.1,0.1,2,0.3006944263423845
0.1,0.1,2,0.3035615917051847
0.1,0.1,2,0.3992133014332454
0.1,0.1,2,0.309036961698783
0.1,0.1,2,0.3133608534944627
0.1,0.1,2,0.32628260779966434
0.1,0.1,2,0.3047594063746933
0.1,0.1,2,0.3156090152641305
0.1,0.1,2,0.3927950451790475
0.1,0.1,2,0.3239671680711442
0.1,0.1,2,0.39581687059459086
0.1,0.1,2,0.3147094797302615
0.1,0.1,2,0.3153832219698536
0.1,0.1,2,0.36936801116300555
0.1,0.1,2,0.3942908563622967
0.1,0.1,2,0.379982037511912
0.1,0.1,2,0.2822596788403362
0.1,0.1,2,0.3325910445650668
0.1,0.1,2,0.3270275866758613
0.1,0.1,2,0.30679687833819613
0.1,0.1,2,0.3873400537643545
0.1,0.1,2,0.40380239320222433
0.1,0.1,2,0.304622653319742
0.1,0.1,2,0.3332691473615786
0.1,0.1,2,0.4002614019318588
0.1,0.1,2,0.29812270833056687
0.1,0.1,2,0.30467311300489264
0.1,0.1,2,0.32874517721246244
0.1,0.1,2,0.29614716828680865
0.1,0.1,2,0.4054985076100406
0.1,0.1,2,0.3939987089749126
0.1,0.1,2,0.32077763217309735
0.1,0.1,2,0.3025347795056148
0.1,0.1,2,0.2982040611777455
0.1,0.1,2,0.2969119764711118
0.1,0.1,2,0.4000630430569725
0.1,0.1,2,0.38760498950748473
0.1,0.1,2,0.32684406130203164
0.1,0.1,2,0.3967707564298238
0.1,0.1,2,0.3115903359872383
0.1,0.1,2,0.3699179389389845
0.1,0.1,2,0.3515618307252335
0.1,0.1,2,0.30067895833873787
0.1,0.1,2,0.3919115845011493
0.1,0.1,2,0.35315780830972904
0.1,0.1,2,0.3931773676034843
0.1,0.1,2,0.34245522972296166
0.1,0.1,2,0.3371033134138303
0.1,0.1,2,0.34782401314028355
0.1,0.1,2,0.3066111191043784
0.1,0.1,2,0.3838863423944022
0.1,0.1,2,0.38622669354303646
0.1,0.1,2,0.39530377277101353
0.1,0.1,2,0.29837613999367896
0.1,0.1,2,0.38175301281291746
0.1,0.1,2,0.33148839234299216
0.1,0.1,2,0.3345025558352239
0.1,0.1,2,0.3971170602115017
0.1,0.1,2,0.30804438273713886
0.1,0.1,2,0.34643552958518126
0.1,0.1,2,0.30029619243848427
0.1,0.1,2,0.33231101593585644
0.1,0.1,2,0.4099120006431154
0.1,0.1,2,0.3087669000818545
0.1,0.1,2,0.3942073833139274
0.1,0.1,2,0.35146665072960903
0.1,0.1,2,0.3566370794177693
0.1,0.1,2,0.32118512867941057
0.1,0.1,2,0.38732182749585603
0.1,0.1,2,0.31999827353970933
0.1,0.1,2,0.3284957948495231
0.1,0.1,2,0.3150015616008416
0.1,0.1,2,0.40538121486608414
0.1,0.1,2,0.39181012199888793
0.1,0.1,2,0.29740044419875195
0.1,0.1,2,0.3101113018833844
0.1,0.1,2,0.39637008098312115
0.1,0.1,2,0.40895455613128406
0.1,0.1,2,0.3806680148586794
0.1,0.1,2,0.3096702555234427
0.1,0.1,2,0.3943132602030864
0.1,0.1,2,0.32253611570397106
0.1,0.1,2,0.3959126031295073
0.1,0.1,2,0.3897287398852502
0.1,0.1,2,0.39734700056461614
0.1,0.1,2,0.30561421092541613
0.1,0.1,2,0.39448889314444907
0.1,0.1,2,0.3811364070093842
0.1,0.1,2,0.38811710738518423
0.1,0.1,2,0.405315619764272
0.1,0.1,2,0.40591091284208874
0.1,0.1,2,0.3124609760566279
0.1,0.1,2,0.39309705145605806
0.1,0.1,2,0.3922264536424766
0.1,0.1,2,0.40104189329091067
0.1,0.1,2,0.2977053259938939
0.1,0.1,2,0.29022699429765286
0.1,0.1,2,0.31224287234054493
0.1,0.1,2,0.3204428648204831
0.1,0.1,2,0.40005889458399413
0.1,0.1,2,0.3111657016913677
0.1,0.1,2,0.38839386234395223
0.1,0.1,2,0.4036230467001847
0.1,0.1,2,0.35841628952413174
0.1,0.1,2,0.40238039465754294
0.1,0.1,2,0.3047469888594134
0.1,0.1,2,0.334864679941283
0.1,0.1,2,0.396172020515183
0.1,0.1,2,0.304890949533008
0.1,0.1,2,0.3884052372638773
0.1,0.1,2,0.3465560130063856
0.1,0.1,2,0.3176952303322472
0.1,0.1,2,0.30261521744394015
0.1,0.1,2,0.2965878577882942
0.1,0.1,2,0.36810090711915616
0.1,0.1,2,0.3011489741855479
0.1,0.1,2,0.3936323067491436
0.1,0.1,2,0.31887465095977663
0.1,0.1,2,0.39391165232225206
0.1,0.1,2,0.31339438767602584
0.1,0.1,2,0.4004495293570186
0.1,0.1,2,0.4123511224700654
0.1,0.1,2,0.31397673495112316
0.1,0.1,2,0.39413996072918567
0.1,0.1,2,0.3874649570333485
0.1,0.1,2,0.3203066199758594
0.1,0.1,2,0.3329962694320857
0.1,0.1,2,0.35178978691913315
0.1,0.1,2,0.30282039082042145
0.1,0.1,2,0.3241148972291916
0.1,0.1,2,0.3090178614357952
0.1,0.1,2,0.38409891896432113
0.1,0.1,2,0.38780278965721937
0.1,0.1,2,0.3023134221385123
0.1,0.1,2,0.363708173955405
0.1,0.1,2,0.3969261399984425
0.1,0.1,2,0.3402676299605164
0.1,0.1,2,0.28633870761748526
0.1,0.1,2,0.40428945889694273
0.1,0.1,2,0.39076979741486995
0.1,0.1,2,0.4051137749807791
0.1,0.1,2,0.298378120063463
0.1,0.1,2,0.3777443100645572
0.1,0.1,2,0.3145826486775549
0.1,0.1,2,0.30957928878428764
0.1,0.1,2,0.4098905388267906
0.1,0.1,2,0.3358054312090569
0.1,0.1,2,0.2940832430819506
0.1,0.1,2,0.39429681156948365
0.1,0.1,2,0.3893705802481167
0.1,0.1,2,0.360810814395567
0.1,0.1,2,0.3293122957450411
0.1,0.1,2,0.39602156967346247
0.1,0.1,2,0.4012263534350994
0.1,0.1,2,0.3900520778977179
0.1,0.1,2,0.4118580404370383
0.1,0.1,2,0.2946159282504878
0.1,0.1,2,0.3144186502690421
0.1,0.1,2,0.37643056293066385
0.1,0.1,2,0.3159855340445904
0.1,0.1,2,0.3255625177417275
0.1,0.1,2,0.31813474195262026
0.1,0.1,2,0.34221248469402077
0.1,0.1,2,0.3875454289870395
0.1,0.1,2,0.32001021904944704
0.1,0.1,2,0.3875294245347545
0.1,0.1,2,0.31455383140557236
0.1,0.1,2,0.3348297208389862
0.1,0.1,2,0.3181515014082495
0.1,0.1,2,0.29810860184181537
0.1,0.1,2,0.33125068739533103
0.1,0.1,2,0.33519221274200495
0.1,0.1,2,0.39547664463086096
0.1,0.1,2,0.3100978296724572
0.1,0.1,2,0.31595648357782324
0.1,0.1,2,0.3928436572765443
0.1,0.1,2,0.33434992874963904
0.1,0.1,2,0.38952559726904495
0.1,0.1,2,0.3609426952872373
0.1,0.1,2,0.39587339805083027
0.1,0.1,2,0.40036427854024226
0.1,0.1,2,0.3105484635504427
0.1,0.1,2,0.39640499222939307
0.1,0.1,2,0.3143757362362047
0.1,0.1,2,0.30016920455501916
0.1,0.1,2,0.3974514094770887
0.1,0.1,2,0.33197425520089713
0.1,0.1,2,0.31115751202008135
0.1,0.1,2,0.33231948106369924
0.1,0.1,2,0.3342623946478116
0.1,0.1,2,0.30506049381955475
0.1,0.1,2,0.38829989778310964
0.1,0.1,2,0.399556971908634
0.1,0.1,2,0.40402036493331694
0.1,0.1,2,0.30651790498849996
0.1,0.1,2,0.34608774218910626
0.1,0.1,2,0.39623588917414004
0.1,0.1,2,0.30532596412393964
0.1,0.1,2,0.3129963350033251
0.1,0.1,2,0.32429476354264164
0.1,0.1,2,0.30654067787064265
0.1,0.1,2,0.39737079262412217
0.1,0.1,2,0.31697946081306594
0.1,0.1,2,0.32067554950872507
0.1,0.1,2,0.3204949911815658
0.1,0.1,2,0.31147560347972053
0.1,0.1,2,0.29635825694405477
0.1,0.1,2,0.39823644848800527
0.1,0.1,2,0.3956658637114959
0.1,0.1,2,0.35065250611428384
0.1,0.1,2,0.32668407958023854
0.1,0.1,2,0.40039859338465433
0.1,0.1,2,0.3206607307182244
0.1,0.1,2,0.31708028990414255
0.1,0.1,2,0.3989034307267957
0.1,0.1,2,0.3999847710429274
0.1,0.1,2,0.3271471706360041
0.1,0.1,2,0.39334809722557323
0.1,0.1,2,0.3842038981307828
0.1,0.1,2,0.40250833935503144
0.1,0.1,2,0.31844087151199785
0.1,0.1,2,0.39491739258550734
0.1,0.1,2,0.38886365215619023
0.1,0.1,2,0.31272890900857564
0.1,0.1,2,0.32440701853248893
0.1,0.1,2,0.37877357264747846
0.1,0.1,2,0.33912178523993936
0.1,0.1,2,0.30271718224068594
0.1,0.1,2,0.319419477897111
0.1,0.1,2,0.30727288365814526
0.1,0.1,2,0.31739278810549665
0.1,0.1,2,0.3136535582985487
0.1,0.1,2,0.4056227512313506
0.1,0.1,2,0.31851100942968386
0.1,0.1,2,0.3932815722499934
0.1,0.1,2,0.3382149891577733
0.1,0.1,2,0.4030266073378511
0.1,0.1,2,0.41343960009124414
0.1,0.1,2,0.3153011190776421
0.1,0.1,2,0.32057224630142006
0.1,0.1,2,0.3288754423594648
0.1,0.1,2,0.3068219742719743
0.1,0.1,2,0.3312972600954025
0.1,0.1,2,0.3071076353092026
0.1,0.1,2,0.38936733208473934
0.1,0.1,2,0.3147656371311776
0.1,0.1,2,0.3122154545782418
0.1,0.1,2,0.30030896030152276
0.1,0.1,2,0.32535697958731075
0.1,0.1,2,0.3145473281987872
0.1,0.1,2,0.39290438568423
0.1,0.1,2,0.39590294152235866
0.1,0.1,2,0.3982448486942383
0.1,0.1,2,0.3196820487832879
0.1,0.1,2,0.313622358808389
0.1,0.1,2,0.32307465097985244
0.1,0.1,2,0.30806039025819815
0.1,0.1,2,0.38713647606288865
0.1,0.1,2,0.39160413557746737
0.1,0.1,2,0.3271225877131993
0.1,0.1,2,0.3827318455810672
0.1,0.1,2,0.33362371783748074
0.1,0.1,2,0.3984392153030427
0.1,0.1,2,0.4021247683492099
0.1,0.1,2,0.3006944263423845
0.1,0.1,2,0.3035615917051847
0.1,0.1,2,0.3992133014332454
0.1,0.1,2,0.309036961698783
0.1,0.1,2,0.3133608534944627
0.1,0.1,2,0.32628260779966434
0.1,0.1,2,0.3047594063746933
0.1,0.1,2,0.3156090152641305
0.1,0.1,2,0.3927950451790475
0.1,0.1,2,0.3239671680711442
0.1,0.1,2,0.39581687059459086
0.1,0.1,2,0.3147094797302615
0.1,0.1,2,0.3153832219698536
0.1,0.1,2,0.36936801116300555
0.1,0.1,2,0.3942908563622967
0.1,0.1,2,0.379982037511912
0.1,0.2,2,0.28293543597809034
0.1,0.2,2,0.3332258263936535
0.1,0.2,2,0.3271233981657886
0.1,0.2,2,0.30480338976449195
0.1,0.2,2,0.38563168676185866
0.1,0.2,2,0.40283234362071735
0.1,0.2,2,0.30414311514335796
0.1,0.2,2,0.33316483675460834
0.1,0.2,2,0.3993243388953833
0.1,0.2,2,0.2973393156669715
0.1,0.2,2,0.30244822695487605
0.1,0.2,2,0.3278334334136737
0.1,0.2,2,0.29469999404100305
0.1,0.2,2,0.40376787400020764
0.1,0.2,2,0.3921038414957186
0.1,0.2,2,0.32093771307719965
0.1,0.2,2,0.30055846769867994
0.1,0.2,2,0.2972402019996074
0.1,0.2,2,0.2951435788652549
0.1,0.2,2,0.3975497916678197
0.1,0.2,2,0.3860021254045321
0.1,0.2,2,0.32568994174408256
0.1,0.2,2,0.3952890654461052
0.1,0.2,2,0.31072645980681896
0.1,0.2,2,0.36850958613976154
0.1,0.2,2,0.35199876492871296
0.1,0.2,2,0.30021236701613396
0.1,0.2,2,0.3893761206083405
0.1,0.2,2,0.3725203800260517
0.1,0.2,2,0.39060643620246177
0.1,0.2,2,0.34945579347719985
0.1,0.2,2,0.33692178623175795
0.1,0.2,2,0.3540605510565127
0.1,0.2,2,0.3070618686535976
0.1,0.2,2,0.3823618627408477
0.1,0.2,2,0.3847281110551828
0.1,0.2,2,0.3933856770576651
0.1,0.2,2,0.297233654748214
0.1,0.2,2,0.3805657055674882
0.1,0.2,2,0.33117940713285243
0.1,0.2,2,0.3352443864915007
0.1,0.2,2,0.39462233551361775
0.1,0.2,2,0.31015998293134195
0.1,0.2,2,0.34703580408024587
0.1,0.2,2,0.3833499610496044
0.1,0.2,2,0.3315543966612899
0.1,0.2,2,0.40799975463025817
0.1,0.2,2,0.32144592779627584
0.1,0.2,2,0.39288521260927006
0.1,0.2,2,0.3503881169328919
0.1,0.2,2,0.35598820957966876
0.1,0.2,2,0.3211893648810634
0.1,0.2,2,0.3863571205115902
0.1,0.2,2,0.31847576530818084
0.1,0.2,2,0.3275573264827938
0.1,0.2,2,0.3146241516415816
0.1,0.2,2,0.4039325467995543
0.1,0.2,2,0.3898030020538153
0.1,0.2,2,0.29636330790545945
0.1,0.2,2,0.3087842405027002
0.1,0.2,2,0.3939555933407864
0.1,0.2,2,0.40610999160347194
0.1,0.2,2,0.3787461353197778
0.1,0.2,2,0.308811124507568
0.1,0.2,2,0.39225088649020184
0.1,0.2,2,0.3941657293875594
0.1,0.2,2,0.3932933493452118
0.1,0.2,2,0.38770898065495657
0.1,0.2,2,0.3955571737903575
0.1,0.2,2,0.3052220048755363
0.1,0.2,2,0.3931901252522593
0.1,0.2,2,0.3788219099566925
0.1,0.2,2,0.38650218969273936
0.1,0.2,2,0.4038802747962124
0.1,0.2,2,0.4036697447307824
0.1,0.2,2,0.310709214949906
0.1,0.2,2,0.39150334567467077
0.1,0.2,2,0.39053888670097525
0.1,0.2,2,0.39914808383186406
0.1,0.2,2,0.2961091449302504
0.1,0.2,2,0.2894311465153821
0.1,0.2,2,0.31355639202981406
0.1,0.2,2,0.3196596416919741
0.1,0.2,2,0.3973989460791199
0.1,0.2,2,0.30962960196472716
0.1,0.2,2,0.38751191102650273
0.1,0.2,2,0.4015064374479837
0.1,0.2,2,0.357108006353841
0.1,0.2,2,0.4001670684571724
0.1,0.2,2,0.303666782906964
0.1,0.2,2,0.33546624144588066
0.1,0.2,2,0.39416729097919767
0.1,0.2,2,0.3028690896844913
0.1,0.2,2,0.3866822956707445
0.1,0.2,2,0.34682905580815604
0.1,0.2,2,0.3167531574194282
0.1,0.2,2,0.30099068685721864
0.1,0.2,2,0.29787210237027384
0.1,0.2,2,0.3684706718306751
0.1,0.2,2,0.3006775040951813
0.1,0.2,2,0.3913664937496815
0.1,0.2,2,0.31826559873656474
0.1,0.2,2,0.3933213668395056
0.1,0.2,2,0.3124767164820483
0.1,0.2,2,0.39910492239255035
0.1,0.2,2,0.4113783097769902
0.1,0.2,2,0.3131383274093429
0.1,0.2,2,0.3927254823243761
0.1,0.2,2,0.3853636076586111
0.1,0.2,2,0.3192513060068217
0.1,0.2,2,0.353951609382985
0.1,0.2,2,0.35131542189565446
0.1,0.2,2,0.3022020116973677
0.1,0.2,2,0.3235879810832853
0.1,0.2,2,0.38290864011971254
0.1,0.2,2,0.3828779819937606
0.1,0.2,2,0.38681340864385433
0.1,0.2,2,0.30156271897098186
0.1,0.2,2,0.36369088879974726
0.1,0.2,2,0.39496845594030733
