m,M,original_average,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_M_minus_MoSChangeEpsDelta,difference_gaussian_M_minus_MoSChangeEpsDelta,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.1,0.1,2962.6453703703705,-2.4943059428193806,-27.69268285482113,0.32785190785994445,-14.276978966992885,0.19102574167166608,-8.461440434480636
0.1,0.2,2962.6453703703705,-6.289020947931377,-37.02115896543759,,,-35.048418196094815,-154.87516566336905
0.1,0.3,2962.6453703703705,-12.486639505226513,-28.391112362306274,,,-50.32309882695044,
0.1,0.4,2962.6453703703705,-13.81082641370218,-38.24265733795539,,,-48.43007349862885,
0.1,0.5,2962.6453703703705,-6.368106227116904,-45.84512653207608,,,-49.00006477145172,
0.1,0.6,2962.6453703703705,-10.987907525821782,-40.4665387918437,,,-52.662761411596335,
0.1,0.7,2962.6453703703705,-9.91440180585743,-44.45217929380337,,,-53.58873860619856,
0.1,0.8,2962.6453703703705,-9.478452860206211,-44.77093856536598,,,-56.506540285105494,
0.1,0.9,2962.6453703703705,-12.358412051449378,-65.5862546538603,,,-58.716696652841684,
0.2,0.2,2962.6453703703705,-14.738290060917407,-38.29981114119133,-5.7806148557222485,-9.243790943470657,-4.745140664998139,8.571779991811837
0.2,0.3,2962.6453703703705,-13.96662591594167,-54.16695060217157,,,-30.650049914266802,-139.33234402460363
0.2,0.4,2962.6453703703705,-17.595485765371997,-63.28132719123519,,,-47.2447177110936,-193.17964135602557
0.2,0.5,2962.6453703703705,-15.456059061048151,-61.28459119411335,,,-48.32661484252584,-201.724270178404
0.2,0.6,2962.6453703703705,-16.69857882539069,-75.92241625874539,,,-49.95421299939275,
0.2,0.7,2962.6453703703705,-20.41198036127988,-53.694543026950385,,,-58.73196332533979,
0.2,0.8,2962.6453703703705,-26.565008560539873,-82.48151231464448,,,-63.21287526037354,
0.2,0.9,2962.6453703703705,-23.702243209226587,-79.77036448491657,,,-64.47495030995314,
