m,M,original_average,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_M_minus_MoSChangeEpsDelta,difference_gaussian_M_minus_MoSChangeEpsDelta,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.1,0.1,2962.6453703703705,-159.85237425610921,-4326.916398861424,227.38292925074234,403.0933470295895,-142.15838598078335,3272.9059027067124
0.1,0.2,2962.6453703703705,-367.0085727098174,-7992.327980959541,,,-2065.7812347756967,-27284.031433110686
0.1,0.3,2962.6453703703705,-1065.7578780275803,-5425.021230074974,,,-3004.8324558955537,
0.1,0.4,2962.6453703703705,-1199.440418743767,-10661.805717137042,,,-2577.764655108108,
0.1,0.5,2962.6453703703705,-548.5018006503478,-7740.757391350504,,,-2823.0834188860636,
0.1,0.6,2962.6453703703705,-1146.4748136133153,-9973.295275497454,,,-2941.251258574289,
0.1,0.7,2962.6453703703705,-609.2502990470621,-15640.228474360356,,,-2659.6823256989514,
0.1,0.8,2962.6453703703705,-973.132386133168,-11456.229047265962,,,-3214.926777783315,
0.1,0.9,2962.6453703703705,-721.3378877644677,-11843.183546533262,,,-2891.565006499158,
0.2,0.2,2962.6453703703705,-1369.0522754246929,-11180.560708123543,-180.1018366591859,-3151.7842976038664,-101.82326032581022,1062.8603684451518
0.2,0.3,2962.6453703703705,-915.8074437814819,-15775.56053661591,,,-1941.286268729696,-29087.88438023592
0.2,0.4,2962.6453703703705,-1630.068273427372,-15100.215852505968,,,-3240.4709949030166,-34071.110153079535
0.2,0.5,2962.6453703703705,-879.9749847409671,-14081.671277489415,,,-2648.1764237426396,-32313.135514759968
0.2,0.6,2962.6453703703705,-1407.8889473830516,-22294.154535471833,,,-2962.9201308128327,
0.2,0.7,2962.6453703703705,-1792.2283334461954,-13925.650192081946,,,-3463.4295093038545,
0.2,0.8,2962.6453703703705,-1768.75711686004,-24283.573285664384,,,-3718.7099308786283,
0.2,0.9,2962.6453703703705,-2747.382731258011,-24336.299589150116,,,-4379.25121164216,
0.3,0.3,2962.6453703703705,-2280.9998257649777,-25421.71055175121,-483.1751284393415,-3701.471527541271,-933.7060070730004,-16355.543221939835
0.3,0.4,2962.6453703703705,-4230.032971305145,-22609.43867319972,-10716.833494689437,-139933.7043281987,-4952.605938199868,-32628.155591407685
0.3,0.5,2962.6453703703705,-1893.8112849129707,-24683.89355359455,,,-3639.200226229619,-41615.383192656656
0.3,0.6,2962.6453703703705,-3289.0495614288066,-29573.792597907257,,,-4808.834645235844,-47988.85646033769
0.3,0.7,2962.6453703703705,-2610.4368308163475,-31352.90794981281,,,-4335.774177248756,-51427.21581914553
0.3,0.8,2962.6453703703705,-2514.032542726853,-35091.66192399147,,,-4406.343549313374,-55866.31727944914
0.3,0.9,2962.6453703703705,-3182.5458873961197,-31721.383245680838,,,-5215.258258887376,
0.4,0.4,2962.6453703703705,-4341.108349635586,-47171.25007685781,-259.3168574228989,-7052.4273508135775,-2555.404420176372,-9128.500280534667
0.4,0.5,2962.6453703703705,-2956.4612628046907,-43231.012048352146,-6244.455443750341,-52493.16698990046,-3319.173423891575,-45732.194593354645
0.4,0.6,2962.6453703703705,-4228.714861395602,-47525.628462279055,,,-4994.26459977547,-55849.665996626885
0.4,0.7,2962.6453703703705,-3801.2242293151394,-36684.919796603725,,,-5394.372874191316,-57886.06688019721
0.4,0.8,2962.6453703703705,-4932.30372699495,-50928.63337557763,,,-6621.813859230998,-69135.36480447825
0.4,0.9,2962.6453703703705,-5081.689107174918,-67149.9057161758,,,-7441.375597713521,
0.5,0.5,2962.6453703703705,-7335.664930013145,-68276.52737573023,-1514.2145094948514,-8697.856270430108,-2560.0057403253168,-5996.884980799936
0.5,0.6,2962.6453703703705,-6062.591216811775,-74036.01443457097,-3361.732542923488,-38781.6528234009,-5532.015131564481,-68735.42861083095
0.5,0.7,2962.6453703703705,-7336.27600050894,-84334.11621869652,-82503.14021330675,-714457.4650291275,-8295.437759158473,-92907.07562592645
