m,M,original_average,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_M_minus_MoSChangeEpsDelta,difference_gaussian_M_minus_MoSChangeEpsDelta,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.1,0.1,2962.6453703703705,-4789.404652628183,-12472.470458082884,-413.6650531400601,11369.181291442845,-3217.0322334085467,-1126.5913764154684
0.1,0.2,2962.6453703703705,-1635.2767610947467,-13435.159516587591,,,-8986.011510563363,-100086.52804560734
0.1,0.3,2962.6453703703705,-3283.007108957997,-16448.565774773902,,,-11355.854528218038,
0.1,0.4,2962.6453703703705,-3678.324527178119,-42598.380228670285,,,-11134.77480086886,
0.1,0.5,2962.6453703703705,-1547.919838235447,-17028.075657024776,,,-9654.610462612782,
0.1,0.6,2962.6453703703705,-3938.5219141902253,-47696.261680645446,,,-11927.150966488032,
0.1,0.7,2962.6453703703705,-7015.884480590244,-43272.03652756286,,,-14664.768024267398,
0.1,0.8,2962.6453703703705,-5210.982363018263,-36607.49078544541,,,-11173.698097044258,
0.1,0.9,2962.6453703703705,-8854.70368517319,-59775.22934943583,,,-15792.726268154544,
0.2,0.2,2962.6453703703705,-3503.6461096365856,-54214.65108642778,1924.062690013694,1564.7977960445132,-558.9267055705495,7712.925853394554
0.2,0.3,2962.6453703703705,-6363.544844282237,-54119.60806907207,,,-13163.805769336472,-129687.27454119433
0.2,0.4,2962.6453703703705,-3629.0793774671383,-51369.905427338235,,,-11418.824354714838,-132044.99561351506
0.2,0.5,2962.6453703703705,-5854.380861226247,-66529.56545362943,,,-13998.057779009132,-152075.34131924447
0.2,0.6,2962.6453703703705,-3220.0976500172383,-62568.81679757971,,,-11335.731402094061,
0.2,0.7,2962.6453703703705,-6371.3043416411,-92017.88395266962,,,-13443.978708542598,
0.2,0.8,2962.6453703703705,-8846.056403439175,-93940.39231894114,,,-16780.19896668529,
0.2,0.9,2962.6453703703705,-7678.990815013979,-85307.10072710611,,,-15428.627987144486,
0.3,0.3,2962.6453703703705,-10915.209770376176,-79636.4351527287,-2999.736974022245,-9024.80730594181,-3191.1830451837177,-11278.451955063152
0.3,0.4,2962.6453703703705,-7748.161973351879,-100510.1663294128,,,-13430.108058417944,-166539.63055408842
0.3,0.5,2962.6453703703705,-9624.17802978738,-117504.21000642762,,,-15956.373215931271,-204113.55173795018
0.3,0.6,2962.6453703703705,-9955.514186045224,-114178.19173938232,,,-17975.31614749397,-200405.13402157484
0.3,0.7,2962.6453703703705,-8466.123126254037,-112164.327533588,,,-19140.219923720073,-201751.49534493283
0.3,0.8,2962.6453703703705,-17270.621070306137,-151748.64282672782,,,-23607.001378157467,-243717.9272454336
0.3,0.9,2962.6453703703705,-7062.769179459627,-168474.62170837377,,,-17608.79545471026,
0.4,0.4,2962.6453703703705,-9801.210013356485,-169638.60053047806,-2754.750946405081,-27061.412253830145,5574.708035124475,-6982.343734064925
0.4,0.5,2962.6453703703705,-13449.782236689112,-194287.78986760665,,,-17311.987165028637,-262112.58844391853
0.4,0.6,2962.6453703703705,-21525.263276472568,-185594.70490114542,,,-27179.97949301255,-275060.43129508966
0.4,0.7,2962.6453703703705,-17160.157490207665,-200063.76170376746,,,-23407.69335031406,-284496.8952901346
0.4,0.8,2962.6453703703705,-19249.273454498376,-223823.65528942767,,,-27006.186862987743,-318446.00527173834
0.4,0.9,2962.6453703703705,-11926.650684249145,-237070.22160136944,,,-20583.20755567989,
0.5,0.5,2962.6453703703705,-24778.734995679435,-274139.04110982566,-2154.9531666140947,-16812.90367159438,-2120.907079301658,-10323.293228308903
0.5,0.6,2962.6453703703705,-24851.00783511052,-273556.51004873053,-166167.19023507935,-1782844.1248370938,-27221.615686696863,-304047.6465045495
0.5,0.7,2962.6453703703705,-30441.91078459678,-330796.09956460656,,,-35004.094718312066,-396281.7152448784
0.5,0.8,2962.6453703703705,-32642.451521517734,-322404.92110882,,,-40831.93090023408,-402027.3008208407
0.5,0.9,2962.6453703703705,-28591.11883017105,-355817.1522613214,,,-35493.38923164351,
0.6,0.6,2962.6453703703705,-43916.18379306713,-498034.50667317375,-6458.462666013566,-24409.186300222776,-4600.563512245586,-67165.8246254772
0.6,0.7,2962.6453703703705,-29693.213474363372,-575336.4494414639,,,-32900.135902982336,-594988.8729796177
0.6,0.8,2962.6453703703705,-42505.707970729076,-551800.4914407174,,,-48916.987698231955,-625927.4783381266
0.6,0.9,2962.6453703703705,-60803.14742431502,-759073.8705569541,,,-69359.9913086196,-850040.6068840744
0.7,0.7,2962.6453703703705,-72205.51178237061,-1192287.6233765895,-6217.468508853259,-36064.78789900977,2121.002181299453,-254274.72657965764
0.7,0.8,2962.6453703703705,-94210.44901141545,-1027911.6573293799,,,-98367.80020645521,-1089873.9557788114
0.7,0.9,2962.6453703703705,-107267.12806815244,-1269919.4668497639,,,-115042.09592766596,-1353889.543502651
0.8,0.8,2962.6453703703705,-169574.5736547887,-2990068.7725525834,-8950.348911795914,-73433.90786820263,-30228.12784678681,-223816.09829361225
0.8,0.9,2962.6453703703705,-244094.03196968068,-3045224.1529512624,,,-251498.26185841812,-3126045.6110818973
0.9,0.9,2962.6453703703705,-964754.9681739907,-99255340.71265255,-24987.494677321363,-174257.81841972916,-422470.8195312385,19078892155.123745
0.01,0.01,2962.6453703703705,-681.5282728201419,-2851.6865612734255,-3593.0406063613573,-3892.010093603749,-350.149752750528,-1511.4691754860833
0.01,0.02,2962.6453703703705,1796.8864566995635,-1536.5880749857606,,,-6363.736695051439,-90490.96905855967
0.01,0.03,2962.6453703703705,-923.3551781071137,-6492.609472084034,,,-7001.544912099173,
0.01,0.04,2962.6453703703705,-479.67639005248566,-571.3969961019757,,,-8850.874947078932,
0.01,0.05,2962.6453703703705,1119.59751095493,-12523.812561378407,,,-8006.093243861465,
0.01,0.06,2962.6453703703705,1174.7223788209076,3049.038179745883,,,-6930.973959812904,
0.01,0.07,2962.6453703703705,995.2138323185245,-19807.18023379048,,,-8624.741941337454,
0.01,0.08,2962.6453703703705,-222.99005255433076,4786.419491488559,,,-8021.05997877026,
0.01,0.09,2962.6453703703705,-200.49033451068408,-17746.632778097002,,,-7829.749481245805,
0.02,0.02,2962.6453703703705,362.916527440575,-8544.651821305146,557.4821551673031,-14869.285388539734,-738.0404761808559,10647.905786274627
0.02,0.03,2962.6453703703705,476.7683278943805,55.62255136866588,,,-6693.964069290383,-82455.70510938451
0.02,0.04,2962.6453703703705,1993.38990638624,-9607.39071052376,,,-7469.142171258704,-98644.3618233731
0.02,0.05,2962.6453703703705,-1623.6074900576177,495.30801609224,,,-9087.18060934329,-89924.62617866992
0.02,0.06,2962.6453703703705,1560.460307108944,-2520.7919771791057,,,-7621.509460100645,
0.02,0.07,2962.6453703703705,-3508.7682354930575,-9068.945950633584,,,-10732.586955199302,
0.02,0.08,2962.6453703703705,-2278.57635008358,2175.672758644985,,,-9592.017215964925,
0.02,0.09,2962.6453703703705,1387.146598017498,-10308.200193874785,,,-8115.727757682473,
0.03,0.03,2962.6453703703705,2226.470373008565,620.7970824071526,1027.8842393019986,2843.5639864515397,-673.8623611676358,-9331.682769443374
0.03,0.04,2962.6453703703705,1793.3292940059791,-10817.44972952528,,,-6015.541497848731,-76585.76331453524
0.03,0.05,2962.6453703703705,870.8583138307749,-20694.030235115817,,,-7002.138263396097,-97317.00056300317
0.03,0.06,2962.6453703703705,-1193.9325589635691,-9483.789802541753,,,-8333.174394911246,-100063.50422782722
0.03,0.07,2962.6453703703705,-656.1323134225822,-12916.599314786261,,,-9351.365486152003,-96918.29441267953
0.03,0.08,2962.6453703703705,2283.695479587853,-19989.248931401264,,,-6585.62795892879,-94634.72083890151
0.03,0.09,2962.6453703703705,700.2254573667815,18864.315962483946,,,-7571.450943825041,
0.04,0.04,2962.6453703703705,-1348.4140092755115,-34976.81370859823,581.4384836281306,-2571.5699964933883,1715.8000551665682,-14126.756553758576
0.04,0.05,2962.6453703703705,3626.5003884958433,-12732.540194253437,,,-4307.55653304057,-77682.52494309966
0.04,0.06,2962.6453703703705,-592.8548318136836,4796.7379964732245,,,-8241.359677249364,-79344.50978437574
0.04,0.07,2962.6453703703705,-309.8146811485349,-4067.9484828147397,,,-6783.329295115912,-92848.76123833418
0.04,0.08,2962.6453703703705,89.84560003461411,-5663.830273500513,,,-6186.708724524458,-92787.77516401726
0.04,0.09,2962.6453703703705,-545.5128807264045,-7723.501949580852,,,-7740.945815232488,-97556.09105308543
0.05,0.05,2962.6453703703705,-427.6133330128705,-17540.642146891973,272.7013467629722,-3116.016195092787,577.5908430331874,-3051.30099741515
0.05,0.06,2962.6453703703705,976.4891954524483,-13027.600638566146,-153533.06406191445,-2185979.9426444336,-6185.743361012516,-71453.52345019244
0.05,0.07,2962.6453703703705,-2578.8396474533465,-24967.48000468062,,,-8362.250815308882,-99105.5685083956
0.05,0.08,2962.6453703703705,3280.5558667004307,-15965.96779954336,,,-5669.056573202138,-99152.51113659829
0.05,0.09,2962.6453703703705,-2651.4314481485835,-27486.692020128714,,,-9461.65326733493,-110461.28435535739
0.06,0.06,2962.6453703703705,315.857014508907,-14705.56089279172,-171.69722967922644,-6191.910990282369,1144.8063246566708,-561.7841362983891
0.06,0.07,2962.6453703703705,-594.7844141833557,-12932.581180617373,-76167.30239105571,-746064.1663411125,-6068.992588140966,-70479.22442638577
0.06,0.08,2962.6453703703705,-2167.2712901985396,8218.50411464076,,,-8110.454157751925,-66478.46460197374
0.06,0.09,2962.6453703703705,-978.1810060327007,-9182.383473464957,,,-6746.755881868576,-89041.94834232944
0.07,0.07,2962.6453703703705,-1179.3606667891445,-7412.429042359814,-378.14021052595945,-8494.654188817483,-436.91700728694923,15272.269104455932
0.07,0.08,2962.6453703703705,-1254.0203609028113,-5858.567917567343,-38347.69584914356,-366236.6176584259,-4660.756484076485,-62639.13505754314
0.07,0.09,2962.6453703703705,-1913.6368723481246,-939.6142892932112,,,-7703.157492965326,-77941.33586372258
0.08,0.08,2962.6453703703705,-2599.2882325447154,-7321.969278877601,-3983.1485889579035,3453.7927788185625,-989.9087490590464,21268.86166219
0.08,0.09,2962.6453703703705,-4050.142800624242,-24881.16821203017,-19066.06416846707,-255285.86821250763,-6869.6729654392075,-69399.20759077328
0.09,0.09,2962.6453703703705,-2409.8669218809637,-19639.755407895602,-1513.374450649594,10908.554034844768,519.1451815595301,-10426.509578024576
0.11,0.11,2962.6453703703705,-2515.3983824574725,-18198.479560579435,65.42472156075473,-15261.628902493409,-168.22404290731538,15815.14265333816
0.12,0.12,2962.6453703703705,-3246.1558129896093,-12403.419840892384,-247.06356000395044,7571.352910486938,-272.44576770499043,19478.797468907054
0.13,0.13,2962.6453703703705,-3470.9794575879523,-26603.9043028882,-2660.390872703355,21493.609875768627,-903.8647169081341,1544.3674300379935
0.14,0.14,2962.6453703703705,-3501.4244386322516,-16545.000998359872,-1529.246991913964,-17058.19694087353,-4167.703184187752,30514.256415878554
0.15,0.15,2962.6453703703705,-4323.912860349978,-32861.667807575315,-2965.5531712662105,-6172.830095523823,-656.6655838745883,8254.198650465187
0.16,0.16,2962.6453703703705,-4017.546564132608,-50511.72008608865,777.6652026995398,-15893.962711985965,-1553.6891695815866,-19934.19738330778
0.17,0.17,2962.6453703703705,-5832.929987040868,-41418.13383175743,-1776.779521592537,15939.568730685496,-1161.8004134218627,-17251.13748936815
0.18,0.18,2962.6453703703705,-3845.349729175834,-21170.179305086378,1231.0661934215796,2926.8249705142225,-101.01427405049071,4636.889434861325
0.19,0.19,2962.6453703703705,-5137.621616357255,-47768.197658594654,-1102.9799709460203,11330.460150603016,-779.191499857172,-18925.99959824905
0.21,0.21,2962.6453703703705,-6911.495370160282,-53136.61336043358,-2043.982504785853,-3.92538780484756,-4912.623792993902,-6412.169095004763
0.22,0.22,2962.6453703703705,-5549.077272123095,-39725.695246509684,-2047.9825833070645,-7298.942664476766,2151.6998386947052,18031.155098255782
0.23,0.23,2962.6453703703705,-3369.7697695180896,-53035.255651915475,-1053.8327195390766,-4191.244618450568,1283.5400784667836,3355.0771667042573
0.24,0.24,2962.6453703703705,-5923.748506960718,-79108.85541757563,39.35536799214515,-15426.89249781752,-2981.889748944597,-14075.017280450615
0.25,0.25,2962.6453703703705,-8505.669928711077,-78362.15448556718,1813.271087835872,-566.867905679479,-4244.660483977845,-18656.584723196895
0.26,0.26,2962.6453703703705,-3133.0973397932976,-82977.34080291496,1527.3798825862796,-5883.99410581401,-1068.7403686138696,-40020.43687475633
0.27,0.27,2962.6453703703705,-5023.232175821677,-91528.27014652205,1430.0642642643952,-24549.6070112624,6803.118705195127,-12306.130119189533
0.28,0.28,2962.6453703703705,-7916.895073681265,-69465.63203909027,-192.44949573042777,1575.5218184919358,-2700.7906001233387,-807.4221907390747
0.29,0.29,2962.6453703703705,-4421.93910183039,-86557.54211575797,-2326.784831914907,-3479.5401256300975,-414.0996176470144,-22963.729392039095
0.31,0.31,2962.6453703703705,-8134.243583024588,-122504.58598498176,224.74645058658734,-7618.36075780807,-1602.5267610048177,-33128.40957337571
0.32,0.32,2962.6453703703705,-11274.626622465452,-109467.45694842825,-2489.9598933770067,179.46755663483054,-4186.667982635343,-29955.06098397757
0.33,0.33,2962.6453703703705,-12644.167965074375,-140329.86528939212,-2753.2926986841894,-15669.980504031832,-4469.369624968967,-24024.85597268335
0.34,0.34,2962.6453703703705,-7189.372471536995,-107301.52820767886,1577.5849526915717,-2871.927789008929,1237.2973920928816,31615.041639223433
0.35,0.35,2962.6453703703705,-10579.659901578967,-110804.25294972956,946.2610256759199,6416.6158136205195,-2141.353408998879,11226.137653162936
0.36,0.36,2962.6453703703705,-14328.356104063641,-121856.7018458405,-3370.1190024528396,15371.126884659709,-6042.505539091097,-16565.2683828648
0.37,0.37,2962.6453703703705,-10515.09328697451,-135366.73709457822,348.13269945387947,-15418.245267296981,493.01187184938317,4629.082582310337
0.38,0.38,2962.6453703703705,-16039.362611276,-117729.30036883915,-1640.4625121089257,-5624.980140294443,-1973.4780186114804,21334.150130192575
0.39,0.39,2962.6453703703705,-15122.945950647345,-145984.4628191283,-2068.8413466958427,-11631.342034775778,-6777.902164421719,-26499.721449655917
0.41,0.41,2962.6453703703705,-20119.460192633156,-140577.98301146607,-2625.121032690564,-5222.729677941519,-8108.432661827308,2371.2521197587776
0.42,0.42,2962.6453703703705,-17112.953750464178,-154248.87849510706,-2088.6754335374717,5893.782618518133,-1963.932616626851,-18675.108341642597
0.43,0.43,2962.6453703703705,-16795.796014479507,-209343.77843110252,-224.87365996420885,-12831.435279604426,-5386.067348635534,6272.672929709195
0.44,0.44,2962.6453703703705,-18456.77316522854,-231169.83912188266,-1810.17372848811,-25652.11795809178,44.176559984498454,-41093.278484311246
0.45,0.45,2962.6453703703705,-23190.57850752638,-205235.8626260027,-3177.337496673241,-14088.47801664508,-7112.452133922376,-40704.2240779234
0.46,0.46,2962.6453703703705,-19261.948521454557,-226378.28513127123,518.741269973385,-36634.646141285964,-3825.095864837989,-7482.828200246324
0.47,0.47,2962.6453703703705,-20989.477785077914,-267874.2807034304,-790.0570514556839,-18491.488356293485,-1810.328128277044,-39736.143753146986
0.48,0.48,2962.6453703703705,-25717.346386818754,-214536.20388919965,-1602.7816029956539,10342.739225738449,141.30273819212744,11937.784390711924
0.49,0.49,2962.6453703703705,-30528.696259928663,-258025.0195443856,-2417.6255607647226,-13655.320773338666,-11303.385106435333,-28611.8401825701
0.51,0.51,2962.6453703703705,-26919.039657052734,-283721.2038621068,-3232.1722788332254,-19561.124609026505,-3650.828154278959,-15407.913658997684
0.52,0.52,2962.6453703703705,-24767.80920875046,-326533.04771052627,-4626.641812766297,-1925.205166886415,-3378.2281652863057,-27231.967941147333
0.53,0.53,2962.6453703703705,-26871.31352926205,-336833.53273432655,-4432.637791237405,-20824.04753084274,-4188.196450445896,-26305.622160527448
0.54,0.54,2962.6453703703705,-31838.552896894136,-352202.9091726972,-1817.4531558162398,-11825.97002576702,-9663.400452220616,-121658.17527170404
0.55,0.55,2962.6453703703705,-33186.557760280455,-420093.72442561947,-1846.2921203626101,-7782.528144727112,-7930.7471016079,-98835.20035066048
0.56,0.56,2962.6453703703705,-31938.571909769635,-442286.34271884395,-6012.337557763407,-15722.908264800993,-2779.7446861130156,-94134.31076743937
0.57,0.57,2962.6453703703705,-29716.719632471162,-417948.186935944,144.3719999756995,5404.690635426508,-1017.3775153392853,-41773.80745177413
0.58,0.58,2962.6453703703705,-30349.579630753222,-450378.8050201045,-4581.434985850629,-40088.167269600424,-4340.687954812747,-56096.10340998403
0.59,0.59,2962.6453703703705,-37660.67905692841,-534923.1429863637,-6743.158762204855,-9926.238116675624,6685.41282474059,-165805.11328807217
0.61,0.61,2962.6453703703705,-44725.974753128074,-674098.5368951114,-7013.61280030272,-38476.77056710396,-4186.2957295320375,-275894.29743382754
0.62,0.62,2962.6453703703705,-37029.49558410528,-535635.2515603913,-4062.7686865721607,-14348.786149629479,2200.1502930070274,-60712.52836266311
0.63,0.63,2962.6453703703705,-59928.41542255962,-578865.8492387934,2567.571026656202,-38022.85444610451,-5254.901900043187,-69508.4078087433
0.64,0.64,2962.6453703703705,-47376.95673005963,-579622.6675854481,-4575.727852438136,-25339.03657740813,-6541.047178711458,-11259.420956136193
0.65,0.65,2962.6453703703705,-78718.18887527942,-583787.4550077247,-8546.778409333649,-44922.555255758154,-39346.225183285766,79399.68428861035
0.66,0.66,2962.6453703703705,-70558.90062114393,-627266.7754828787,-5984.734681103212,-41154.49413037485,-16305.56920972529,-64784.66176607995
0.67,0.67,2962.6453703703705,-75055.48844598143,-957794.1080206635,-4343.938341508227,-49194.739333428835,-5045.064570794377,-90862.00298099837
0.68,0.68,2962.6453703703705,-86164.59136346298,-822337.2582081589,-3785.169954373886,-42715.7319236724,-9307.399493669116,-20620.055275912397
0.69,0.69,2962.6453703703705,-90564.18752375305,-891993.0042034877,-4551.950837252012,-28988.43024446744,-37310.15354371854,156832.4264481411
0.71,0.71,2962.6453703703705,-74125.66608190988,-1202119.345378024,-5453.827247266032,-55621.00265122356,23236.832968131755,-166106.93553400738
0.72,0.72,2962.6453703703705,-85418.14951119367,-1274194.330893975,-4332.870384345221,-47934.758437035765,-81.57490300273639,-92561.63844827958
0.73,0.73,2962.6453703703705,-122021.47862411819,-1283857.8222214682,-7980.118562977022,-41611.50742313497,-43605.76900326554,-68793.28174837958
0.74,0.74,2962.6453703703705,-92816.7912086655,-1330435.3857108983,-3519.218016451221,-56289.00467751986,-8405.791976841894,-63090.20705146878
0.75,0.75,2962.6453703703705,-108839.31903233335,-1306837.180257387,-10475.704044206055,-55805.2550723857,-19281.32894360501,-129975.39747539861
0.76,0.76,2962.6453703703705,-119556.6094860246,-1978955.148819131,-8665.244355731234,-36563.158461480736,-12401.233031243522,-604017.0272994577
0.77,0.77,2962.6453703703705,-127384.5254203646,-2140746.975651382,-5661.034102788086,-80181.98127196469,-2717.3305118268763,-563999.570108453
0.78,0.78,2962.6453703703705,-180018.29039845176,-2739753.0780626982,-7812.168552353893,-62578.29542019918,-96117.48389942947,-1145993.334368004
0.79,0.79,2962.6453703703705,-178177.90527612157,-2182203.8846005513,-6086.192941532348,-82840.95661432628,-9776.797959344694,262096.0244563711
0.81,0.81,2962.6453703703705,-267526.06666601065,-2800159.0725095025,-9504.421738989042,-108149.11057181856,-56057.0335062395,-482692.3233352294
0.82,0.82,2962.6453703703705,-245620.67559002043,-3841480.647381315,-14813.039585935398,-74346.00831728299,-69237.17017129457,-566903.1071145893
0.83,0.83,2962.6453703703705,-247732.7817321257,-4004227.014564484,-14881.73848430068,-95948.93983212658,-15316.466595630976,-535134.6348608537
0.84,0.84,2962.6453703703705,-267590.1564135593,-19584734.780928914,-15040.548109786792,-120709.08419122112,-40946.2067492434,-15662210.353915231
0.85,0.85,2962.6453703703705,-368871.60967507254,-5486829.250965648,-15015.41973858293,-119923.07246166129,-108367.10397313716,-944187.6046916945
0.86,0.86,2962.6453703703705,-385509.3755133606,-12380075.234853173,-14798.380361394178,-137435.59447855488,-72956.496200845,-5937387.245793282
0.87,0.87,2962.6453703703705,-465333.9954137151,-11215191.916241357,-17505.19316243831,-130610.47923600081,-88892.61105067033,-3400013.349448232
0.88,0.88,2962.6453703703705,-672317.4678072617,-17289412.67534154,-23401.83348467831,-128443.58049727988,-239609.42726318963,63836648.23242641
0.89,0.89,2962.6453703703705,-886049.7190051054,-42382126.41458744,-23305.61410820914,-160194.93496172846,-460019.1235708599,-18753270.078983985
0.91,0.91,2962.6453703703705,-981390.3018421597,-1817508924.7536669,-29618.711469974936,-257021.7225280659,-238496.69788432436,-1661193228.1671138
0.92,0.92,2962.6453703703705,-1524840.4435112737,-2702691218.310171,-32599.371508535678,-256370.66352593084,-462058.89385399944,-2068725154.5317056
0.93,0.93,2962.6453703703705,-1991963.239116095,-39284237772.253006,-27506.52237928939,-314813.96827470977,-488203.4947612502,66796460676026.305
0.94,0.94,2962.6453703703705,-4100017.847845999,-7070883922287.127,-55456.21432690604,-346533.21198062715,-2488234.563460646,-6989017205664.452
0.95,0.95,2962.6453703703705,-4842728.203664233,-29745424441.586155,-66188.53885352031,-418313.94749619206,-1040796.5407492816,-23106261808.21985
0.96,0.96,2962.6453703703705,-70594565.38975617,-4964865587.892243,-76409.96498010856,,-50094302.873580955,378604742162.29083
0.97,0.97,2962.6453703703705,-61467395.01006749,-28330480550.517673,-114171.74455315157,,667957118.3096865,705081360942.5219
0.98,0.98,2962.6453703703705,-142735920.37793422,-15143875179.534851,-202733.06645820296,,193915943.9667963,432622082336.10925
0.99,0.99,2962.6453703703705,-17683231729.87662,-670543177916.518,-724568.6526500352,,5035638269388.786,-609262819235.5688
