m,M,difference_laplace_error_M_minus_MoS,difference_gaussian_error_M_minus_MoS,difference_exponential_error_M_minus_MoS,difference_exponential_mechanism_error_M_minus_MoS,difference_laplace_error_M_minus_MoSChangeEpsDelta,difference_gaussian_error_M_minus_MoSChangeEpsDelta,difference_exponential_error_M_minus_MoSChangeEpsDelta,difference_exponential_mechanism_error_M_minus_MoSChangeEpsDelta,difference_laplace_error_MChangeEpsDelta_minus_MoS,difference_gaussian_error_MChangeEpsDelta_minus_MoS,difference_exponential_error_MChangeEpsDelta_minus_MoS,difference_exponential_mechanism_error_MChangeEpsDelta_minus_MoS
0.1,0.1,-0.364,-0.09000000000000002,-0.31400000000000006,-0.30800000000000005,-0.358,-0.07200000000000001,-0.31000000000000005,-0.29800000000000004,-0.364,-0.04799999999999999,-0.28800000000000003,-0.272
0.1,0.2,-0.51,-0.18800000000000006,-0.44200000000000006,-0.406,,,,,-0.528,,-0.524,-0.522
0.1,0.3,-0.582,-0.19,-0.538,-0.47200000000000003,,,,,-0.594,,-0.606,-0.5900000000000001
0.1,0.4,-0.6679999999999999,-0.29000000000000004,-0.5980000000000001,-0.558,,,,,-0.6859999999999999,,-0.6779999999999999,-0.6739999999999999
0.1,0.5,-0.6539999999999999,-0.262,-0.6340000000000001,-0.5680000000000001,,,,,-0.6659999999999999,,-0.704,-0.6859999999999999
0.1,0.6,-0.708,-0.30800000000000005,-0.652,-0.61,,,,,-0.726,,-0.732,-0.724
0.1,0.7,-0.738,-0.29400000000000004,-0.7220000000000001,-0.67,,,,,-0.75,,-0.792,-0.79
0.1,0.8,-0.792,-0.402,-0.75,-0.6839999999999999,,,,,-0.81,,-0.83,-0.798
0.1,0.9,-0.826,-0.404,-0.798,-0.73,,,,,-0.838,,-0.868,-0.85
0.2,0.2,-0.508,-0.17200000000000004,-0.466,-0.43,-0.508,-0.15800000000000003,-0.456,-0.41600000000000004,-0.498,-0.07,-0.428,-0.35200000000000004
0.2,0.3,-0.5740000000000001,-0.202,-0.554,-0.486,,,,,-0.5860000000000001,-0.39399999999999996,-0.618,-0.596
0.2,0.4,-0.6559999999999999,-0.278,-0.5840000000000001,-0.554,,,,,-0.6739999999999999,,-0.6619999999999999,-0.6679999999999999
0.2,0.5,-0.6639999999999999,-0.274,-0.6420000000000001,-0.548,,,,,-0.6759999999999999,,-0.71,-0.6659999999999999
0.2,0.6,-0.688,-0.29200000000000004,-0.65,-0.612,,,,,-0.706,,-0.732,-0.728
