m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.1,0.1,2.0,9.432016056618942e-10,0.602,,0.606,0.592
0.1,0.2,2.0,9.432016056618942e-10,0.49,,0.494,0.478
0.1,0.3,2.0,9.432016056618942e-10,0.41,,0.41,0.418
0.1,0.4,2.0,9.432016056618942e-10,0.324,,0.328,0.318
0.1,0.5,2.0,9.432016056618942e-10,0.284,,0.288,0.284
0.1,0.6,2.0,9.432016056618942e-10,0.244,,0.23,0.244
0.1,0.7,2.0,9.432016056618942e-10,0.212,,0.216,0.226
0.1,0.8,2.0,9.432016056618942e-10,0.172,,0.168,0.166
0.1,0.9,2.0,9.432016056618942e-10,0.174,,0.18,0.176
0.2,0.2,2.0,9.432016056618942e-10,0.49,,0.484,0.466
0.2,0.3,2.0,9.432016056618942e-10,0.424,,0.424,0.42
0.2,0.4,2.0,9.432016056618942e-10,0.33,,0.316,0.312
0.2,0.5,2.0,9.432016056618942e-10,0.27,,0.282,0.276
0.2,0.6,2.0,9.432016056618942e-10,0.25,,0.248,0.24
0.2,0.7,2.0,9.432016056618942e-10,0.218,,0.22,0.224
0.2,0.8,2.0,9.432016056618942e-10,0.174,,0.176,0.176
0.2,0.9,2.0,9.432016056618942e-10,0.174,,0.164,0.178
0.3,0.3,2.0,9.432016056618942e-10,0.398,,0.396,0.38
0.3,0.4,2.0,9.432016056618942e-10,0.3,,0.302,0.298
0.3,0.5,2.0,9.432016056618942e-10,0.284,,0.282,0.266
0.3,0.6,2.0,9.432016056618942e-10,0.236,,0.228,0.244
0.3,0.7,2.0,9.432016056618942e-10,0.206,,0.21,0.212
0.3,0.8,2.0,9.432016056618942e-10,0.164,,0.156,0.158
0.3,0.9,2.0,9.432016056618942e-10,0.164,,0.148,0.18
0.4,0.4,2.0,9.432016056618942e-10,0.31,,0.302,0.324
0.4,0.5,2.0,9.432016056618942e-10,0.278,,0.266,0.262
0.4,0.6,2.0,9.432016056618942e-10,0.24,,0.232,0.222
0.4,0.7,2.0,9.432016056618942e-10,0.202,,0.2,0.196
0.4,0.8,2.0,9.432016056618942e-10,0.156,,0.166,0.16
0.4,0.9,2.0,9.432016056618942e-10,0.154,,0.15,0.172
0.5,0.5,2.0,9.432016056618942e-10,0.284,,0.262,0.274
0.5,0.6,2.0,9.432016056618942e-10,0.22,,0.23,0.23
0.5,0.7,2.0,9.432016056618942e-10,0.194,,0.204,0.206
0.5,0.8,2.0,9.432016056618942e-10,0.168,,0.174,0.172
0.5,0.9,2.0,9.432016056618942e-10,0.154,,0.164,0.168
0.6,0.6,2.0,9.432016056618942e-10,0.208,,0.21,0.23
0.6,0.7,2.0,9.432016056618942e-10,0.18,,0.19,0.202
0.6,0.8,2.0,9.432016056618942e-10,0.174,,0.164,0.154
0.6,0.9,2.0,9.432016056618942e-10,0.16,,0.15,0.166
0.7,0.7,2.0,9.432016056618942e-10,0.19,,0.186,0.194
0.7,0.8,2.0,9.432016056618942e-10,0.15,,0.148,0.138
0.7,0.9,2.0,9.432016056618942e-10,0.138,,0.136,0.154
0.8,0.8,2.0,9.432016056618942e-10,0.166,,0.168,0.164
0.8,0.9,2.0,9.432016056618942e-10,0.144,,0.144,0.138
0.9,0.9,2.0,9.432016056618942e-10,0.144,,0.122,0.12
0.01,0.01,2.0,9.432016056618942e-10,0.988,,0.984,0.978
0.01,0.02,2.0,9.432016056618942e-10,0.928,,0.938,0.928
0.01,0.03,2.0,9.432016056618942e-10,0.882,,0.892,0.868
0.01,0.04,2.0,9.432016056618942e-10,0.842,,0.836,0.822
0.01,0.05,2.0,9.432016056618942e-10,0.794,,0.794,0.776
0.01,0.06,2.0,9.432016056618942e-10,0.782,,0.796,0.784
0.01,0.07,2.0,9.432016056618942e-10,0.738,,0.74,0.742
0.01,0.08,2.0,9.432016056618942e-10,0.718,,0.716,0.726
0.01,0.09,2.0,9.432016056618942e-10,0.666,,0.668,0.664
0.02,0.02,2.0,9.432016056618942e-10,0.934,,0.942,0.94
0.02,0.03,2.0,9.432016056618942e-10,0.886,,0.892,0.866
0.02,0.04,2.0,9.432016056618942e-10,0.856,,0.85,0.832
0.02,0.05,2.0,9.432016056618942e-10,0.806,,0.798,0.784
0.02,0.06,2.0,9.432016056618942e-10,0.798,,0.79,0.782
