m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.1,0.1,0.75,9.432016056618942e-10,0.998,0.678,0.99,0.964
0.1,0.2,0.75,9.432016056618942e-10,0.996,0.7,0.992,0.97
0.1,0.3,0.75,9.432016056618942e-10,0.998,0.676,0.99,0.964
0.1,0.4,0.75,9.432016056618942e-10,0.996,0.702,0.992,0.97
0.1,0.5,0.75,9.432016056618942e-10,0.998,0.676,0.99,0.964
0.1,0.6,0.75,9.432016056618942e-10,0.996,0.702,0.992,0.97
0.1,0.7,0.75,9.432016056618942e-10,0.998,0.676,0.99,0.964
0.1,0.8,0.75,9.432016056618942e-10,0.996,0.7,0.992,0.97
0.1,0.9,0.75,9.432016056618942e-10,0.998,0.678,0.99,0.964
0.2,0.2,0.75,9.432016056618942e-10,0.996,0.7,0.992,0.97
0.2,0.3,0.75,9.432016056618942e-10,0.998,0.676,0.99,0.964
0.2,0.4,0.75,9.432016056618942e-10,0.996,0.7,0.992,0.97
0.2,0.5,0.75,9.432016056618942e-10,0.998,0.68,0.99,0.964
0.2,0.6,0.75,9.432016056618942e-10,0.996,0.696,0.992,0.97
0.2,0.7,0.75,9.432016056618942e-10,0.998,0.68,0.99,0.964
0.2,0.8,0.75,9.432016056618942e-10,0.996,0.696,0.992,0.97
0.2,0.9,0.75,9.432016056618942e-10,0.998,0.682,0.99,0.964
0.3,0.3,0.75,9.432016056618942e-10,0.996,0.694,0.992,0.97
0.3,0.4,0.75,9.432016056618942e-10,0.998,0.684,0.99,0.964
0.3,0.5,0.75,9.432016056618942e-10,0.996,0.694,0.992,0.97
0.3,0.6,0.75,9.432016056618942e-10,0.998,0.682,0.99,0.964
0.3,0.7,0.75,9.432016056618942e-10,0.996,0.696,0.992,0.97
0.3,0.8,0.75,9.432016056618942e-10,0.998,0.68,0.99,0.964
0.3,0.9,0.75,9.432016056618942e-10,0.996,0.696,0.992,0.97
0.4,0.4,0.75,9.432016056618942e-10,0.998,0.68,0.99,0.964
0.4,0.5,0.75,9.432016056618942e-10,0.996,0.696,0.992,0.97
0.4,0.6,0.75,9.432016056618942e-10,0.998,0.684,0.99,0.964
0.4,0.7,0.75,9.432016056618942e-10,0.996,0.694,0.992,0.97
0.4,0.8,0.75,9.432016056618942e-10,0.998,0.682,0.99,0.966
0.4,0.9,0.75,9.432016056618942e-10,0.996,0.694,0.992,0.968
0.5,0.5,0.75,9.432016056618942e-10,0.998,0.682,0.99,0.966
0.5,0.6,0.75,9.432016056618942e-10,0.996,0.694,0.992,0.968
0.5,0.7,0.75,9.432016056618942e-10,0.998,0.682,0.99,0.966
0.5,0.8,0.75,9.432016056618942e-10,0.996,0.696,0.992,0.968
0.5,0.9,0.75,9.432016056618942e-10,0.998,0.682,0.992,0.966
0.6,0.6,0.75,9.432016056618942e-10,0.996,0.694,0.99,0.968
0.6,0.7,0.75,9.432016056618942e-10,0.998,0.682,0.992,0.966
0.6,0.8,0.75,9.432016056618942e-10,0.996,0.694,0.99,0.97
0.6,0.9,0.75,9.432016056618942e-10,0.998,0.686,0.994,0.964
0.7,0.7,0.75,9.432016056618942e-10,0.996,0.692,0.988,0.97
0.7,0.8,0.75,9.432016056618942e-10,0.998,0.684,0.994,0.964
0.7,0.9,0.75,9.432016056618942e-10,0.996,0.696,0.988,0.97
0.8,0.8,0.75,9.432016056618942e-10,0.998,0.69,0.988,0.964
0.8,0.9,0.75,9.432016056618942e-10,0.996,0.692,0.97,0.978
0.9,0.9,0.75,9.432016056618942e-10,0.998,0.678,0.976,0.968
0.01,0.01,0.75,9.432016056618942e-10,0.996,0.692,0.97,0.978
0.01,0.02,0.75,9.432016056618942e-10,0.998,0.678,0.976,0.97
0.01,0.03,0.75,9.432016056618942e-10,0.996,0.692,0.97,0.976
0.01,0.04,0.75,9.432016056618942e-10,0.998,0.68,0.976,0.97
0.01,0.05,0.75,9.432016056618942e-10,0.996,0.69,0.97,0.976
0.01,0.06,0.75,9.432016056618942e-10,0.998,0.682,0.976,0.972
0.01,0.07,0.75,9.432016056618942e-10,0.996,0.688,0.97,0.974
0.01,0.08,0.75,9.432016056618942e-10,0.998,0.684,0.976,0.972
0.01,0.09,0.75,9.432016056618942e-10,0.996,0.686,0.97,0.974
0.02,0.02,0.75,9.432016056618942e-10,0.998,0.688,0.976,0.972
0.02,0.03,0.75,9.432016056618942e-10,0.996,0.682,0.97,0.974
0.02,0.04,0.75,9.432016056618942e-10,0.998,0.688,0.978,0.974
0.02,0.05,0.75,9.432016056618942e-10,0.996,0.684,0.968,0.972
0.02,0.06,0.75,9.432016056618942e-10,0.998,0.686,0.978,0.974
0.02,0.07,0.75,9.432016056618942e-10,0.996,0.684,0.968,0.972
0.02,0.08,0.75,9.432016056618942e-10,0.998,0.686,0.978,0.974
0.02,0.09,0.75,9.432016056618942e-10,0.996,0.686,0.968,0.972
0.03,0.03,0.75,9.432016056618942e-10,0.998,0.684,0.978,0.974
0.03,0.04,0.75,9.432016056618942e-10,0.996,0.686,0.968,0.972
0.03,0.05,0.75,9.432016056618942e-10,0.998,0.684,0.978,0.974
0.03,0.06,0.75,9.432016056618942e-10,0.996,0.688,0.968,0.972
0.03,0.07,0.75,9.432016056618942e-10,0.998,0.682,0.978,0.974
0.03,0.08,0.75,9.432016056618942e-10,0.996,0.688,0.968,0.972
0.03,0.09,0.75,9.432016056618942e-10,0.998,0.684,0.978,0.974
0.04,0.04,0.75,9.432016056618942e-10,0.996,0.688,0.968,0.972
0.04,0.05,0.75,9.432016056618942e-10,0.998,0.682,0.978,0.974
0.04,0.06,0.75,9.432016056618942e-10,0.996,0.688,0.968,0.972
0.04,0.07,0.75,9.432016056618942e-10,0.998,0.684,0.978,0.974
0.04,0.08,0.75,9.432016056618942e-10,0.996,0.686,0.968,0.972
0.04,0.09,0.75,9.432016056618942e-10,0.998,0.684,0.978,0.974
0.05,0.05,0.75,9.432016056618942e-10,0.996,0.686,0.968,0.972
0.05,0.06,0.75,9.432016056618942e-10,0.998,0.684,0.978,0.974
0.05,0.07,0.75,9.432016056618942e-10,0.996,0.686,0.968,0.972
0.05,0.08,0.75,9.432016056618942e-10,0.998,0.684,0.978,0.974
0.05,0.09,0.75,9.432016056618942e-10,0.996,0.69,0.97,0.972
0.06,0.06,0.75,9.432016056618942e-10,0.998,0.684,0.976,0.974
0.06,0.07,0.75,9.432016056618942e-10,0.996,0.686,0.97,0.972
0.06,0.08,0.75,9.432016056618942e-10,0.998,0.684,0.976,0.974
0.06,0.09,0.75,9.432016056618942e-10,0.996,0.686,0.97,0.972
0.07,0.07,0.75,9.432016056618942e-10,0.998,0.688,0.976,0.974
0.07,0.08,0.75,9.432016056618942e-10,0.998,0.688,0.974,0.966
0.07,0.09,0.75,9.432016056618942e-10,1.0,0.684,0.974,0.96
0.08,0.08,0.75,9.432016056618942e-10,1.0,0.676,0.978,0.962
0.08,0.09,0.75,9.432016056618942e-10,1.0,0.682,0.974,0.96
0.09,0.09,0.75,9.432016056618942e-10,1.0,0.678,0.978,0.962
0.11,0.11,0.75,9.432016056618942e-10,1.0,0.682,0.974,0.96
0.12,0.12,0.75,9.432016056618942e-10,1.0,0.678,0.978,0.962
0.13,0.13,0.75,9.432016056618942e-10,1.0,0.682,0.974,0.962
0.14,0.14,0.75,9.432016056618942e-10,1.0,0.676,0.978,0.96
0.15,0.15,0.75,9.432016056618942e-10,1.0,0.684,0.974,0.962
0.16,0.16,0.75,9.432016056618942e-10,1.0,0.676,0.978,0.96
0.17,0.17,0.75,9.432016056618942e-10,1.0,0.682,0.976,0.964
0.18,0.18,0.75,9.432016056618942e-10,1.0,0.678,0.976,0.958
0.19,0.19,0.75,9.432016056618942e-10,1.0,0.68,0.976,0.964
0.21,0.21,0.75,9.432016056618942e-10,1.0,0.68,0.976,0.958
0.22,0.22,0.75,9.432016056618942e-10,1.0,0.68,0.976,0.964
0.23,0.23,0.75,9.432016056618942e-10,1.0,0.678,0.976,0.958
0.24,0.24,0.75,9.432016056618942e-10,1.0,0.68,0.976,0.964
0.25,0.25,0.75,9.432016056618942e-10,1.0,0.678,0.976,0.958
0.26,0.26,0.75,9.432016056618942e-10,1.0,0.682,0.976,0.964
0.27,0.27,0.75,9.432016056618942e-10,1.0,0.678,0.976,0.958
0.28,0.28,0.75,9.432016056618942e-10,1.0,0.682,0.978,0.964
0.29,0.29,0.75,9.432016056618942e-10,1.0,0.676,0.974,0.958
0.31,0.31,0.75,9.432016056618942e-10,1.0,0.684,0.978,0.964
0.32,0.32,0.75,9.432016056618942e-10,1.0,0.674,0.974,0.958
0.33,0.33,0.75,9.432016056618942e-10,1.0,0.684,0.978,0.964
0.34,0.34,0.75,9.432016056618942e-10,1.0,0.676,0.974,0.958
0.35,0.35,0.75,9.432016056618942e-10,1.0,0.682,0.978,0.964
0.36,0.36,0.75,9.432016056618942e-10,1.0,0.678,0.974,0.958
0.37,0.37,0.75,9.432016056618942e-10,1.0,0.682,0.978,0.966
0.38,0.38,0.75,9.432016056618942e-10,1.0,0.678,0.974,0.956
0.39,0.39,0.75,9.432016056618942e-10,1.0,0.682,0.978,0.968
0.41,0.41,0.75,9.432016056618942e-10,1.0,0.678,0.974,0.954
0.42,0.42,0.75,9.432016056618942e-10,1.0,0.68,0.978,0.97
0.43,0.43,0.75,9.432016056618942e-10,1.0,0.682,0.974,0.952
0.44,0.44,0.75,9.432016056618942e-10,1.0,0.678,0.978,0.97
0.45,0.45,0.75,9.432016056618942e-10,1.0,0.682,0.974,0.952
0.46,0.46,0.75,9.432016056618942e-10,1.0,0.678,0.978,0.97
0.47,0.47,0.75,9.432016056618942e-10,1.0,0.68,0.974,0.952
0.48,0.48,0.75,9.432016056618942e-10,1.0,0.68,0.978,0.97
0.49,0.49,0.75,9.432016056618942e-10,1.0,0.678,0.974,0.952
0.51,0.51,0.75,9.432016056618942e-10,1.0,0.68,0.978,0.97
0.52,0.52,0.75,9.432016056618942e-10,0.998,0.694,0.98,0.964
0.53,0.53,0.75,9.432016056618942e-10,0.998,0.668,0.972,0.952
0.54,0.54,0.75,9.432016056618942e-10,0.996,0.684,0.98,0.964
0.55,0.55,0.75,9.432016056618942e-10,0.998,0.67,0.972,0.952
0.56,0.56,0.75,9.432016056618942e-10,0.996,0.682,0.98,0.964
0.57,0.57,0.75,9.432016056618942e-10,0.998,0.67,0.972,0.952
0.58,0.58,0.75,9.432016056618942e-10,0.996,0.684,0.98,0.964
0.59,0.59,0.75,9.432016056618942e-10,0.998,0.67,0.972,0.952
0.61,0.61,0.75,9.432016056618942e-10,0.996,0.684,0.98,0.964
0.62,0.62,0.75,9.432016056618942e-10,0.998,0.668,0.972,0.952
0.63,0.63,0.75,9.432016056618942e-10,0.996,0.686,0.98,0.964
0.64,0.64,0.75,9.432016056618942e-10,0.998,0.666,0.972,0.952
0.65,0.65,0.75,9.432016056618942e-10,0.996,0.688,0.98,0.964
0.66,0.66,0.75,9.432016056618942e-10,0.998,0.666,0.972,0.952
0.67,0.67,0.75,9.432016056618942e-10,0.996,0.686,0.98,0.964
0.68,0.68,0.75,9.432016056618942e-10,0.998,0.666,0.972,0.952
0.69,0.69,0.75,9.432016056618942e-10,0.996,0.688,0.982,0.964
0.71,0.71,0.75,9.432016056618942e-10,1.0,0.666,0.97,0.954
0.72,0.72,0.75,9.432016056618942e-10,0.996,0.69,0.982,0.964
0.73,0.73,0.75,9.432016056618942e-10,0.998,0.664,0.972,0.954
0.74,0.74,0.75,9.432016056618942e-10,0.996,0.69,0.98,0.962
0.75,0.75,0.75,9.432016056618942e-10,0.998,0.662,0.972,0.954
0.76,0.76,0.75,9.432016056618942e-10,0.996,0.69,0.98,0.962
0.77,0.77,0.75,9.432016056618942e-10,0.998,0.662,0.972,0.954
0.78,0.78,0.75,9.432016056618942e-10,0.996,0.694,0.98,0.962
0.79,0.79,0.75,9.432016056618942e-10,0.998,0.66,0.972,0.954
0.81,0.81,0.75,9.432016056618942e-10,0.996,0.694,0.98,0.962
0.82,0.82,0.75,9.432016056618942e-10,0.998,0.66,0.972,0.954
0.83,0.83,0.75,9.432016056618942e-10,0.996,0.692,0.98,0.962
0.84,0.84,0.75,9.432016056618942e-10,0.998,0.66,0.972,0.954
0.85,0.85,0.75,9.432016056618942e-10,0.996,0.692,0.98,0.962
0.86,0.86,0.75,9.432016056618942e-10,0.998,0.662,0.972,0.954
0.87,0.87,0.75,9.432016056618942e-10,0.996,0.694,0.98,0.962
0.88,0.88,0.75,9.432016056618942e-10,0.998,0.658,0.972,0.954
0.89,0.89,0.75,9.432016056618942e-10,0.996,0.694,0.98,0.964
0.91,0.91,0.75,9.432016056618942e-10,0.998,0.66,0.972,0.952
0.92,0.92,0.75,9.432016056618942e-10,0.996,0.692,0.98,0.964
0.93,0.93,0.75,9.432016056618942e-10,0.998,0.66,0.972,0.952
0.94,0.94,0.75,9.432016056618942e-10,0.996,0.694,0.98,0.964
0.95,0.95,0.75,9.432016056618942e-10,0.998,0.658,0.972,0.952
0.96,0.96,0.75,9.432016056618942e-10,0.996,0.694,0.98,0.964
0.97,0.97,0.75,9.432016056618942e-10,0.998,0.658,0.972,0.952
0.98,0.98,0.75,9.432016056618942e-10,1.0,0.634,0.986,0.98
0.99,0.99,0.75,9.432016056618942e-10,1.0,0.654,0.978,0.984
