m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.1,0.1,0.8069717828662295,1.0480017840687711e-09,0.644,0.53,0.638,0.614
0.1,0.2,,1.0480017840687711e-09,,,,
0.1,0.3,,1.0480017840687711e-09,,,,
0.1,0.4,,1.0480017840687711e-09,,,,
0.1,0.5,,1.0480017840687711e-09,,,,
0.1,0.6,,1.0480017840687711e-09,,,,
0.1,0.7,,1.0480017840687711e-09,,,,
0.1,0.8,,1.0480017840687711e-09,,,,
0.1,0.9,,1.0480017840687711e-09,,,,
0.2,0.2,0.8739050240436923,1.1790020070773678e-09,0.482,0.44,0.476,0.48
0.2,0.3,0.34057138791833685,1.1790020070773678e-09,0.406,0.306,0.354,0.372
0.2,0.4,,1.1790020070773678e-09,,,,
0.2,0.5,,1.1790020070773678e-09,,,,
0.2,0.6,,1.1790020070773678e-09,,,,
0.2,0.7,,1.1790020070773678e-09,,,,
0.2,0.8,,1.1790020070773678e-09,,,,
0.2,0.9,,1.1790020070773678e-09,,,,
0.3,0.3,0.9538617424956807,1.3474308652312782e-09,0.414,0.368,0.402,0.41
0.3,0.4,0.6213797386317867,1.3474308652312782e-09,0.35,0.292,0.338,0.356
0.3,0.5,0.16025324151645817,1.3474308652312782e-09,0.258,0.146,0.194,0.168
0.3,0.6,,1.3474308652312782e-09,,,,
0.3,0.7,,1.3474308652312782e-09,,,,
0.3,0.8,,1.3474308652312782e-09,,,,
0.3,0.9,,1.3474308652312782e-09,,,,
0.4,0.4,1.051404215356737,1.572002676103157e-09,0.31,,0.31,0.316
0.4,0.5,0.8305754872671981,1.572002676103157e-09,0.306,0.286,0.296,0.324
0.4,0.6,0.5266041229989408,1.572002676103157e-09,0.31,0.248,0.286,0.292
0.4,0.7,,1.572002676103157e-09,,,,
0.4,0.8,,1.572002676103157e-09,,,,
0.4,0.9,,1.572002676103157e-09,,,,
0.5,0.5,1.1737197714286778,1.8864032113237885e-09,0.274,,0.266,0.278
0.5,0.6,1.0087843406163954,1.8864032113237885e-09,0.218,,0.218,0.224
0.5,0.7,0.7193207640249707,1.8864032113237885e-09,0.234,0.242,0.212,0.212
0.5,0.8,,1.8864032113237885e-09,,,,
0.5,0.9,,1.8864032113237885e-09,,,,
0.6,0.6,1.3330254431915556,2.3580040141547357e-09,0.244,,0.248,0.26
0.6,0.7,1.1673812931642664,2.3580040141547357e-09,0.178,,0.188,0.196
0.6,0.8,0.6583579414695853,2.3580040141547357e-09,0.178,0.148,0.156,0.184
0.6,0.9,,2.3580040141547357e-09,,,,
0.7,0.7,1.5525147767583147,3.144005352206314e-09,0.2,,0.204,0.204
0.7,0.8,1.2795120173702066,3.144005352206314e-09,0.148,,0.142,0.146
0.7,0.9,,3.144005352206314e-09,,,,
0.8,0.8,1.8847943478092724,4.716008028309472e-09,0.17,,0.176,0.182
0.8,0.9,1.0624677946354186,4.716008028309472e-09,0.14,,0.136,0.144
0.9,0.9,2.4989739206499495,9.432016056618944e-09,0.14,,0.142,0.136
0.01,0.01,0.7553154785600693,9.527288946079735e-10,0.966,0.654,0.954,0.932
0.01,0.02,,9.527288946079735e-10,,,,
0.01,0.03,,9.527288946079735e-10,,,,
0.01,0.04,,9.527288946079735e-10,,,,
0.01,0.05,,9.527288946079735e-10,,,,
0.01,0.06,,9.527288946079735e-10,,,,
0.01,0.07,,9.527288946079735e-10,,,,
0.01,0.08,,9.527288946079735e-10,,,,
0.01,0.09,,9.527288946079735e-10,,,,
0.02,0.02,0.7607104671594171,9.624506180223408e-10,0.912,0.662,0.888,0.86
0.02,0.03,0.25681791613502863,9.624506180223408e-10,0.752,0.364,0.618,0.544
0.02,0.04,,9.624506180223408e-10,,,,
0.02,0.05,,9.624506180223408e-10,,,,
0.02,0.06,,9.624506180223408e-10,,,,
0.02,0.07,,9.624506180223408e-10,,,,
0.02,0.08,,9.624506180223408e-10,,,,
0.02,0.09,,9.624506180223408e-10,,,,
0.03,0.03,0.7661868435398466,9.723727893421588e-10,0.866,0.642,0.848,0.816
0.03,0.04,0.43076511872452083,9.723727893421588e-10,0.802,0.446,0.756,0.716
0.03,0.05,0.08753269075110771,9.723727893421588e-10,0.422,0.124,0.216,0.22
0.03,0.06,,9.723727893421588e-10,,,,
0.03,0.07,,9.723727893421588e-10,,,,
0.03,0.08,,9.723727893421588e-10,,,,
0.03,0.09,,9.723727893421588e-10,,,,
0.04,0.04,0.7717465474126294,9.825016725644732e-10,0.796,0.59,0.794,0.748
0.04,0.05,0.5204973959612335,9.825016725644732e-10,0.772,0.49,0.71,0.688
0.04,0.06,0.26402035139162594,9.825016725644732e-10,0.652,0.316,0.586,0.516
0.04,0.07,,9.825016725644732e-10,,,,
0.04,0.08,,9.825016725644732e-10,,,,
0.04,0.09,,9.825016725644732e-10,,,,
0.05,0.05,0.7773915831242767,9.92843795433573e-10,0.744,0.594,0.752,0.716
0.05,0.06,0.576645047658074,9.92843795433573e-10,0.704,0.52,0.704,0.618
0.05,0.07,0.37198433591472824,9.92843795433573e-10,0.674,0.388,0.626,0.556
0.05,0.08,0.16203957645189002,9.92843795433573e-10,0.526,0.184,0.392,0.314
0.05,0.09,,9.92843795433573e-10,,,,
0.06,0.06,0.7831240224650742,1.0034059634701004e-09,0.716,0.614,0.722,0.684
0.06,0.07,0.6160581545652525,1.0034059634701004e-09,0.692,0.536,0.662,0.65
0.06,0.08,0.4458673922789825,1.0034059634701004e-09,0.624,0.448,0.562,0.576
0.06,0.09,0.27164097830667755,1.0034059634701004e-09,0.574,0.344,0.494,0.516
0.07,0.07,0.7889460076296084,1.0141952749052624e-09,0.68,0.55,0.682,0.656
0.07,0.08,0.6459533218159645,1.0141952749052624e-09,0.64,0.494,0.644,0.582
0.07,0.09,0.5003605707796762,1.0141952749052624e-09,0.614,0.416,0.568,0.528
0.08,0.08,0.7948597543391812,1.0252191365890155e-09,0.628,0.506,0.644,0.612
0.08,0.09,0.669938134530595,1.0252191365890155e-09,0.614,0.432,0.63,0.584
0.09,0.09,0.8008675551368,1.0364852809471368e-09,0.61,0.438,0.628,0.596
0.11,0.11,0.8131748943475189,1.0597770850133643e-09,0.58,0.462,0.588,0.58
0.12,0.12,0.8194794342623783,1.071820006433971e-09,0.576,0.46,0.544,0.54
0.13,0.13,0.8258880392638693,1.084139776622867e-09,0.522,0.442,0.542,0.536
0.14,0.14,0.8324034423260348,1.096746053095226e-09,0.526,0.448,0.536,0.542
0.15,0.15,0.8390284773503881,1.1096489478375227e-09,0.564,0.428,0.552,0.528
0.16,0.16,0.8457660840475646,1.1228590543593976e-09,0.512,0.406,0.5,0.494
0.17,0.17,0.8526193131140032,1.1363874767010773e-09,0.524,0.458,0.526,0.528
0.18,0.18,0.8595913317251941,1.1502458605632856e-09,0.452,0.332,0.43,0.43
0.19,0.19,0.8666854293688858,1.1644464267430794e-09,0.432,0.382,0.446,0.44
0.21,0.21,0.8812536688507701,1.193926083116322e-09,0.426,0.32,0.414,0.378
0.22,0.22,0.8887350590087172,1.2092328277716591e-09,0.442,0.408,0.44,0.454
0.23,0.23,0.8963530393245699,1.2249371502102522e-09,0.418,0.328,0.416,0.4
0.24,0.24,0.9041116121567843,1.2410547442919664e-09,0.408,0.382,0.408,0.402
0.25,0.25,0.9120149459094247,1.2576021408825257e-09,0.418,0.362,0.4,0.384
