m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.06,0.06,0.524804864117896,1.0034059634701004e-09,0.722,0.426,0.688,0.648
0.06,0.07,0.35444524869283617,1.0034059634701004e-09,0.668,0.37,0.604,0.528
0.06,0.08,0.1799277590038721,1.0034059634701004e-09,0.514,0.238,0.41,0.34
0.06,0.09,0.0,1.0034059634701004e-09,,,,
0.07,0.07,0.5291858898538833,1.0141952749052624e-09,0.656,0.466,0.612,0.602
0.07,0.08,0.3829230968133445,1.0141952749052624e-09,0.64,0.4,0.582,0.562
0.07,0.09,0.2331823088405454,1.0141952749052624e-09,0.57,0.258,0.49,0.426
0.08,0.08,0.5336424191713875,1.0252191365890155e-09,0.618,0.4,0.646,0.592
0.08,0.09,0.40545881587335647,1.0252191365890155e-09,0.602,0.324,0.594,0.534
0.09,0.09,0.5381764663272126,1.0364852809471368e-09,0.59,0.366,0.61,0.55
0.11,0.11,0.5474855440539914,1.0597770850133643e-09,0.582,0.374,0.58,0.552
0.12,0.12,0.5522649866788762,1.071820006433971e-09,0.564,0.376,0.534,0.52
0.13,0.13,0.5571307788498734,1.084139776622867e-09,0.502,0.378,0.54,0.498
0.14,0.14,0.5620853411934147,1.096746053095226e-09,0.514,0.338,0.52,0.518
0.15,0.15,0.5671311878330225,1.1096489478375227e-09,0.54,0.378,0.53,0.524
0.16,0.16,0.5722709310473791,1.1228590543593976e-09,0.488,0.312,0.464,0.46
0.17,0.17,0.5775072862152558,1.1363874767010773e-09,0.48,0.374,0.478,0.462
0.18,0.18,0.5828430770684829,1.1502458605632856e-09,0.456,0.33,0.43,0.422
0.19,0.19,0.5882812412759918,1.1644464267430794e-09,0.48,0.372,0.468,0.47
0.21,0.21,0.5994770461394302,1.193926083116322e-09,0.464,0.324,0.466,0.406
0.22,0.22,0.605241187226804,1.2092328277716591e-09,0.4,0.364,0.406,0.428
0.23,0.23,0.6111207164501729,1.2249371502102522e-09,0.42,0.332,0.424,0.402
0.24,0.24,0.6171192383963631,1.2410547442919664e-09,0.43,0.37,0.412,0.4
0.25,0.25,0.623240513617734,1.2576021408825257e-09,0.41,0.328,0.394,0.378
0.26,0.26,0.6294884673770176,1.274596764407965e-09,0.412,0.344,0.412,0.392
0.27,0.27,0.6358671990006552,1.2920569940573896e-09,0.358,0.276,0.366,0.354
0.28,0.28,0.6423809918915998,1.3100022300859644e-09,0.38,0.268,0.372,0.356
0.29,0.29,0.6490343242575735,1.328452965720978e-09,0.378,0.328,0.372,0.362
0.31,0.31,0.6627785641459,1.366958848785354e-09,0.354,0.266,0.34,0.342
0.32,0.32,0.6698795099541458,1.3870611847969038e-09,0.384,0.346,0.394,0.37
0.33,0.33,0.6771400993509752,1.4077635905401406e-09,0.37,0.322,0.352,0.358
0.34,0.34,0.6845659752137845,1.4290933419119613e-09,0.352,0.288,0.332,0.342
0.35,0.35,0.6921630585477133,1.4510793933259914e-09,0.352,0.31,0.356,0.356
0.36,0.36,0.6999375663527393,1.4737525088467094e-09,0.398,0.338,0.394,0.4
0.37,0.37,0.7078960309222104,1.4971454058125307e-09,0.33,0.284,0.332,0.314
0.38,0.38,0.7160453207114357,1.521292912357894e-09,0.334,0.296,0.336,0.334
0.39,0.39,0.7243926629307728,1.5462321404293348e-09,0.3,0.274,0.29,0.31
0.41,0.41,0.7417123563060677,1.598646789257448e-09,0.258,0.276,0.252,0.258
0.42,0.42,0.7507011867321132,1.6262096649343005e-09,0.332,0.3,0.33,0.332
0.43,0.43,0.7599210884467501,1.6547396590559546e-09,0.284,0.292,0.29,0.268
0.44,0.44,0.7693814949793284,1.6842885815390964e-09,0.326,0.324,0.336,0.338
0.45,0.45,0.7790923816360812,1.714912010294353e-09,0.31,0.288,0.306,0.29
0.46,0.46,0.7890643063542454,1.7466696401146193e-09,0.32,0.31,0.32,0.308
0.47,0.47,0.7993084544216629,1.7796256710601779e-09,0.302,0.258,0.298,0.298
0.48,0.48,0.8098366875061591,1.8138492416574886e-09,0.248,0.212,0.262,0.238
0.49,0.49,0.8206615974995355,1.8494149130625379e-09,0.302,0.274,0.298,0.306
0.51,0.51,0.8432558283478445,1.9249012360446816e-09,0.242,0.222,0.258,0.254
0.52,0.52,0.8550545481909494,1.9650033451289463e-09,0.244,0.226,0.234,0.23
0.53,0.53,0.8672088947341141,2.0068119269402007e-09,0.242,0.238,0.238,0.238
0.54,0.54,0.8797361323732651,2.050438273178031e-09,0.274,0.252,0.278,0.288
0.55,0.55,0.8926547186350446,2.0960035681375435e-09,0.232,0.182,0.226,0.21
0.56,0.56,0.9059844134896071,2.143640012867942e-09,0.248,0.234,0.25,0.236
0.57,0.57,0.9197464013276998,2.1934921061904513e-09,0.238,0.196,0.246,0.238
0.58,0.58,0.933963427395995,2.2457181087187953e-09,0.232,0.216,0.234,0.228
0.59,0.59,0.9486599507877075,2.300491721126571e-09,0.244,0.214,0.234,0.246
0.61,0.61,0.9795989490944182,2.4184656555433183e-09,0.226,0.19,0.242,0.224
0.62,0.62,0.9959005724654699,2.4821094885839328e-09,0.208,0.192,0.224,0.19
0.63,0.63,1.012800457979408,2.54919352881593e-09,0.218,,0.216,0.216
0.64,0.64,1.0303347076294318,2.6200044601719287e-09,0.256,,0.246,0.234
0.65,0.65,1.0485425769268546,2.6948617304625565e-09,0.242,,0.23,0.206
0.66,0.66,1.067466844867599,2.7741223695938075e-09,0.216,,0.24,0.22
0.67,0.67,1.087154239361446,2.8581866838239225e-09,0.212,,0.21,0.204
0.68,0.68,1.1076559283825544,2.9475050176934193e-09,0.202,,0.208,0.204
0.69,0.69,1.1290280893818594,3.0425858247157868e-09,0.196,,0.198,0.194
0.71,0.71,1.174637675848032,3.252419329868601e-09,0.196,,0.188,0.186
0.72,0.72,1.1990190590869703,3.3685771630781927e-09,0.202,,0.204,0.192
0.73,0.73,1.2245608210535006,3.4933392802292386e-09,0.192,,0.196,0.19
0.74,0.74,1.2513567832473245,3.6276984833149772e-09,0.196,,0.192,0.2
0.75,0.75,1.2795120248207879,3.772806422647577e-09,0.186,,0.202,0.192
0.76,0.76,1.3091447317397615,3.930006690257893e-09,0.176,,0.172,0.18
0.77,0.77,1.3403884402961195,4.100876546356062e-09,0.176,,0.164,0.184
0.78,0.78,1.3733947802821322,4.287280025735884e-09,0.172,,0.182,0.166
0.79,0.79,1.4083368574706783,4.491436217437592e-09,0.174,,0.174,0.17
0.81,0.81,1.4848543630202984,4.9642189771678656e-09,0.174,,0.178,0.168
0.82,0.82,1.5269270241871216,5.240008920343855e-09,0.168,,0.162,0.16
0.83,0.83,1.5719452600623414,5.548244739187612e-09,0.152,,0.154,0.15
0.84,0.84,1.6202805068592918,5.895010035386838e-09,0.152,,0.152,0.156
0.85,0.85,1.6723767431240653,6.288010704412628e-09,0.14,,0.148,0.148
0.86,0.86,1.7287705667477344,6.7371543261563854e-09,0.174,,0.168,0.168
0.87,0.87,1.7901187274087529,7.2553969666299544e-09,0.148,,0.144,0.138
0.88,0.88,1.8572367041933642,7.860013380515785e-09,0.164,,0.158,0.162
0.89,0.89,1.9311541118777813,8.574560051471768e-09,0.148,,0.138,0.14
0.91,0.91,2.105111008564644,1.0480017840687717e-08,0.162,,0.154,0.154
0.92,0.92,2.209264679503782,1.1790020070773684e-08,0.134,,0.126,0.128
0.93,0.93,2.328978378063511,1.3474308652312787e-08,0.128,,0.134,0.126
0.94,0.94,2.46911775683092,1.5720026761031554e-08,0.104,,0.106,0.102
0.95,0.95,2.6372289029188076,1.886403211323787e-08,0.096,,0.098,0.098
0.96,0.96,2.8459571932510883,2.358004014154734e-08,0.108,,0.104,0.102
0.97,0.97,3.1190131619132098,3.144005352206311e-08,0.096,,0.098,0.098
0.98,0.98,3.509635064032687,4.716008028309468e-08,0.06,,0.066,0.08
0.99,0.99,4.187715394070089,9.432016056618936e-08,0.05,,0.07,0.054
