m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.1,0.1,0.25,9.432016056618942e-10,0.594,0.278,0.496,0.466
0.1,0.2,0.25,9.432016056618942e-10,0.482,0.234,0.418,0.42
0.1,0.3,0.25,9.432016056618942e-10,0.346,0.23,0.322,0.334
0.1,0.4,0.25,9.432016056618942e-10,0.298,0.2,0.288,0.274
0.1,0.5,0.25,9.432016056618942e-10,0.246,0.184,0.236,0.21
0.1,0.6,0.25,9.432016056618942e-10,0.23,0.152,0.224,0.192
0.1,0.7,0.25,9.432016056618942e-10,0.152,0.142,0.178,0.156
0.1,0.8,0.25,9.432016056618942e-10,0.172,0.108,0.124,0.146
0.1,0.9,0.25,9.432016056618942e-10,0.11,0.084,0.094,0.088
0.2,0.2,0.25,9.432016056618942e-10,0.496,0.252,0.414,0.41
0.2,0.3,0.25,9.432016056618942e-10,0.342,0.22,0.316,0.312
0.2,0.4,0.25,9.432016056618942e-10,0.304,0.204,0.296,0.282
0.2,0.5,0.25,9.432016056618942e-10,0.228,0.176,0.232,0.198
0.2,0.6,0.25,9.432016056618942e-10,0.234,0.158,0.218,0.194
0.2,0.7,0.25,9.432016056618942e-10,0.15,0.136,0.17,0.146
0.2,0.8,0.25,9.432016056618942e-10,0.142,0.106,0.124,0.128
0.2,0.9,0.25,9.432016056618942e-10,0.128,0.08,0.086,0.072
0.3,0.3,0.25,9.432016056618942e-10,0.364,0.218,0.322,0.34
0.3,0.4,0.25,9.432016056618942e-10,0.264,0.198,0.256,0.238
0.3,0.5,0.25,9.432016056618942e-10,0.244,0.178,0.232,0.222
0.3,0.6,0.25,9.432016056618942e-10,0.206,0.156,0.222,0.162
0.3,0.7,0.25,9.432016056618942e-10,0.164,0.116,0.174,0.172
0.3,0.8,0.25,9.432016056618942e-10,0.16,0.112,0.114,0.114
0.3,0.9,0.25,9.432016056618942e-10,0.14,0.068,0.098,0.1
0.4,0.4,0.25,9.432016056618942e-10,0.276,0.2,0.262,0.246
0.4,0.5,0.25,9.432016056618942e-10,0.242,0.188,0.246,0.212
0.4,0.6,0.25,9.432016056618942e-10,0.208,0.15,0.222,0.158
0.4,0.7,0.25,9.432016056618942e-10,0.168,0.116,0.174,0.168
0.4,0.8,0.25,9.432016056618942e-10,0.162,0.108,0.118,0.128
0.4,0.9,0.25,9.432016056618942e-10,0.13,0.07,0.096,0.096
0.5,0.5,0.25,9.432016056618942e-10,0.212,0.18,0.21,0.186
0.5,0.6,0.25,9.432016056618942e-10,0.214,0.148,0.214,0.19
0.5,0.7,0.25,9.432016056618942e-10,0.152,0.13,0.15,0.154
0.5,0.8,0.25,9.432016056618942e-10,0.158,0.098,0.136,0.134
0.5,0.9,0.25,9.432016056618942e-10,0.12,0.084,0.092,0.074
0.6,0.6,0.25,9.432016056618942e-10,0.222,0.148,0.21,0.194
0.6,0.7,0.25,9.432016056618942e-10,0.168,0.134,0.16,0.136
0.6,0.8,0.25,9.432016056618942e-10,0.168,0.102,0.134,0.13
0.6,0.9,0.25,9.432016056618942e-10,0.134,0.09,0.088,0.092
0.7,0.7,0.25,9.432016056618942e-10,0.166,0.13,0.144,0.134
0.7,0.8,0.25,9.432016056618942e-10,0.156,0.11,0.122,0.14
0.7,0.9,0.25,9.432016056618942e-10,0.12,0.062,0.082,0.094
0.8,0.8,0.25,9.432016056618942e-10,0.152,0.1,0.12,0.122
0.8,0.9,0.25,9.432016056618942e-10,0.114,0.084,0.078,0.076
0.9,0.9,0.25,9.432016056618942e-10,0.126,0.066,0.084,0.058
