m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.01,0.01,0.25,9.432016056618942e-10,0.834,0.308,0.63,0.572
0.01,0.02,0.25,9.432016056618942e-10,0.79,0.296,0.596,0.536
0.01,0.03,0.25,9.432016056618942e-10,0.742,0.296,0.572,0.554
0.01,0.04,0.25,9.432016056618942e-10,0.72,0.292,0.568,0.522
0.01,0.05,0.25,9.432016056618942e-10,0.654,0.31,0.542,0.528
0.01,0.06,0.25,9.432016056618942e-10,0.624,0.288,0.498,0.494
0.01,0.07,0.25,9.432016056618942e-10,0.62,0.29,0.516,0.504
0.01,0.08,0.25,9.432016056618942e-10,0.618,0.276,0.494,0.468
0.01,0.09,0.25,9.432016056618942e-10,0.592,0.278,0.482,0.482
0.02,0.02,0.25,9.432016056618942e-10,0.796,0.302,0.602,0.546
0.02,0.03,0.25,9.432016056618942e-10,0.748,0.292,0.566,0.546
0.02,0.04,0.25,9.432016056618942e-10,0.722,0.292,0.558,0.522
0.02,0.05,0.25,9.432016056618942e-10,0.646,0.308,0.548,0.526
0.02,0.06,0.25,9.432016056618942e-10,0.636,0.286,0.498,0.496
0.02,0.07,0.25,9.432016056618942e-10,0.62,0.29,0.516,0.502
0.02,0.08,0.25,9.432016056618942e-10,0.622,0.274,0.496,0.476
0.02,0.09,0.25,9.432016056618942e-10,0.588,0.276,0.49,0.492
0.03,0.03,0.25,9.432016056618942e-10,0.744,0.292,0.578,0.526
0.03,0.04,0.25,9.432016056618942e-10,0.706,0.294,0.554,0.546
0.03,0.05,0.25,9.432016056618942e-10,0.642,0.3,0.536,0.508
0.03,0.06,0.25,9.432016056618942e-10,0.628,0.294,0.514,0.516
0.03,0.07,0.25,9.432016056618942e-10,0.622,0.292,0.5,0.476
0.03,0.08,0.25,9.432016056618942e-10,0.598,0.274,0.512,0.498
0.03,0.09,0.25,9.432016056618942e-10,0.606,0.288,0.494,0.468
0.04,0.04,0.25,9.432016056618942e-10,0.7,0.29,0.56,0.548
0.04,0.05,0.25,9.432016056618942e-10,0.652,0.296,0.532,0.51
0.04,0.06,0.25,9.432016056618942e-10,0.636,0.28,0.516,0.512
0.04,0.07,0.25,9.432016056618942e-10,0.62,0.286,0.502,0.468
0.04,0.08,0.25,9.432016056618942e-10,0.612,0.286,0.508,0.498
0.04,0.09,0.25,9.432016056618942e-10,0.602,0.284,0.492,0.472
0.05,0.05,0.25,9.432016056618942e-10,0.66,0.302,0.556,0.538
0.05,0.06,0.25,9.432016056618942e-10,0.632,0.286,0.496,0.484
0.05,0.07,0.25,9.432016056618942e-10,0.62,0.284,0.506,0.496
0.05,0.08,0.25,9.432016056618942e-10,0.634,0.288,0.49,0.47
0.05,0.09,0.25,9.432016056618942e-10,0.604,0.27,0.482,0.486
0.06,0.06,0.25,9.432016056618942e-10,0.652,0.286,0.498,0.49
0.06,0.07,0.25,9.432016056618942e-10,0.622,0.284,0.498,0.488
0.06,0.08,0.25,9.432016056618942e-10,0.628,0.282,0.496,0.462
0.06,0.09,0.25,9.432016056618942e-10,0.608,0.27,0.48,0.478
0.07,0.07,0.25,9.432016056618942e-10,0.622,0.288,0.486,0.468
0.07,0.08,0.25,9.432016056618942e-10,0.61,0.268,0.498,0.478
0.07,0.09,0.25,9.432016056618942e-10,0.552,0.26,0.466,0.422
0.08,0.08,0.25,9.432016056618942e-10,0.626,0.25,0.506,0.48
0.08,0.09,0.25,9.432016056618942e-10,0.55,0.258,0.47,0.422
0.09,0.09,0.25,9.432016056618942e-10,0.572,0.246,0.46,0.436
0.11,0.11,0.25,9.432016056618942e-10,0.552,0.246,0.442,0.406
0.12,0.12,0.25,9.432016056618942e-10,0.518,0.238,0.438,0.404
0.13,0.13,0.25,9.432016056618942e-10,0.508,0.256,0.418,0.394
0.14,0.14,0.25,9.432016056618942e-10,0.48,0.228,0.43,0.386
0.15,0.15,0.25,9.432016056618942e-10,0.466,0.24,0.44,0.378
0.16,0.16,0.25,9.432016056618942e-10,0.444,0.22,0.41,0.374
0.17,0.17,0.25,9.432016056618942e-10,0.438,0.232,0.386,0.384
0.18,0.18,0.25,9.432016056618942e-10,0.438,0.196,0.39,0.398
0.19,0.19,0.25,9.432016056618942e-10,0.436,0.232,0.39,0.36
0.21,0.21,0.25,9.432016056618942e-10,0.414,0.216,0.36,0.354
0.22,0.22,0.25,9.432016056618942e-10,0.428,0.222,0.346,0.328
0.23,0.23,0.25,9.432016056618942e-10,0.39,0.204,0.368,0.326
0.24,0.24,0.25,9.432016056618942e-10,0.39,0.234,0.344,0.334
0.25,0.25,0.25,9.432016056618942e-10,0.38,0.204,0.36,0.308
0.26,0.26,0.25,9.432016056618942e-10,0.378,0.226,0.336,0.32
0.27,0.27,0.25,9.432016056618942e-10,0.338,0.2,0.362,0.304
0.28,0.28,0.25,9.432016056618942e-10,0.362,0.23,0.322,0.308
0.29,0.29,0.25,9.432016056618942e-10,0.374,0.224,0.346,0.3
0.31,0.31,0.25,9.432016056618942e-10,0.344,0.222,0.308,0.28
0.32,0.32,0.25,9.432016056618942e-10,0.34,0.2,0.322,0.296
0.33,0.33,0.25,9.432016056618942e-10,0.322,0.21,0.294,0.27
0.34,0.34,0.25,9.432016056618942e-10,0.32,0.178,0.326,0.276
0.35,0.35,0.25,9.432016056618942e-10,0.322,0.198,0.292,0.27
0.36,0.36,0.25,9.432016056618942e-10,0.318,0.192,0.298,0.274
0.37,0.37,0.25,9.432016056618942e-10,0.28,0.17,0.276,0.244
0.38,0.38,0.25,9.432016056618942e-10,0.284,0.174,0.268,0.252
0.39,0.39,0.25,9.432016056618942e-10,0.274,0.17,0.264,0.224
0.41,0.41,0.25,9.432016056618942e-10,0.27,0.166,0.25,0.226
0.42,0.42,0.25,9.432016056618942e-10,0.262,0.188,0.248,0.194
0.43,0.43,0.25,9.432016056618942e-10,0.266,0.18,0.24,0.214
0.44,0.44,0.25,9.432016056618942e-10,0.252,0.164,0.238,0.218
0.45,0.45,0.25,9.432016056618942e-10,0.272,0.156,0.244,0.214
0.46,0.46,0.25,9.432016056618942e-10,0.252,0.148,0.232,0.188
0.47,0.47,0.25,9.432016056618942e-10,0.252,0.148,0.23,0.216
0.48,0.48,0.25,9.432016056618942e-10,0.248,0.16,0.206,0.214
0.49,0.49,0.25,9.432016056618942e-10,0.252,0.14,0.222,0.204
0.51,0.51,0.25,9.432016056618942e-10,0.218,0.142,0.19,0.198
0.52,0.52,0.25,9.432016056618942e-10,0.242,0.136,0.21,0.198
0.53,0.53,0.25,9.432016056618942e-10,0.254,0.154,0.228,0.22
0.54,0.54,0.25,9.432016056618942e-10,0.256,0.152,0.186,0.25
0.55,0.55,0.25,9.432016056618942e-10,0.254,0.156,0.272,0.248
0.56,0.56,0.25,9.432016056618942e-10,0.248,0.138,0.208,0.242
0.57,0.57,0.25,9.432016056618942e-10,0.236,0.144,0.248,0.22
0.58,0.58,0.25,9.432016056618942e-10,0.24,0.126,0.186,0.212
0.59,0.59,0.25,9.432016056618942e-10,0.246,0.146,0.238,0.218
0.61,0.61,0.25,9.432016056618942e-10,0.216,0.13,0.174,0.204
0.62,0.62,0.25,9.432016056618942e-10,0.216,0.146,0.198,0.216
0.63,0.63,0.25,9.432016056618942e-10,0.202,0.114,0.164,0.208
0.64,0.64,0.25,9.432016056618942e-10,0.208,0.14,0.218,0.218
0.65,0.65,0.25,9.432016056618942e-10,0.208,0.12,0.18,0.182
0.66,0.66,0.25,9.432016056618942e-10,0.182,0.112,0.188,0.184
0.67,0.67,0.25,9.432016056618942e-10,0.18,0.116,0.178,0.192
0.68,0.68,0.25,9.432016056618942e-10,0.178,0.124,0.188,0.176
0.69,0.69,0.25,9.432016056618942e-10,0.176,0.12,0.158,0.17
0.71,0.71,0.25,9.432016056618942e-10,0.184,0.134,0.17,0.148
0.72,0.72,0.25,9.432016056618942e-10,0.178,0.12,0.142,0.136
0.73,0.73,0.25,9.432016056618942e-10,0.194,0.14,0.15,0.122
0.74,0.74,0.25,9.432016056618942e-10,0.178,0.12,0.136,0.152
0.75,0.75,0.25,9.432016056618942e-10,0.164,0.12,0.156,0.14
0.76,0.76,0.25,9.432016056618942e-10,0.154,0.098,0.13,0.118
0.77,0.77,0.25,9.432016056618942e-10,0.174,0.104,0.162,0.124
0.78,0.78,0.25,9.432016056618942e-10,0.168,0.1,0.134,0.136
0.79,0.79,0.25,9.432016056618942e-10,0.156,0.104,0.142,0.124
0.81,0.81,0.25,9.432016056618942e-10,0.15,0.086,0.126,0.116
0.82,0.82,0.25,9.432016056618942e-10,0.162,0.102,0.134,0.106
0.83,0.83,0.25,9.432016056618942e-10,0.148,0.094,0.112,0.092
0.84,0.84,0.25,9.432016056618942e-10,0.164,0.09,0.134,0.132
0.85,0.85,0.25,9.432016056618942e-10,0.158,0.082,0.106,0.108
0.86,0.86,0.25,9.432016056618942e-10,0.148,0.072,0.13,0.096
0.87,0.87,0.25,9.432016056618942e-10,0.154,0.084,0.116,0.12
0.88,0.88,0.25,9.432016056618942e-10,0.118,0.054,0.114,0.09
0.89,0.89,0.25,9.432016056618942e-10,0.13,0.068,0.09,0.07
0.91,0.91,0.25,9.432016056618942e-10,0.126,0.044,0.076,0.06
0.92,0.92,0.25,9.432016056618942e-10,0.11,0.044,0.058,0.068
0.93,0.93,0.25,9.432016056618942e-10,0.08,0.038,0.074,0.052
0.94,0.94,0.25,9.432016056618942e-10,0.09,0.038,0.06,0.06
0.95,0.95,0.25,9.432016056618942e-10,0.102,0.042,0.072,0.058
0.96,0.96,0.25,9.432016056618942e-10,0.072,0.036,0.048,0.048
0.97,0.97,0.25,9.432016056618942e-10,0.086,0.016,0.044,0.052
0.98,0.98,0.25,9.432016056618942e-10,0.066,0.012,0.026,0.024
0.99,0.99,0.25,9.432016056618942e-10,0.038,0.006,0.022,0.012
