m,M,difference_laplace_error_M_minus_MoS,difference_gaussian_error_M_minus_MoS,difference_exponential_error_M_minus_MoS,difference_exponential_mechanism_error_M_minus_MoS,difference_laplace_error_M_minus_MoSChangeEpsDelta,difference_gaussian_error_M_minus_MoSChangeEpsDelta,difference_exponential_error_M_minus_MoSChangeEpsDelta,difference_exponential_mechanism_error_M_minus_MoSChangeEpsDelta,difference_laplace_error_MChangeEpsDelta_minus_MoS,difference_gaussian_error_MChangeEpsDelta_minus_MoS,difference_exponential_error_MChangeEpsDelta_minus_MoS,difference_exponential_mechanism_error_MChangeEpsDelta_minus_MoS
0.17,0.17,-0.49,-0.21000000000000008,-0.45599999999999996,-0.42599999999999993,-0.476,-0.22400000000000003,-0.44999999999999996,-0.43599999999999994,-0.488,-0.16000000000000003,-0.44999999999999996,-0.4019999999999999
0.18,0.18,-0.47,-0.23200000000000004,-0.476,-0.44599999999999995,-0.548,-0.34600000000000003,-0.546,-0.528,-0.46399999999999997,-0.182,-0.47,-0.43599999999999994
0.19,0.19,-0.49,-0.21600000000000003,-0.494,-0.472,-0.5680000000000001,-0.29800000000000004,-0.53,-0.524,-0.486,-0.172,-0.486,-0.44200000000000006
0.21,0.21,-0.48,-0.24400000000000005,-0.46599999999999997,-0.45599999999999996,-0.5740000000000001,-0.36000000000000004,-0.562,-0.58,-0.478,-0.194,-0.45599999999999996,-0.42000000000000004
0.22,0.22,-0.504,-0.25400000000000006,-0.49,-0.476,-0.558,-0.2720000000000001,-0.536,-0.51,-0.504,-0.20400000000000001,-0.47,-0.41800000000000004
0.23,0.23,-0.494,-0.24200000000000005,-0.486,-0.472,-0.5820000000000001,-0.35000000000000003,-0.56,-0.5579999999999999,-0.488,-0.174,-0.476,-0.45399999999999996
0.24,0.24,-0.514,-0.24600000000000005,-0.476,-0.476,-0.5920000000000001,-0.29800000000000004,-0.5680000000000001,-0.5619999999999999,-0.512,-0.178,-0.45999999999999996,-0.43200000000000005
0.25,0.25,-0.522,-0.24800000000000005,-0.504,-0.49999999999999994,-0.5820000000000001,-0.31600000000000006,-0.576,-0.574,-0.514,-0.186,-0.496,-0.466
0.26,0.26,-0.528,-0.25600000000000006,-0.496,-0.502,-0.5920000000000001,-0.29000000000000004,-0.562,-0.572,-0.518,-0.198,-0.48,-0.47200000000000003
0.27,0.27,-0.56,-0.276,-0.532,-0.524,-0.608,-0.30000000000000004,-0.582,-0.576,-0.548,-0.21999999999999997,-0.51,-0.48800000000000004
0.28,0.28,-0.55,-0.2700000000000001,-0.518,-0.538,-0.598,-0.29000000000000004,-0.5640000000000001,-0.5579999999999999,-0.55,-0.15799999999999997,-0.51,-0.504
0.29,0.29,-0.5720000000000001,-0.29000000000000004,-0.548,-0.542,-0.608,-0.31600000000000006,-0.578,-0.58,-0.5660000000000001,-0.19399999999999995,-0.528,-0.502
0.31,0.31,-0.5840000000000001,-0.26400000000000007,-0.532,-0.556,-0.6659999999999999,-0.36600000000000005,-0.6359999999999999,-0.6359999999999999,-0.5840000000000001,-0.13800000000000007,-0.51,-0.5
0.32,0.32,-0.602,-0.30600000000000005,-0.568,-0.5619999999999999,-0.604,-0.30400000000000005,-0.588,-0.584,-0.598,-0.19200000000000006,-0.5559999999999999,-0.498
0.33,0.33,-0.628,-0.31000000000000005,-0.582,-0.576,-0.604,-0.31600000000000006,-0.588,-0.584,-0.622,-0.22799999999999998,-0.5539999999999999,-0.522
0.34,0.34,-0.632,-0.32400000000000007,-0.606,-0.568,-0.6619999999999999,-0.35400000000000004,-0.628,-0.6239999999999999,-0.628,-0.20200000000000007,-0.592,-0.504
0.35,0.35,-0.63,-0.29200000000000004,-0.612,-0.588,-0.61,,-0.606,-0.572,-0.624,-0.17799999999999994,-0.586,-0.514
0.36,0.36,-0.638,-0.32000000000000006,-0.63,-0.6219999999999999,-0.622,,-0.588,-0.578,-0.632,-0.17400000000000004,-0.594,-0.554
0.37,0.37,-0.622,-0.31400000000000006,-0.606,-0.6,-0.642,,-0.622,-0.61,-0.606,-0.18800000000000006,-0.568,-0.514
0.38,0.38,-0.632,-0.32800000000000007,-0.6319999999999999,-0.612,-0.65,,-0.63,-0.6,-0.616,-0.19000000000000006,-0.5999999999999999,-0.546
0.39,0.39,-0.606,-0.31600000000000006,-0.586,-0.596,-0.654,,-0.6639999999999999,-0.6259999999999999,-0.592,-0.17600000000000005,-0.534,-0.524
0.41,0.41,-0.6759999999999999,-0.39000000000000007,-0.6759999999999999,-0.6439999999999999,-0.6679999999999999,,-0.6339999999999999,-0.6319999999999999,-0.6539999999999999,-0.2700000000000001,-0.6240000000000001,-0.55
0.42,0.42,-0.646,-0.35800000000000004,-0.6519999999999999,-0.6579999999999999,-0.692,,-0.6819999999999999,-0.6659999999999999,-0.636,-0.22000000000000003,-0.6080000000000001,-0.546
0.43,0.43,-0.708,-0.36600000000000005,-0.6839999999999999,-0.6579999999999999,-0.716,,-0.688,-0.6559999999999999,-0.692,-0.23200000000000004,-0.6200000000000001,-0.5720000000000001
0.44,0.44,-0.6659999999999999,-0.35000000000000003,-0.6419999999999999,-0.6399999999999999,-0.696,,-0.6699999999999999,-0.6659999999999999,-0.6559999999999999,-0.19,-0.5900000000000001,-0.532
0.45,0.45,-0.698,-0.38400000000000006,-0.6719999999999999,-0.6499999999999999,-0.704,,-0.6559999999999999,-0.6559999999999999,-0.6819999999999999,-0.20400000000000001,-0.6040000000000001,-0.536
0.46,0.46,-0.6679999999999999,-0.35600000000000004,-0.6419999999999999,-0.6399999999999999,-0.696,,-0.6719999999999999,-0.6699999999999999,-0.6539999999999999,-0.182,-0.5740000000000001,-0.542
0.47,0.47,-0.6799999999999999,-0.41800000000000004,-0.6639999999999999,-0.6399999999999999,-0.6859999999999999,,-0.6619999999999999,-0.6359999999999999,-0.6619999999999999,-0.258,-0.5800000000000001,-0.516
0.48,0.48,-0.652,-0.38400000000000006,-0.628,-0.6559999999999999,-0.6679999999999999,,-0.632,-0.6419999999999999,-0.634,-0.184,-0.534,-0.552
0.49,0.49,-0.694,-0.3960000000000001,-0.6579999999999999,-0.6459999999999999,-0.71,,-0.688,-0.6599999999999999,-0.6699999999999999,-0.15200000000000002,-0.6100000000000001,-0.518
0.51,0.51,-0.6699999999999999,-0.3940000000000001,-0.634,-0.6539999999999999,-0.73,,-0.706,-0.706,-0.6399999999999999,-0.184,-0.554,-0.512
0.52,0.52,-0.7,-0.43199999999999994,-0.708,-0.69,-0.718,,-0.696,-0.688,-0.6599999999999999,-0.16999999999999998,-0.644,-0.526
0.53,0.53,-0.758,-0.4640000000000001,-0.728,-0.708,-0.7,,-0.6699999999999999,-0.6599999999999999,-0.732,-0.28,-0.646,-0.59
0.54,0.54,-0.758,-0.4760000000000001,-0.726,-0.718,-0.716,,-0.706,-0.688,-0.72,-0.214,-0.658,-0.532
0.55,0.55,-0.754,-0.4660000000000001,-0.73,-0.716,-0.75,,-0.688,-0.71,-0.724,-0.24000000000000002,-0.648,-0.56
0.56,0.56,-0.76,-0.4680000000000001,-0.738,-0.744,-0.75,,-0.732,-0.712,-0.72,-0.19799999999999998,-0.662,-0.548
0.57,0.57,-0.746,-0.45000000000000007,-0.728,-0.732,-0.734,,-0.694,-0.6819999999999999,-0.724,-0.226,-0.616,-0.5740000000000001
0.58,0.58,-0.728,-0.42800000000000005,-0.734,-0.7,-0.728,,-0.704,-0.694,-0.6759999999999999,-0.14,-0.652,-0.496
0.59,0.59,-0.774,-0.4660000000000001,-0.77,-0.714,-0.782,,-0.744,-0.74,-0.728,-0.216,-0.6559999999999999,-0.538
0.61,0.61,-0.784,-0.48800000000000004,-0.768,-0.756,-0.744,,-0.728,-0.714,-0.734,-0.20600000000000002,-0.636,-0.53
0.62,0.62,-0.806,-0.5,-0.77,-0.738,-0.752,,-0.724,-0.718,-0.746,-0.226,-0.6159999999999999,-0.538
0.63,0.63,-0.804,-0.508,-0.792,-0.766,-0.748,,-0.74,-0.728,-0.742,-0.22800000000000004,-0.6359999999999999,-0.514
0.64,0.64,-0.8140000000000001,-0.49200000000000005,-0.8059999999999999,-0.766,-0.768,,-0.742,-0.734,-0.756,-0.238,-0.628,-0.558
0.65,0.65,-0.8140000000000001,-0.5319999999999999,-0.792,-0.776,-0.788,,-0.77,-0.774,-0.74,-0.21,-0.6120000000000001,-0.48400000000000004
0.66,0.66,-0.808,-0.524,-0.798,-0.768,-0.78,,-0.742,-0.742,-0.742,-0.222,-0.6260000000000001,-0.512
0.67,0.67,-0.812,-0.53,-0.786,-0.772,-0.782,,-0.76,-0.756,-0.732,-0.18000000000000002,-0.6100000000000001,-0.48000000000000004
0.68,0.68,-0.8240000000000001,-0.516,-0.794,-0.756,-0.764,,-0.726,-0.712,-0.752,-0.24000000000000002,-0.5820000000000001,-0.504
0.69,0.69,-0.8180000000000001,-0.5299999999999999,-0.8119999999999999,-0.7979999999999999,-0.784,,-0.77,-0.744,-0.724,-0.162,-0.616,-0.472
0.71,0.71,-0.836,-0.514,-0.8099999999999999,-0.778,-0.766,,-0.742,-0.724,-0.742,-0.204,-0.568,-0.47400000000000003
0.72,0.72,-0.826,-0.5339999999999999,-0.8,-0.788,-0.8,,-0.78,-0.782,-0.694,-0.17800000000000002,-0.544,-0.442
0.73,0.73,-0.834,-0.52,-0.8039999999999999,-0.78,-0.802,,-0.77,-0.746,-0.714,-0.19200000000000003,-0.5339999999999999,-0.422
0.74,0.74,-0.8200000000000001,-0.5479999999999999,-0.796,-0.784,-0.808,,-0.796,-0.764,-0.698,-0.206,-0.47800000000000004,-0.428
0.75,0.75,-0.84,-0.52,-0.8119999999999999,-0.752,-0.8180000000000001,,-0.782,-0.782,-0.708,-0.19600000000000004,-0.512,-0.36000000000000004
0.76,0.76,-0.838,-0.5399999999999999,-0.828,-0.78,-0.834,,-0.816,-0.7999999999999999,-0.688,-0.146,-0.46599999999999997,-0.334
0.77,0.77,-0.8220000000000001,-0.526,-0.8,-0.766,-0.812,,-0.8019999999999999,-0.78,-0.6739999999999999,-0.176,-0.458,-0.308
0.78,0.78,-0.848,-0.5459999999999999,-0.838,-0.8059999999999999,-0.796,,-0.788,-0.76,-0.6719999999999999,-0.13599999999999998,-0.476,-0.33799999999999997
0.79,0.79,-0.848,-0.532,-0.82,-0.7979999999999999,-0.834,,-0.8079999999999999,-0.7879999999999999,-0.648,-0.14800000000000002,-0.42999999999999994,-0.376
0.81,0.81,-0.854,-0.5599999999999999,-0.832,-0.7979999999999999,-0.826,,-0.806,-0.7939999999999999,-0.61,-0.138,-0.4179999999999999,-0.262
0.82,0.82,-0.874,-0.562,-0.856,-0.838,-0.8220000000000001,,-0.798,-0.778,-0.62,-0.146,-0.42000000000000004,-0.324
0.83,0.83,-0.862,-0.5579999999999999,-0.848,-0.844,-0.836,,-0.814,-0.7999999999999999,-0.62,-0.12,-0.33799999999999997,-0.32
0.84,0.84,-0.852,-0.544,-0.848,-0.84,-0.828,,-0.8099999999999999,-0.7899999999999999,-0.584,-0.134,-0.34400000000000003,-0.28200000000000003
0.85,0.85,-0.86,-0.5519999999999999,-0.854,-0.838,-0.848,,-0.842,-0.8059999999999999,-0.548,-0.09999999999999998,-0.31,-0.236
0.86,0.86,-0.882,-0.546,-0.858,-0.85,-0.858,,-0.828,-0.8099999999999999,-0.572,-0.09399999999999999,-0.314,-0.23200000000000004
0.87,0.87,-0.85,-0.5619999999999999,-0.846,-0.834,-0.868,,-0.848,-0.826,-0.504,-0.07199999999999998,-0.248,-0.2
0.88,0.88,-0.878,-0.5680000000000001,-0.856,-0.84,-0.848,,-0.8099999999999999,-0.7959999999999999,-0.488,-0.07800000000000001,-0.264,-0.176
0.89,0.89,-0.88,-0.584,-0.848,-0.848,-0.866,,-0.844,-0.826,-0.484,-0.048,-0.246,-0.15600000000000003
0.91,0.91,-0.892,-0.554,-0.86,-0.842,-0.856,,-0.824,-0.8119999999999999,-0.372,-0.072,-0.13,-0.11800000000000001
