m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.67,0.67,3.013610307722381,2.8581866838239225e-09,0.212,,0.196,0.202
0.68,0.68,3.04289255347669,2.9475050176934193e-09,0.224,,0.236,0.224
0.69,0.69,3.0731496172186197,3.0425858247157868e-09,0.218,,0.208,0.206
0.71,0.71,3.136851031010733,3.252419329868601e-09,0.21,,0.208,0.208
0.72,0.72,3.1704440113231107,3.3685771630781927e-09,0.216,,0.206,0.204
0.73,0.73,3.2053110676045673,3.4933392802292386e-09,0.2,,0.192,0.2
0.74,0.74,3.241548552549508,3.6276984833149772e-09,0.194,,0.204,0.2
0.75,0.75,3.2792641607279225,3.772806422647577e-09,0.186,,0.19,0.2
0.76,0.76,3.3185787815171826,3.930006690257893e-09,0.186,,0.188,0.192
0.77,0.77,3.359628746598796,4.100876546356062e-09,0.174,,0.166,0.164
0.78,0.78,3.402568577345139,4.287280025735884e-09,0.142,,0.142,0.144
0.79,0.79,3.4475743717558465,4.491436217437592e-09,0.164,,0.162,0.17
0.81,0.81,3.5446224918584,4.9642189771678656e-09,0.16,,0.158,0.158
0.82,0.82,3.59716858191566,5.240008920343855e-09,0.16,,0.166,0.16
0.83,0.83,3.6528035471769607,5.548244739187612e-09,0.154,,0.156,0.158
0.84,0.84,3.711902395977567,5.895010035386838e-09,0.164,,0.156,0.172
0.85,0.85,3.774912812558156,6.288010704412628e-09,0.14,,0.128,0.142
0.86,0.86,3.8423752408103886,6.7371543261563854e-09,0.15,,0.136,0.142
0.87,0.87,3.914950423882253,7.2553969666299544e-09,0.154,,0.158,0.148
0.88,0.88,3.9934579894243716,7.860013380515785e-09,0.11,,0.104,0.112
0.89,0.89,4.078931863997383,8.574560051471768e-09,0.16,,0.158,0.152
0.91,0.91,4.276520444660791,1.0480017840687717e-08,0.132,,0.13,0.134
0.92,0.92,4.392758853295811,1.1790020070773684e-08,0.1,,0.09,0.098
0.93,0.93,4.5247432293348755,1.3474308652312787e-08,0.092,,0.094,0.086
0.94,0.94,4.677344495607727,1.5720026761031554e-08,0.106,,0.104,0.11
0.95,0.95,4.858114234439014,1.886403211323787e-08,0.102,,0.102,0.104
0.96,0.96,5.079703555908276,2.358004014154734e-08,0.104,,0.094,0.09
0.97,0.97,5.365828979123919,3.144005352206311e-08,0.078,,0.078,0.082
0.98,0.98,5.7697350110607255,4.716008028309468e-08,0.062,,0.066,0.062
0.99,0.99,6.461320680934717,9.432016056618936e-08,0.07,,0.068,0.072
