m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.1,0.1,2.091734574410594,1.0480017840687711e-09,0.602,,0.608,0.592
0.1,0.2,1.1467204006373655,1.0480017840687711e-09,0.484,,0.494,0.47
0.1,0.3,0.0,1.0480017840687711e-09,,,,
0.1,0.4,,1.0480017840687711e-09,,,,
0.1,0.5,,1.0480017840687711e-09,,,,
0.1,0.6,,1.0480017840687711e-09,,,,
0.1,0.7,,1.0480017840687711e-09,,,,
0.1,0.8,,1.0480017840687711e-09,,,,
0.1,0.9,,1.0480017840687711e-09,,,,
0.2,0.2,2.1957034347255657,1.1790020070773678e-09,0.466,,0.466,0.454
0.2,0.3,1.7873901856317849,1.1790020070773678e-09,0.424,,0.42,0.426
0.2,0.4,1.351651942392443,1.1790020070773678e-09,0.326,,0.318,0.322
0.2,0.5,0.8317965641677488,1.1790020070773678e-09,0.32,0.282,0.31,0.33
0.2,0.6,0.0,1.1790020070773678e-09,,,,
0.2,0.7,,1.1790020070773678e-09,,,,
0.2,0.8,,1.1790020070773678e-09,,,,
0.2,0.9,,1.1790020070773678e-09,,,,
0.3,0.3,2.3152271442985195,1.3474308652312782e-09,0.4,,0.404,0.394
0.3,0.4,2.098935712798195,1.3474308652312782e-09,0.3,,0.302,0.298
0.3,0.5,1.8847752157086266,1.3474308652312782e-09,0.28,,0.282,0.266
0.3,0.6,1.6538596199166304,1.3474308652312782e-09,0.232,,0.232,0.24
0.3,0.7,1.3417092459390996,1.3474308652312782e-09,0.202,,0.21,0.21
0.3,0.8,0.6555876770041492,1.3474308652312782e-09,0.202,0.178,0.166,0.184
0.3,0.9,,1.3474308652312782e-09,,,,
0.4,0.4,2.455171134975177,1.572002676103157e-09,0.312,,0.306,0.318
0.4,0.5,2.337355079671674,1.572002676103157e-09,0.278,,0.266,0.268
0.4,0.6,2.2143565033183177,1.572002676103157e-09,0.24,,0.232,0.222
0.4,0.7,2.0253591891370695,1.572002676103157e-09,0.202,,0.2,0.196
0.4,0.8,1.5736412697537372,1.572002676103157e-09,0.152,,0.164,0.164
0.4,0.9,,1.572002676103157e-09,,,,
0.5,0.5,2.6230812603996645,1.8864032113237885e-09,0.28,,0.26,0.27
0.5,0.6,2.5512438364419507,1.8864032113237885e-09,0.222,,0.226,0.238
0.5,0.7,2.433763081857055,1.8864032113237885e-09,0.198,,0.204,0.208
0.5,0.8,2.0882727424955005,1.8864032113237885e-09,0.168,,0.174,0.17
0.5,0.9,,1.8864032113237885e-09,,,,
0.6,0.6,2.8316026503692244,2.3580040141547357e-09,0.25,,0.25,0.258
0.6,0.7,2.7715112802169353,2.3580040141547357e-09,0.182,,0.194,0.2
0.6,0.8,2.5341435514937785,2.3580040141547357e-09,0.174,,0.164,0.154
0.6,0.9,1.279512022868854,2.3580040141547357e-09,0.16,,0.148,0.17
0.7,0.7,3.1044455771710426,3.144005352206314e-09,0.19,,0.19,0.194
0.7,0.8,2.9966523786733648,3.144005352206314e-09,0.148,,0.148,0.15
0.7,0.9,2.260867813191561,3.144005352206314e-09,0.138,,0.136,0.146
0.8,0.8,3.4948480183575636,4.716008028309472e-09,0.158,,0.16,0.162
0.8,0.9,3.1868178261226445,4.716008028309472e-09,0.154,,0.154,0.154
0.9,0.9,4.172702173830821,9.432016056618944e-09,0.14,,0.144,0.138
0.01,0.01,2.0086960664121003,9.527288946079735e-10,0.998,,0.992,0.986
0.01,0.02,1.012817910484383,9.527288946079735e-10,0.944,,0.932,0.906
0.01,0.03,0.0,9.527288946079735e-10,,,,
0.01,0.04,,9.527288946079735e-10,,,,
0.01,0.05,,9.527288946079735e-10,,,,
0.01,0.06,,9.527288946079735e-10,,,,
0.01,0.07,,9.527288946079735e-10,,,,
0.01,0.08,,9.527288946079735e-10,,,,
0.01,0.09,,9.527288946079735e-10,,,,
0.02,0.02,2.0174923319015567,9.624506180223408e-10,0.93,,0.936,0.916
0.02,0.03,1.5237427937005599,9.624506180223408e-10,0.894,,0.884,0.87
0.02,0.04,1.0259974685366282,9.624506180223408e-10,0.846,,0.826,0.792
0.02,0.05,0.5204973909530104,9.624506180223408e-10,0.74,0.498,0.74,0.656
0.02,0.06,0.0,9.624506180223408e-10,,,,
0.02,0.07,,9.624506180223408e-10,,,,
0.02,0.08,,9.624506180223408e-10,,,,
0.02,0.09,,9.624506180223408e-10,,,,
0.03,0.03,2.0263908845731886,9.723727893421588e-10,0.902,,0.906,0.88
0.03,0.04,1.6999049458658522,9.723727893421588e-10,0.814,,0.814,0.794
0.03,0.05,1.3713591436011812,9.723727893421588e-10,0.774,,0.772,0.77
0.03,0.06,1.0395553856952602,9.723727893421588e-10,0.754,,0.75,0.722
0.03,0.07,0.7026364437979777,9.723727893421588e-10,0.702,0.518,0.71,0.662
0.03,0.08,0.35768388713612886,9.723727893421588e-10,0.636,0.34,0.614,0.53
0.03,0.09,0.0,9.723727893421588e-10,,,,
0.04,0.04,2.035393877584003,9.825016725644732e-10,0.782,,0.772,0.78
0.04,0.05,1.7925666279664088,9.825016725644732e-10,0.812,,0.802,0.784
0.04,0.06,1.5483971619696448,9.825016725644732e-10,0.782,,0.782,0.754
0.04,0.07,1.3023115139533066,9.825016725644732e-10,0.766,,0.756,0.734
0.04,0.08,1.0535094870288013,9.825016725644732e-10,0.7,,0.682,0.668
0.04,0.09,0.8008675502905084,9.825016725644732e-10,0.654,0.536,0.612,0.642
0.05,0.05,2.044503531868755,9.92843795433573e-10,0.792,,0.796,0.79
0.05,0.06,1.851907956387527,9.92843795433573e-10,0.764,,0.778,0.768
0.05,0.07,1.658337114899562,9.92843795433573e-10,0.67,,0.68,0.69
0.05,0.08,1.4634566544539023,9.92843795433573e-10,0.738,,0.73,0.72
0.05,0.09,1.2668290103704751,9.92843795433573e-10,0.65,,0.634,0.65
0.06,0.06,2.0537221390097273,1.0034059634701004e-09,0.772,,0.772,0.754
0.06,0.07,1.8946493421047421,1.0034059634701004e-09,0.734,,0.728,0.722
0.06,0.08,1.734822900015158,1.0034059634701004e-09,0.738,,0.728,0.726
0.06,0.09,1.5740245831458248,1.0034059634701004e-09,0.678,,0.666,0.67
0.07,0.07,2.0630520642599994,1.0141952749052624e-09,0.736,,0.73,0.716
0.07,0.08,1.9279563663670487,1.0141952749052624e-09,0.678,,0.676,0.668
0.07,0.09,1.7922552867491117,1.0141952749052624e-09,0.672,,0.66,0.666
0.08,0.08,2.0724957497301446,1.0252191365890155e-09,0.69,,0.684,0.678
0.08,0.09,1.9554125925657573,1.0252191365890155e-09,0.65,,0.644,0.662
0.09,0.09,2.0820557177490753,1.0364852809471368e-09,0.638,,0.654,0.65
0.11,0.11,2.101535013318088,1.0597770850133643e-09,0.606,,0.612,0.626
0.12,0.12,2.1114598195408156,1.071820006433971e-09,0.544,,0.54,0.55
0.13,0.13,2.121511873796272,1.084139776622867e-09,0.57,,0.552,0.572
0.14,0.14,2.1316941568743455,1.096746053095226e-09,0.532,,0.524,0.538
0.15,0.15,2.142009754320214,1.1096489478375227e-09,0.558,,0.558,0.556
0.16,0.16,2.152461861394364,1.1228590543593976e-09,0.514,,0.502,0.514
0.17,0.17,2.1630537883296337,1.1363874767010773e-09,0.552,,0.558,0.542
0.18,0.18,2.1737889659069087,1.1502458605632856e-09,0.498,,0.49,0.498
0.19,0.19,2.1846709513729072,1.1644464267430794e-09,0.488,,0.494,0.508
0.21,0.21,2.206890245394767,1.193926083116322e-09,0.526,,0.516,0.522
0.22,0.22,2.2182353593486406,1.2092328277716591e-09,0.488,,0.486,0.5
0.23,0.23,2.229742906658366,1.2249371502102522e-09,0.476,,0.478,0.468
0.24,0.24,2.24141717955747,1.2410547442919664e-09,0.436,,0.422,0.428
0.25,0.25,2.253262641034891,1.2576021408825257e-09,0.478,,0.472,0.48
0.26,0.26,2.2652839340048287,1.274596764407965e-09,0.458,,0.452,0.456
0.27,0.27,2.277485891100447,1.2920569940573896e-09,0.468,,0.456,0.458
0.28,0.28,2.2898735451430854,1.3100022300859644e-09,0.368,,0.38,0.384
0.29,0.29,2.3024521403436493,1.328452965720978e-09,0.408,,0.4,0.392
0.31,0.31,2.3282042608485662,1.366958848785354e-09,0.392,,0.376,0.386
0.32,0.32,2.3413894438768876,1.3870611847969038e-09,0.394,,0.412,0.412
0.33,0.33,2.3547889121287118,1.4077635905401406e-09,0.356,,0.348,0.35
0.34,0.34,2.368409165145718,1.4290933419119613e-09,0.366,,0.37,0.374
0.35,0.35,2.382257000416858,1.4510793933259914e-09,0.418,,0.4,0.408
0.36,0.36,2.396339531858863,1.4737525088467094e-09,0.364,,0.366,0.362
0.37,0.37,2.410664209752091,1.4971454058125307e-09,0.378,,0.364,0.37
0.38,0.38,2.4252388422714533,1.521292912357894e-09,0.388,,0.378,0.378
0.39,0.39,2.4400716187680507,1.5462321404293348e-09,0.336,,0.322,0.334
0.41,0.41,2.4705464203327727,1.598646789257448e-09,0.308,,0.31,0.308
0.42,0.42,2.486206967647639,1.6262096649343005e-09,0.304,,0.312,0.314
0.43,0.43,2.5021627653331873,1.6547396590559546e-09,0.302,,0.3,0.306
0.44,0.44,2.5184243325027045,1.6842885815390964e-09,0.324,,0.318,0.332
0.45,0.45,2.5350027572246803,1.714912010294353e-09,0.302,,0.308,0.314
0.46,0.46,2.5519097382883658,1.7466696401146193e-09,0.284,,0.292,0.288
0.47,0.47,2.5691576308733297,1.7796256710601779e-09,0.318,,0.318,0.318
0.48,0.48,2.5867594965692633,1.8138492416574886e-09,0.286,,0.288,0.282
0.49,0.49,2.6047291582529537,1.8494149130625379e-09,0.31,,0.296,0.3
0.51,0.51,2.6418313354877627,1.9249012360446816e-09,0.27,,0.27,0.276
0.52,0.52,2.6609958772505924,1.9650033451289463e-09,0.272,,0.282,0.27
0.53,0.53,2.68059242164071,2.0068119269402007e-09,0.238,,0.256,0.242
0.54,0.54,2.7006396365018737,2.050438273178031e-09,0.224,,0.236,0.234
0.55,0.55,2.7211574210973763,2.0960035681375435e-09,0.236,,0.234,0.238
0.56,0.56,2.7421670168240397,2.143640012867942e-09,0.242,,0.25,0.242
0.57,0.57,2.763691130655144,2.1934921061904513e-09,0.244,,0.246,0.248
0.58,0.58,2.7857540731098784,2.2457181087187953e-09,0.25,,0.248,0.248
0.59,0.59,2.8083819128502006,2.300491721126571e-09,0.216,,0.206,0.21
0.61,0.61,2.855446413672155,2.4184656555433183e-09,0.242,,0.238,0.25
0.62,0.62,2.8799456793783946,2.4821094885839328e-09,0.216,,0.222,0.224
0.63,0.63,2.905135523313814,2.54919352881593e-09,0.214,,0.216,0.212
0.64,0.64,2.931053905442829,2.6200044601719287e-09,0.232,,0.236,0.23
0.65,0.65,2.95774199494668,2.6948617304625565e-09,0.2,,0.2,0.198
0.66,0.66,2.9852445424330374,2.7741223695938075e-09,0.238,,0.234,0.238
