m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.1,0.1,0.5,9.432016056618942e-10,0.988,0.526,0.932,0.882
0.1,0.2,0.5,9.432016056618942e-10,0.982,0.552,0.918,0.884
0.1,0.3,0.5,9.432016056618942e-10,0.988,0.524,0.932,0.882
0.1,0.4,0.5,9.432016056618942e-10,0.982,0.554,0.92,0.884
0.1,0.5,0.5,9.432016056618942e-10,0.988,0.524,0.93,0.882
0.1,0.6,0.5,9.432016056618942e-10,0.982,0.554,0.92,0.886
0.1,0.7,0.5,9.432016056618942e-10,0.988,0.526,0.93,0.88
0.1,0.8,0.5,9.432016056618942e-10,0.982,0.55,0.92,0.886
0.1,0.9,0.5,9.432016056618942e-10,0.988,0.528,0.93,0.88
0.2,0.2,0.5,9.432016056618942e-10,0.982,0.55,0.92,0.886
0.2,0.3,0.5,9.432016056618942e-10,0.988,0.528,0.93,0.88
0.2,0.4,0.5,9.432016056618942e-10,0.982,0.548,0.92,0.886
0.2,0.5,0.5,9.432016056618942e-10,0.988,0.532,0.932,0.882
0.2,0.6,0.5,9.432016056618942e-10,0.982,0.544,0.918,0.884
0.2,0.7,0.5,9.432016056618942e-10,0.988,0.532,0.932,0.882
0.2,0.8,0.5,9.432016056618942e-10,0.982,0.546,0.918,0.884
0.2,0.9,0.5,9.432016056618942e-10,0.988,0.534,0.932,0.882
0.3,0.3,0.5,9.432016056618942e-10,0.982,0.542,0.918,0.884
0.3,0.4,0.5,9.432016056618942e-10,0.988,0.536,0.932,0.882
0.3,0.5,0.5,9.432016056618942e-10,0.982,0.542,0.92,0.884
0.3,0.6,0.5,9.432016056618942e-10,0.988,0.536,0.93,0.882
0.3,0.7,0.5,9.432016056618942e-10,0.982,0.544,0.92,0.884
0.3,0.8,0.5,9.432016056618942e-10,0.988,0.534,0.93,0.882
0.3,0.9,0.5,9.432016056618942e-10,0.982,0.544,0.92,0.884
0.4,0.4,0.5,9.432016056618942e-10,0.988,0.532,0.93,0.884
0.4,0.5,0.5,9.432016056618942e-10,0.982,0.546,0.92,0.884
0.4,0.6,0.5,9.432016056618942e-10,0.988,0.534,0.93,0.882
0.4,0.7,0.5,9.432016056618942e-10,0.982,0.546,0.92,0.884
0.4,0.8,0.5,9.432016056618942e-10,0.988,0.53,0.93,0.886
0.4,0.9,0.5,9.432016056618942e-10,0.982,0.546,0.92,0.88
0.5,0.5,0.5,9.432016056618942e-10,0.988,0.53,0.93,0.886
0.5,0.6,0.5,9.432016056618942e-10,0.982,0.546,0.922,0.88
0.5,0.7,0.5,9.432016056618942e-10,0.988,0.532,0.928,0.886
0.5,0.8,0.5,9.432016056618942e-10,0.982,0.546,0.924,0.88
0.5,0.9,0.5,9.432016056618942e-10,0.988,0.532,0.928,0.886
0.6,0.6,0.5,9.432016056618942e-10,0.982,0.544,0.922,0.88
0.6,0.7,0.5,9.432016056618942e-10,0.988,0.532,0.928,0.886
0.6,0.8,0.5,9.432016056618942e-10,0.982,0.544,0.922,0.882
0.6,0.9,0.5,9.432016056618942e-10,0.988,0.536,0.93,0.884
0.7,0.7,0.5,9.432016056618942e-10,0.982,0.542,0.92,0.882
0.7,0.8,0.5,9.432016056618942e-10,0.988,0.536,0.93,0.884
0.7,0.9,0.5,9.432016056618942e-10,0.982,0.544,0.92,0.882
0.8,0.8,0.5,9.432016056618942e-10,0.988,0.542,0.93,0.892
0.8,0.9,0.5,9.432016056618942e-10,0.986,0.512,0.932,0.91
0.9,0.9,0.5,9.432016056618942e-10,0.99,0.506,0.936,0.904
0.01,0.01,0.5,9.432016056618942e-10,0.986,0.512,0.932,0.912
0.01,0.02,0.5,9.432016056618942e-10,0.99,0.506,0.938,0.904
0.01,0.03,0.5,9.432016056618942e-10,0.986,0.512,0.93,0.91
0.01,0.04,0.5,9.432016056618942e-10,0.99,0.506,0.938,0.904
0.01,0.05,0.5,9.432016056618942e-10,0.986,0.51,0.93,0.91
0.01,0.06,0.5,9.432016056618942e-10,0.99,0.51,0.938,0.906
0.01,0.07,0.5,9.432016056618942e-10,0.986,0.508,0.93,0.908
0.01,0.08,0.5,9.432016056618942e-10,0.99,0.51,0.938,0.906
0.01,0.09,0.5,9.432016056618942e-10,0.986,0.508,0.93,0.908
0.02,0.02,0.5,9.432016056618942e-10,0.99,0.512,0.938,0.906
0.02,0.03,0.5,9.432016056618942e-10,0.986,0.506,0.93,0.908
0.02,0.04,0.5,9.432016056618942e-10,0.99,0.51,0.94,0.908
0.02,0.05,0.5,9.432016056618942e-10,0.986,0.508,0.928,0.908
0.02,0.06,0.5,9.432016056618942e-10,0.99,0.51,0.94,0.906
0.02,0.07,0.5,9.432016056618942e-10,0.986,0.508,0.928,0.908
0.02,0.08,0.5,9.432016056618942e-10,0.99,0.51,0.94,0.906
0.02,0.09,0.5,9.432016056618942e-10,0.986,0.508,0.928,0.908
0.03,0.03,0.5,9.432016056618942e-10,0.99,0.508,0.94,0.906
0.03,0.04,0.5,9.432016056618942e-10,0.986,0.508,0.928,0.908
0.03,0.05,0.5,9.432016056618942e-10,0.99,0.51,0.94,0.906
0.03,0.06,0.5,9.432016056618942e-10,0.986,0.508,0.928,0.908
0.03,0.07,0.5,9.432016056618942e-10,0.99,0.508,0.94,0.906
0.03,0.08,0.5,9.432016056618942e-10,0.986,0.508,0.928,0.91
0.03,0.09,0.5,9.432016056618942e-10,0.99,0.51,0.94,0.904
0.04,0.04,0.5,9.432016056618942e-10,0.986,0.51,0.928,0.91
0.04,0.05,0.5,9.432016056618942e-10,0.99,0.508,0.942,0.904
0.04,0.06,0.5,9.432016056618942e-10,0.986,0.51,0.926,0.91
0.04,0.07,0.5,9.432016056618942e-10,0.99,0.508,0.942,0.904
0.04,0.08,0.5,9.432016056618942e-10,0.986,0.51,0.926,0.91
0.04,0.09,0.5,9.432016056618942e-10,0.99,0.506,0.942,0.904
0.05,0.05,0.5,9.432016056618942e-10,0.986,0.51,0.926,0.91
0.05,0.06,0.5,9.432016056618942e-10,0.99,0.508,0.942,0.904
0.05,0.07,0.5,9.432016056618942e-10,0.986,0.508,0.926,0.91
0.05,0.08,0.5,9.432016056618942e-10,0.99,0.508,0.942,0.904
0.05,0.09,0.5,9.432016056618942e-10,0.986,0.512,0.928,0.91
0.06,0.06,0.5,9.432016056618942e-10,0.99,0.508,0.94,0.904
0.06,0.07,0.5,9.432016056618942e-10,0.986,0.508,0.928,0.91
0.06,0.08,0.5,9.432016056618942e-10,0.99,0.508,0.94,0.904
0.06,0.09,0.5,9.432016056618942e-10,0.986,0.51,0.928,0.91
0.07,0.07,0.5,9.432016056618942e-10,0.99,0.51,0.94,0.906
0.07,0.08,0.5,9.432016056618942e-10,0.988,0.532,0.912,0.876
0.07,0.09,0.5,9.432016056618942e-10,0.992,0.54,0.906,0.87
0.08,0.08,0.5,9.432016056618942e-10,0.99,0.544,0.902,0.862
0.08,0.09,0.5,9.432016056618942e-10,0.992,0.538,0.906,0.868
0.09,0.09,0.5,9.432016056618942e-10,0.99,0.546,0.902,0.862
0.11,0.11,0.5,9.432016056618942e-10,0.992,0.538,0.906,0.868
0.12,0.12,0.5,9.432016056618942e-10,0.99,0.546,0.902,0.862
0.13,0.13,0.5,9.432016056618942e-10,0.992,0.538,0.906,0.87
0.14,0.14,0.5,9.432016056618942e-10,0.99,0.546,0.902,0.86
0.15,0.15,0.5,9.432016056618942e-10,0.994,0.538,0.906,0.872
0.16,0.16,0.5,9.432016056618942e-10,0.988,0.546,0.902,0.862
0.17,0.17,0.5,9.432016056618942e-10,0.994,0.536,0.908,0.872
0.18,0.18,0.5,9.432016056618942e-10,0.988,0.548,0.9,0.86
0.19,0.19,0.5,9.432016056618942e-10,0.994,0.534,0.908,0.872
0.21,0.21,0.5,9.432016056618942e-10,0.988,0.55,0.9,0.858
0.22,0.22,0.5,9.432016056618942e-10,0.994,0.536,0.908,0.872
0.23,0.23,0.5,9.432016056618942e-10,0.988,0.548,0.9,0.858
0.24,0.24,0.5,9.432016056618942e-10,0.994,0.534,0.91,0.872
0.25,0.25,0.5,9.432016056618942e-10,0.988,0.548,0.898,0.858
0.26,0.26,0.5,9.432016056618942e-10,0.994,0.536,0.912,0.872
0.27,0.27,0.5,9.432016056618942e-10,0.988,0.548,0.896,0.858
0.28,0.28,0.5,9.432016056618942e-10,0.994,0.536,0.914,0.872
0.29,0.29,0.5,9.432016056618942e-10,0.988,0.546,0.894,0.858
0.31,0.31,0.5,9.432016056618942e-10,0.994,0.538,0.914,0.872
0.32,0.32,0.5,9.432016056618942e-10,0.988,0.544,0.894,0.858
0.33,0.33,0.5,9.432016056618942e-10,0.994,0.54,0.914,0.872
0.34,0.34,0.5,9.432016056618942e-10,0.988,0.546,0.896,0.858
0.35,0.35,0.5,9.432016056618942e-10,0.994,0.536,0.912,0.872
0.36,0.36,0.5,9.432016056618942e-10,0.988,0.548,0.896,0.858
0.37,0.37,0.5,9.432016056618942e-10,0.994,0.536,0.912,0.874
0.38,0.38,0.5,9.432016056618942e-10,0.988,0.548,0.896,0.858
0.39,0.39,0.5,9.432016056618942e-10,0.994,0.536,0.912,0.874
0.41,0.41,0.5,9.432016056618942e-10,0.988,0.548,0.896,0.856
0.42,0.42,0.5,9.432016056618942e-10,0.994,0.536,0.912,0.878
0.43,0.43,0.5,9.432016056618942e-10,0.988,0.55,0.896,0.852
0.44,0.44,0.5,9.432016056618942e-10,0.994,0.536,0.912,0.878
0.45,0.45,0.5,9.432016056618942e-10,0.988,0.55,0.898,0.852
0.46,0.46,0.5,9.432016056618942e-10,0.994,0.534,0.91,0.878
0.47,0.47,0.5,9.432016056618942e-10,0.988,0.548,0.9,0.852
0.48,0.48,0.5,9.432016056618942e-10,0.994,0.536,0.908,0.878
0.49,0.49,0.5,9.432016056618942e-10,0.988,0.546,0.9,0.854
0.51,0.51,0.5,9.432016056618942e-10,0.994,0.538,0.908,0.876
0.52,0.52,0.5,9.432016056618942e-10,0.988,0.546,0.9,0.854
0.53,0.53,0.5,9.432016056618942e-10,0.982,0.522,0.926,0.886
0.54,0.54,0.5,9.432016056618942e-10,0.97,0.52,0.932,0.878
0.55,0.55,0.5,9.432016056618942e-10,0.976,0.504,0.918,0.858
0.56,0.56,0.5,9.432016056618942e-10,0.97,0.518,0.932,0.878
0.57,0.57,0.5,9.432016056618942e-10,0.976,0.504,0.918,0.858
0.58,0.58,0.5,9.432016056618942e-10,0.97,0.52,0.932,0.88
0.59,0.59,0.5,9.432016056618942e-10,0.976,0.504,0.918,0.856
0.61,0.61,0.5,9.432016056618942e-10,0.97,0.52,0.932,0.88
0.62,0.62,0.5,9.432016056618942e-10,0.976,0.502,0.918,0.856
0.63,0.63,0.5,9.432016056618942e-10,0.97,0.522,0.932,0.88
0.64,0.64,0.5,9.432016056618942e-10,0.976,0.5,0.918,0.856
0.65,0.65,0.5,9.432016056618942e-10,0.97,0.526,0.934,0.88
0.66,0.66,0.5,9.432016056618942e-10,0.976,0.498,0.916,0.856
0.67,0.67,0.5,9.432016056618942e-10,0.97,0.526,0.934,0.88
0.68,0.68,0.5,9.432016056618942e-10,0.976,0.496,0.916,0.856
0.69,0.69,0.5,9.432016056618942e-10,0.972,0.528,0.936,0.88
0.71,0.71,0.5,9.432016056618942e-10,0.974,0.494,0.914,0.856
0.72,0.72,0.5,9.432016056618942e-10,0.972,0.53,0.936,0.88
0.73,0.73,0.5,9.432016056618942e-10,0.974,0.494,0.916,0.858
0.74,0.74,0.5,9.432016056618942e-10,0.972,0.53,0.934,0.878
0.75,0.75,0.5,9.432016056618942e-10,0.974,0.494,0.916,0.858
