m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.1,0.1,0.45985805124959506,2.0250405006075078e-10,0.998,0.728,0.982,0.948
0.1,0.2,1.4180370928606563,2.0250405006075078e-10,1.0,,1.0,1.0
0.1,0.3,2.374390515085868,2.0250405006075078e-10,1.0,,1.0,1.0
0.1,0.4,3.328751625269407,2.0250405006075078e-10,1.0,,1.0,1.0
0.1,0.5,4.280929803620162,2.0250405006075078e-10,1.0,,1.0,1.0
0.1,0.6,5.230705692735597,2.0250405006075078e-10,1.0,,1.0,1.0
0.1,0.7,6.177825113937635,2.0250405006075078e-10,1.0,,1.0,1.0
0.1,0.8,7.121991283339271,2.0250405006075078e-10,1.0,,1.0,1.0
0.1,0.9,8.069960856551647,2.0250405006075078e-10,1.0,,1.0,1.0
0.2,0.2,0.4180370928606561,1.8000360005400076e-10,0.988,0.71,0.974,0.916
0.2,0.3,0.8743905150858681,1.8000360005400076e-10,1.0,0.892,0.996,0.992
0.2,0.4,1.3287516252694076,1.8000360005400076e-10,1.0,,1.0,1.0
0.2,0.5,1.7809298036201613,1.8000360005400076e-10,1.0,,1.0,1.0
0.2,0.6,2.230705692735597,1.8000360005400076e-10,1.0,,1.0,1.0
0.2,0.7,2.677825113937636,1.8000360005400076e-10,1.0,,1.0,1.0
0.2,0.8,3.1311913858301987,1.8000360005400076e-10,1.0,,1.0,1.0
0.2,0.9,4.284565468042477,1.8000360005400076e-10,1.0,,1.0,1.0
0.3,0.3,0.37439051508586846,1.5750315004725067e-10,0.992,0.652,0.956,0.914
0.3,0.4,0.6620849586027407,1.5750315004725067e-10,1.0,0.818,0.99,0.99
0.3,0.5,0.9475964702868284,1.5750315004725067e-10,1.0,0.904,1.0,0.996
0.3,0.6,1.2307056927355975,1.5750315004725067e-10,1.0,,1.0,1.0
0.3,0.7,1.5192287736285799,1.5750315004725067e-10,1.0,,1.0,1.0
0.3,0.8,1.929887714963421,1.5750315004725067e-10,1.0,,1.0,1.0
0.3,0.9,3.2806469044451063,1.5750315004725067e-10,1.0,,1.0,1.0
0.4,0.4,0.3287516252694073,1.3500270004050055e-10,0.986,0.624,0.942,0.882
0.4,0.5,0.5309298036201614,1.3500270004050055e-10,0.996,0.774,0.98,0.962
0.4,0.6,0.7354847533049613,1.3500270004050055e-10,1.0,0.84,0.99,0.99
0.4,0.7,0.9724216723792499,1.3500270004050055e-10,1.0,0.9,1.0,0.996
0.4,0.8,1.3625307643525733,1.3500270004050055e-10,1.0,,1.0,1.0
0.4,0.9,2.7046149070688505,1.3500270004050055e-10,1.0,,1.0,1.0
0.5,0.5,0.28092980362016146,1.1250225003375047e-10,0.956,0.582,0.93,0.846
0.5,0.6,0.4410405561104139,1.1250225003375047e-10,0.996,0.702,0.974,0.942
0.5,0.7,0.6388931431982581,1.1250225003375047e-10,1.0,0.812,0.99,0.99
0.5,0.8,0.9886300258909754,1.1250225003375047e-10,1.0,0.9,1.0,0.996
0.5,0.9,2.177825113937637,1.1250225003375047e-10,1.0,,1.0,1.0
0.6,0.6,0.2307056927355977,9.000180002700038e-11,0.918,0.552,0.866,0.776
0.6,0.7,0.3902683998635958,9.000180002700038e-11,0.994,0.68,0.96,0.91
0.6,0.8,0.6829925611006017,9.000180002700038e-11,1.0,0.826,0.992,0.992
0.6,0.9,1.6502978251128062,9.000180002700038e-11,1.0,,1.0,1.0
0.7,0.7,0.1778251139376357,6.750135002025028e-11,0.878,0.474,0.83,0.714
0.7,0.8,0.4152962404726778,6.750135002025028e-11,0.998,0.688,0.968,0.922
0.7,0.9,1.1219912833392713,6.750135002025028e-11,1.0,,1.0,0.996
0.8,0.8,0.12199128333927091,4.5000900013500165e-11,0.774,0.4,0.73,0.594
0.8,0.9,0.5928600813128483,4.5000900013500165e-11,1.0,0.792,0.98,0.982
0.9,0.9,0.06285472347373035,2.2500450006750082e-11,0.578,0.242,0.488,0.424
0.01,0.01,0.49605754532553353,2.2275445506682583e-10,0.992,0.738,0.962,0.962
0.01,0.02,1.4920994861619232,2.2275445506682583e-10,1.0,,1.0,1.0
0.01,0.03,2.488125698490994,2.2275445506682583e-10,1.0,,1.0,1.0
0.01,0.04,3.4841360568101942,2.2275445506682583e-10,1.0,,1.0,1.0
0.01,0.05,4.480130434108827,2.2275445506682583e-10,1.0,,1.0,1.0
0.01,0.06,5.476108701843772,2.2275445506682583e-10,1.0,,1.0,1.0
0.01,0.07,6.472070729914749,2.2275445506682583e-10,1.0,,1.0,1.0
0.01,0.08,7.468016386639051,2.2275445506682583e-10,1.0,,1.0,1.0
0.01,0.09,8.463945538725794,2.2275445506682583e-10,1.0,,1.0,1.0
0.02,0.02,0.4920994861619237,2.2050441006615078e-10,0.992,0.74,0.968,0.974
0.02,0.03,0.9881256984909933,2.2050441006615078e-10,1.0,0.884,0.998,1.0
0.02,0.04,1.484136056810195,2.2050441006615078e-10,1.0,,1.0,1.0
0.02,0.05,1.9801304341088264,2.2050441006615078e-10,1.0,,1.0,1.0
0.02,0.06,2.476108701843772,2.2050441006615078e-10,1.0,,1.0,1.0
0.02,0.07,2.972070729914748,2.2050441006615078e-10,1.0,,1.0,1.0
0.02,0.08,3.4680163866390505,2.2050441006615078e-10,1.0,,1.0,1.0
0.02,0.09,3.9639455387257905,2.2050441006615078e-10,1.0,,1.0,1.0
0.03,0.03,0.48812569849099385,2.182543650654759e-10,0.992,0.718,0.964,0.964
0.03,0.04,0.8174693901435289,2.182543650654759e-10,0.998,0.85,0.998,0.988
0.03,0.05,1.1467971007754936,2.182543650654759e-10,1.0,,1.0,1.0
0.03,0.06,1.476108701843772,2.182543650654759e-10,1.0,,1.0,1.0
0.03,0.07,1.8054040632480823,2.182543650654759e-10,1.0,,1.0,1.0
0.03,0.08,2.1346830533057184,2.182543650654759e-10,1.0,,1.0,1.0
0.03,0.09,2.4639455387257914,2.182543650654759e-10,1.0,,1.0,1.0
0.04,0.04,0.4841360568101951,2.1600432006480083e-10,0.994,0.716,0.982,0.944
0.04,0.05,0.7301304341088268,2.1600432006480083e-10,1.0,0.81,0.994,0.996
0.04,0.06,0.9761087018437724,2.1600432006480083e-10,1.0,0.874,0.998,1.0
0.04,0.07,1.2220707299147484,2.1600432006480083e-10,1.0,,1.0,1.0
0.04,0.08,1.4680163866390517,2.1600432006480083e-10,1.0,,1.0,1.0
0.04,0.09,1.7139455387257918,2.1600432006480083e-10,1.0,,1.0,1.0
0.05,0.05,0.48013043410882683,2.137542750641258e-10,0.996,0.69,0.964,0.958
0.05,0.06,0.6761087018437724,2.137542750641258e-10,1.0,0.77,0.988,0.984
0.05,0.07,0.8720707299147487,2.137542750641258e-10,1.0,0.844,0.998,0.996
0.05,0.08,1.0680163866390515,2.137542750641258e-10,1.0,,1.0,0.998
0.05,0.09,1.263945538725791,2.137542750641258e-10,1.0,,1.0,1.0
0.06,0.06,0.4761087018437724,2.1150423006345087e-10,0.986,0.734,0.972,0.964
0.06,0.07,0.6387373965814154,2.1150423006345087e-10,1.0,0.752,0.986,0.98
0.06,0.08,0.8013497199723856,2.1150423006345087e-10,0.998,0.836,0.992,0.99
0.06,0.09,0.9639455387257913,2.1150423006345087e-10,1.0,0.882,1.0,0.998
0.07,0.07,0.4720707299147485,2.0925418506277583e-10,0.982,0.712,0.976,0.932
0.07,0.08,0.6108735294961944,2.0925418506277583e-10,0.996,0.792,0.984,0.982
0.07,0.09,0.7496598244400766,2.0925418506277583e-10,1.0,0.836,0.99,0.982
0.08,0.08,0.4680163866390518,2.0700414006210092e-10,0.988,0.722,0.97,0.93
0.08,0.09,0.588945538725791,2.0700414006210092e-10,0.992,0.77,0.986,0.972
0.09,0.09,0.46394553872579114,2.0475409506142587e-10,0.988,0.718,0.968,0.93
0.11,0.11,0.45575378762377566,2.0025400506007579e-10,0.988,0.688,0.952,0.94
0.12,0.12,0.45163260957294576,1.9800396005940085e-10,0.99,0.72,0.97,0.942
0.13,0.13,0.44749437710506174,1.9575391505872575e-10,0.99,0.672,0.968,0.93
0.14,0.14,0.44333894848289374,1.935038700580507e-10,0.984,0.712,0.966,0.918
0.15,0.15,0.43916618019489273,1.9125382505737582e-10,0.992,0.67,0.972,0.934
0.16,0.16,0.43497592692545334,1.8900378005670073e-10,0.99,0.716,0.948,0.92
0.17,0.17,0.43076804152454756,1.8675373505602566e-10,0.976,0.682,0.972,0.898
0.18,0.18,0.4265423749767188,1.8450369005535077e-10,0.99,0.674,0.966,0.928
0.19,0.19,0.4222987763694164,1.822536450546757e-10,0.978,0.682,0.954,0.936
0.21,0.21,0.4137571696459893,1.7775355505332575e-10,0.992,0.69,0.956,0.938
0.22,0.22,0.4094588499247608,1.755035100526507e-10,0.98,0.672,0.946,0.932
0.23,0.23,0.40514197486564013,1.7325346505197566e-10,0.986,0.656,0.96,0.918
0.24,0.24,0.40080638357140336,1.7100342005130077e-10,0.982,0.692,0.95,0.924
0.25,0.25,0.3964519130429505,1.6875337505062563e-10,0.98,0.64,0.948,0.888
0.26,0.26,0.3920783981425341,1.6650333004995064e-10,0.986,0.678,0.966,0.926
0.27,0.27,0.38768567155618155,1.6425328504927567e-10,0.986,0.646,0.956,0.906
0.28,0.28,0.3832735637552874,1.6200324004860063e-10,0.986,0.658,0.96,0.906
0.29,0.29,0.3788419029573562,1.597531950479256e-10,0.978,0.63,0.948,0.892
0.31,0.31,0.3699192237292539,1.5525310504657563e-10,0.98,0.664,0.964,0.896
0.32,0.32,0.36542785009893863,1.530030600459006e-10,0.972,0.658,0.936,0.892
0.33,0.33,0.36091621298644966,1.5075301504522562e-10,0.986,0.64,0.936,0.906
0.34,0.34,0.35638412871954467,1.4850297004455058e-10,0.974,0.648,0.96,0.882
0.35,0.35,0.35183141111734534,1.4625292504387556e-10,0.984,0.602,0.958,0.892
0.36,0.36,0.3472578714444431,1.440028800432006e-10,0.972,0.638,0.946,0.886
0.37,0.37,0.3426633183639511,1.4175283504252555e-10,0.98,0.622,0.95,0.888
0.38,0.38,0.3380475578894727,1.3950279004185054e-10,0.98,0.624,0.938,0.862
0.39,0.39,0.33341039333595685,1.372527450411756e-10,0.97,0.606,0.902,0.876
0.41,0.41,0.324071051455416,1.3275265503982554e-10,0.978,0.596,0.924,0.858
0.42,0.42,0.3193684668064857,1.3050261003915055e-10,0.972,0.618,0.904,0.876
0.43,0.43,0.3146436633281093,1.282525650384755e-10,0.98,0.588,0.918,0.852
0.44,0.44,0.30989643006356743,1.260025200378005e-10,0.964,0.606,0.908,0.87
0.45,0.45,0.30512655303741093,1.2375247503712552e-10,0.964,0.608,0.91,0.836
0.46,0.46,0.3003338151975887,1.2150243003645048e-10,0.972,0.598,0.888,0.862
0.47,0.47,0.29551799635618126,1.1925238503577549e-10,0.972,0.598,0.918,0.842
0.48,0.48,0.2906788731287013,1.1700234003510052e-10,0.978,0.58,0.892,0.82
0.49,0.49,0.2858162188719178,1.1475229503442544e-10,0.978,0.568,0.88,0.84
0.51,0.51,0.2760193940200654,1.1025220503307539e-10,0.968,0.568,0.886,0.848
0.52,0.52,0.27108475326369763,1.0800216003240041e-10,0.952,0.558,0.864,0.836
0.53,0.53,0.2661256410200323,1.0575211503172544e-10,0.96,0.558,0.878,0.836
0.54,0.54,0.26114181336471715,1.0350207003105039e-10,0.952,0.544,0.864,0.818
0.55,0.55,0.2561330227080783,1.0125202503037539e-10,0.958,0.55,0.872,0.82
0.56,0.56,0.2510990177213167,9.900198002970042e-11,0.954,0.53,0.864,0.802
