m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.1,0.1,0.5,2.2500450006750095e-10,0.74,0.648,0.736,0.704
0.1,0.2,0.5,2.2500450006750095e-10,0.678,0.66,0.688,0.674
0.1,0.3,0.5,2.2500450006750095e-10,0.63,0.566,0.646,0.604
0.1,0.4,0.5,2.2500450006750095e-10,0.58,0.484,0.558,0.578
0.1,0.5,0.5,2.2500450006750095e-10,0.518,0.456,0.502,0.52
0.1,0.6,0.5,2.2500450006750095e-10,0.448,0.398,0.442,0.424
0.1,0.7,0.5,2.2500450006750095e-10,0.386,0.338,0.412,0.382
0.1,0.8,0.5,2.2500450006750095e-10,0.328,0.324,0.314,0.32
0.1,0.9,0.5,2.2500450006750095e-10,0.27,0.218,0.28,0.292
0.2,0.2,0.5,2.2500450006750095e-10,0.668,0.654,0.682,0.668
0.2,0.3,0.5,2.2500450006750095e-10,0.638,0.556,0.638,0.622
0.2,0.4,0.5,2.2500450006750095e-10,0.57,0.496,0.56,0.582
0.2,0.5,0.5,2.2500450006750095e-10,0.508,0.446,0.506,0.512
0.2,0.6,0.5,2.2500450006750095e-10,0.444,0.406,0.45,0.414
0.2,0.7,0.5,2.2500450006750095e-10,0.38,0.336,0.388,0.382
0.2,0.8,0.5,2.2500450006750095e-10,0.336,0.308,0.338,0.306
0.2,0.9,0.5,2.2500450006750095e-10,0.262,0.22,0.274,0.264
0.3,0.3,0.5,2.2500450006750095e-10,0.612,0.558,0.602,0.6
0.3,0.4,0.5,2.2500450006750095e-10,0.59,0.48,0.574,0.578
0.3,0.5,0.5,2.2500450006750095e-10,0.488,0.452,0.49,0.48
0.3,0.6,0.5,2.2500450006750095e-10,0.438,0.37,0.43,0.42
0.3,0.7,0.5,2.2500450006750095e-10,0.358,0.32,0.384,0.342
0.3,0.8,0.5,2.2500450006750095e-10,0.348,0.296,0.324,0.334
0.3,0.9,0.5,2.2500450006750095e-10,0.268,0.218,0.272,0.276
0.4,0.4,0.5,2.2500450006750095e-10,0.568,0.486,0.566,0.584
0.4,0.5,0.5,2.2500450006750095e-10,0.494,0.448,0.506,0.468
0.4,0.6,0.5,2.2500450006750095e-10,0.44,0.388,0.408,0.41
0.4,0.7,0.5,2.2500450006750095e-10,0.352,0.326,0.39,0.354
0.4,0.8,0.5,2.2500450006750095e-10,0.342,0.294,0.332,0.336
0.4,0.9,0.5,2.2500450006750095e-10,0.24,0.204,0.268,0.254
0.5,0.5,0.5,2.2500450006750095e-10,0.498,0.428,0.486,0.478
0.5,0.6,0.5,2.2500450006750095e-10,0.43,0.374,0.42,0.39
0.5,0.7,0.5,2.2500450006750095e-10,0.37,0.324,0.4,0.386
0.5,0.8,0.5,2.2500450006750095e-10,0.302,0.288,0.318,0.308
0.5,0.9,0.5,2.2500450006750095e-10,0.258,0.204,0.234,0.254
0.6,0.6,0.5,2.2500450006750095e-10,0.42,0.382,0.422,0.384
0.6,0.7,0.5,2.2500450006750095e-10,0.374,0.32,0.388,0.388
0.6,0.8,0.5,2.2500450006750095e-10,0.318,0.28,0.322,0.298
0.6,0.9,0.5,2.2500450006750095e-10,0.262,0.208,0.252,0.222
0.7,0.7,0.5,2.2500450006750095e-10,0.344,0.302,0.382,0.374
0.7,0.8,0.5,2.2500450006750095e-10,0.338,0.272,0.338,0.31
0.7,0.9,0.5,2.2500450006750095e-10,0.24,0.2,0.242,0.248
0.8,0.8,0.5,2.2500450006750095e-10,0.296,0.25,0.314,0.282
0.8,0.9,0.5,2.2500450006750095e-10,0.238,0.132,0.216,0.254
0.9,0.9,0.5,2.2500450006750095e-10,0.212,0.144,0.202,0.244
0.01,0.01,0.5,2.2500450006750095e-10,0.954,0.654,0.956,0.9
0.01,0.02,0.5,2.2500450006750095e-10,0.922,0.676,0.912,0.872
0.01,0.03,0.5,2.2500450006750095e-10,0.888,0.664,0.888,0.842
0.01,0.04,0.5,2.2500450006750095e-10,0.858,0.656,0.864,0.834
0.01,0.05,0.5,2.2500450006750095e-10,0.838,0.64,0.83,0.792
0.01,0.06,0.5,2.2500450006750095e-10,0.804,0.648,0.844,0.794
0.01,0.07,0.5,2.2500450006750095e-10,0.808,0.644,0.8,0.798
0.01,0.08,0.5,2.2500450006750095e-10,0.754,0.596,0.776,0.734
0.01,0.09,0.5,2.2500450006750095e-10,0.758,0.6,0.774,0.74
0.02,0.02,0.5,2.2500450006750095e-10,0.916,0.682,0.908,0.872
0.02,0.03,0.5,2.2500450006750095e-10,0.872,0.668,0.882,0.828
0.02,0.04,0.5,2.2500450006750095e-10,0.856,0.654,0.866,0.83
0.02,0.05,0.5,2.2500450006750095e-10,0.838,0.646,0.838,0.788
0.02,0.06,0.5,2.2500450006750095e-10,0.812,0.65,0.844,0.792
0.02,0.07,0.5,2.2500450006750095e-10,0.798,0.646,0.798,0.79
0.02,0.08,0.5,2.2500450006750095e-10,0.752,0.598,0.778,0.736
0.02,0.09,0.5,2.2500450006750095e-10,0.766,0.6,0.772,0.738
0.03,0.03,0.5,2.2500450006750095e-10,0.88,0.666,0.902,0.822
0.03,0.04,0.5,2.2500450006750095e-10,0.848,0.644,0.838,0.806
0.03,0.05,0.5,2.2500450006750095e-10,0.842,0.67,0.856,0.794
0.03,0.06,0.5,2.2500450006750095e-10,0.814,0.64,0.836,0.792
0.03,0.07,0.5,2.2500450006750095e-10,0.784,0.64,0.812,0.782
0.03,0.08,0.5,2.2500450006750095e-10,0.766,0.588,0.78,0.738
0.03,0.09,0.5,2.2500450006750095e-10,0.744,0.606,0.772,0.726
0.04,0.04,0.5,2.2500450006750095e-10,0.844,0.648,0.842,0.816
0.04,0.05,0.5,2.2500450006750095e-10,0.842,0.674,0.848,0.786
0.04,0.06,0.5,2.2500450006750095e-10,0.814,0.638,0.824,0.794
0.04,0.07,0.5,2.2500450006750095e-10,0.792,0.634,0.808,0.774
0.04,0.08,0.5,2.2500450006750095e-10,0.772,0.594,0.784,0.742
0.04,0.09,0.5,2.2500450006750095e-10,0.76,0.606,0.772,0.726
0.05,0.05,0.5,2.2500450006750095e-10,0.824,0.656,0.836,0.778
0.05,0.06,0.5,2.2500450006750095e-10,0.83,0.65,0.838,0.798
0.05,0.07,0.5,2.2500450006750095e-10,0.786,0.616,0.802,0.774
0.05,0.08,0.5,2.2500450006750095e-10,0.77,0.598,0.776,0.748
0.05,0.09,0.5,2.2500450006750095e-10,0.764,0.608,0.778,0.728
0.06,0.06,0.5,2.2500450006750095e-10,0.828,0.65,0.838,0.792
0.06,0.07,0.5,2.2500450006750095e-10,0.79,0.622,0.804,0.754
0.06,0.08,0.5,2.2500450006750095e-10,0.752,0.594,0.77,0.746
0.06,0.09,0.5,2.2500450006750095e-10,0.762,0.606,0.776,0.73
0.07,0.07,0.5,2.2500450006750095e-10,0.792,0.628,0.806,0.752
0.07,0.08,0.5,2.2500450006750095e-10,0.766,0.628,0.76,0.75
0.07,0.09,0.5,2.2500450006750095e-10,0.724,0.64,0.73,0.748
0.08,0.08,0.5,2.2500450006750095e-10,0.766,0.636,0.752,0.736
0.08,0.09,0.5,2.2500450006750095e-10,0.728,0.63,0.736,0.75
0.09,0.09,0.5,2.2500450006750095e-10,0.724,0.618,0.726,0.758
0.11,0.11,0.5,2.2500450006750095e-10,0.68,0.596,0.686,0.688
0.12,0.12,0.5,2.2500450006750095e-10,0.692,0.584,0.696,0.692
0.13,0.13,0.5,2.2500450006750095e-10,0.692,0.596,0.67,0.688
0.14,0.14,0.5,2.2500450006750095e-10,0.676,0.6,0.654,0.66
0.15,0.15,0.5,2.2500450006750095e-10,0.648,0.61,0.67,0.68
0.16,0.16,0.5,2.2500450006750095e-10,0.638,0.584,0.662,0.682
0.17,0.17,0.5,2.2500450006750095e-10,0.654,0.57,0.618,0.646
0.18,0.18,0.5,2.2500450006750095e-10,0.618,0.558,0.614,0.632
0.19,0.19,0.5,2.2500450006750095e-10,0.608,0.562,0.61,0.638
0.21,0.21,0.5,2.2500450006750095e-10,0.612,0.552,0.61,0.618
0.22,0.22,0.5,2.2500450006750095e-10,0.614,0.57,0.612,0.61
0.23,0.23,0.5,2.2500450006750095e-10,0.604,0.516,0.594,0.608
0.24,0.24,0.5,2.2500450006750095e-10,0.594,0.528,0.592,0.608
0.25,0.25,0.5,2.2500450006750095e-10,0.584,0.48,0.574,0.58
0.26,0.26,0.5,2.2500450006750095e-10,0.576,0.514,0.58,0.574
0.27,0.27,0.5,2.2500450006750095e-10,0.57,0.48,0.566,0.564
0.28,0.28,0.5,2.2500450006750095e-10,0.584,0.486,0.556,0.588
0.29,0.29,0.5,2.2500450006750095e-10,0.556,0.476,0.514,0.562
0.31,0.31,0.5,2.2500450006750095e-10,0.542,0.476,0.544,0.56
0.32,0.32,0.5,2.2500450006750095e-10,0.546,0.492,0.514,0.552
0.33,0.33,0.5,2.2500450006750095e-10,0.57,0.506,0.536,0.552
0.34,0.34,0.5,2.2500450006750095e-10,0.544,0.48,0.534,0.548
0.35,0.35,0.5,2.2500450006750095e-10,0.566,0.482,0.526,0.57
0.36,0.36,0.5,2.2500450006750095e-10,0.556,0.472,0.538,0.534
0.37,0.37,0.5,2.2500450006750095e-10,0.562,0.472,0.526,0.572
0.38,0.38,0.5,2.2500450006750095e-10,0.544,0.474,0.52,0.54
0.39,0.39,0.5,2.2500450006750095e-10,0.516,0.49,0.538,0.524
0.41,0.41,0.5,2.2500450006750095e-10,0.494,0.468,0.506,0.512
0.42,0.42,0.5,2.2500450006750095e-10,0.504,0.47,0.496,0.496
0.43,0.43,0.5,2.2500450006750095e-10,0.508,0.438,0.48,0.506
0.44,0.44,0.5,2.2500450006750095e-10,0.514,0.44,0.484,0.506
0.45,0.45,0.5,2.2500450006750095e-10,0.502,0.44,0.498,0.496
0.46,0.46,0.5,2.2500450006750095e-10,0.51,0.442,0.488,0.506
0.47,0.47,0.5,2.2500450006750095e-10,0.49,0.422,0.478,0.474
0.48,0.48,0.5,2.2500450006750095e-10,0.52,0.444,0.484,0.494
0.49,0.49,0.5,2.2500450006750095e-10,0.492,0.412,0.474,0.48
0.51,0.51,0.5,2.2500450006750095e-10,0.468,0.43,0.48,0.472
0.52,0.52,0.5,2.2500450006750095e-10,0.422,0.384,0.438,0.442
0.53,0.53,0.5,2.2500450006750095e-10,0.466,0.418,0.472,0.47
0.54,0.54,0.5,2.2500450006750095e-10,0.44,0.406,0.452,0.44
0.55,0.55,0.5,2.2500450006750095e-10,0.406,0.384,0.414,0.418
