m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.56,0.56,0.5,2.2500450006750095e-10,0.436,0.39,0.442,0.442
0.57,0.57,0.5,2.2500450006750095e-10,0.408,0.366,0.41,0.402
0.58,0.58,0.5,2.2500450006750095e-10,0.434,0.392,0.424,0.44
0.59,0.59,0.5,2.2500450006750095e-10,0.414,0.354,0.426,0.388
0.61,0.61,0.5,2.2500450006750095e-10,0.416,0.38,0.42,0.398
0.62,0.62,0.5,2.2500450006750095e-10,0.396,0.34,0.39,0.382
0.63,0.63,0.5,2.2500450006750095e-10,0.404,0.358,0.416,0.424
0.64,0.64,0.5,2.2500450006750095e-10,0.378,0.332,0.402,0.382
0.65,0.65,0.5,2.2500450006750095e-10,0.396,0.338,0.408,0.4
0.66,0.66,0.5,2.2500450006750095e-10,0.352,0.3,0.382,0.36
0.67,0.67,0.5,2.2500450006750095e-10,0.398,0.346,0.378,0.376
0.68,0.68,0.5,2.2500450006750095e-10,0.366,0.294,0.366,0.36
0.69,0.69,0.5,2.2500450006750095e-10,0.376,0.318,0.386,0.36
0.71,0.71,0.5,2.2500450006750095e-10,0.37,0.308,0.35,0.34
0.72,0.72,0.5,2.2500450006750095e-10,0.372,0.324,0.37,0.366
0.73,0.73,0.5,2.2500450006750095e-10,0.332,0.294,0.342,0.318
0.74,0.74,0.5,2.2500450006750095e-10,0.376,0.31,0.356,0.366
0.75,0.75,0.5,2.2500450006750095e-10,0.352,0.294,0.35,0.34
0.76,0.76,0.5,2.2500450006750095e-10,0.352,0.29,0.342,0.346
0.77,0.77,0.5,2.2500450006750095e-10,0.316,0.282,0.34,0.296
0.78,0.78,0.5,2.2500450006750095e-10,0.348,0.272,0.35,0.316
0.79,0.79,0.5,2.2500450006750095e-10,0.306,0.246,0.296,0.28
0.81,0.81,0.5,2.2500450006750095e-10,0.292,0.256,0.294,0.258
0.82,0.82,0.5,2.2500450006750095e-10,0.29,0.256,0.282,0.256
0.83,0.83,0.5,2.2500450006750095e-10,0.288,0.258,0.276,0.262
0.84,0.84,0.5,2.2500450006750095e-10,0.272,0.246,0.292,0.256
0.85,0.85,0.5,2.2500450006750095e-10,0.262,0.23,0.266,0.242
0.86,0.86,0.5,2.2500450006750095e-10,0.258,0.24,0.28,0.232
0.87,0.87,0.5,2.2500450006750095e-10,0.266,0.222,0.256,0.23
0.88,0.88,0.5,2.2500450006750095e-10,0.24,0.208,0.244,0.202
0.89,0.89,0.5,2.2500450006750095e-10,0.244,0.188,0.244,0.194
0.91,0.91,0.5,2.2500450006750095e-10,0.212,0.168,0.24,0.186
0.92,0.92,0.5,2.2500450006750095e-10,0.188,0.172,0.244,0.168
0.93,0.93,0.5,2.2500450006750095e-10,0.18,0.148,0.204,0.182
0.94,0.94,0.5,2.2500450006750095e-10,0.172,0.148,0.222,0.18
0.95,0.95,0.5,2.2500450006750095e-10,0.154,0.122,0.192,0.168
0.96,0.96,0.5,2.2500450006750095e-10,0.158,0.102,0.152,0.13
0.97,0.97,0.5,2.2500450006750095e-10,0.164,0.098,0.122,0.13
0.98,0.98,0.5,2.2500450006750095e-10,0.114,0.074,0.106,0.078
0.99,0.99,0.5,2.2500450006750095e-10,0.074,0.05,0.048,0.038
