m,M,difference_laplace_error_M_minus_MoS,difference_gaussian_error_M_minus_MoS,difference_exponential_error_M_minus_MoS,difference_exponential_mechanism_error_M_minus_MoS,difference_laplace_error_M_minus_MoSChangeEpsDelta,difference_gaussian_error_M_minus_MoSChangeEpsDelta,difference_exponential_error_M_minus_MoSChangeEpsDelta,difference_exponential_mechanism_error_M_minus_MoSChangeEpsDelta,difference_laplace_error_MChangeEpsDelta_minus_MoS,difference_gaussian_error_MChangeEpsDelta_minus_MoS,difference_exponential_error_MChangeEpsDelta_minus_MoS,difference_exponential_mechanism_error_MChangeEpsDelta_minus_MoS
0.27,0.27,-0.43000000000000005,-0.242,-0.43000000000000005,-0.41400000000000003,-0.384,-0.21000000000000008,-0.388,-0.384,-0.42800000000000005,-0.20799999999999996,-0.41400000000000003,-0.384
0.28,0.28,-0.404,-0.2679999999999999,-0.43999999999999995,-0.41000000000000003,-0.42000000000000004,-0.2619999999999999,-0.43200000000000005,-0.43399999999999994,-0.398,-0.20399999999999996,-0.4179999999999999,-0.38
0.29,0.29,-0.44599999999999995,-0.268,-0.47,-0.43999999999999995,-0.42200000000000004,-0.21200000000000008,-0.44599999999999995,-0.42400000000000004,-0.44199999999999995,-0.256,-0.45999999999999996,-0.4079999999999999
0.31,0.31,-0.45799999999999996,-0.29600000000000004,-0.45799999999999996,-0.45799999999999996,-0.42600000000000005,-0.2440000000000001,-0.41800000000000004,-0.406,-0.45599999999999996,-0.21199999999999997,-0.44999999999999996,-0.43199999999999994
0.32,0.32,-0.45199999999999996,-0.29200000000000004,-0.476,-0.44199999999999995,-0.44399999999999995,-0.22799999999999998,-0.44999999999999996,-0.43799999999999994,-0.44799999999999995,-0.246,-0.46399999999999997,-0.3999999999999999
0.33,0.33,-0.43600000000000005,-0.278,-0.45399999999999996,-0.44199999999999995,-0.44999999999999996,-0.272,-0.45399999999999996,-0.44599999999999995,-0.43200000000000005,-0.22599999999999998,-0.44199999999999995,-0.4159999999999999
0.34,0.34,-0.45199999999999996,-0.278,-0.46399999999999997,-0.44599999999999995,-0.45799999999999996,-0.29600000000000004,-0.46799999999999997,-0.44599999999999995,-0.44399999999999995,-0.258,-0.45199999999999996,-0.4179999999999999
0.35,0.35,-0.43000000000000005,-0.31000000000000005,-0.44599999999999995,-0.43199999999999994,-0.45199999999999996,,-0.45199999999999996,-0.44999999999999996,-0.42800000000000005,-0.246,-0.42799999999999994,-0.3959999999999999
0.36,0.36,-0.42800000000000005,-0.28200000000000003,-0.45599999999999996,-0.44199999999999995,-0.45399999999999996,,-0.45599999999999996,-0.45999999999999996,-0.42000000000000004,-0.252,-0.44399999999999995,-0.4099999999999999
0.37,0.37,-0.43400000000000005,-0.29600000000000004,-0.45399999999999996,-0.42200000000000004,-0.47,,-0.45799999999999996,-0.45599999999999996,-0.43000000000000005,-0.25,-0.44399999999999995,-0.384
0.38,0.38,-0.44399999999999995,-0.28400000000000003,-0.45599999999999996,-0.43399999999999994,-0.46199999999999997,,-0.46799999999999997,-0.45799999999999996,-0.43799999999999994,-0.258,-0.43799999999999994,-0.4039999999999999
0.39,0.39,-0.47,-0.29600000000000004,-0.45399999999999996,-0.46199999999999997,-0.478,,-0.476,-0.46799999999999997,-0.46799999999999997,-0.16400000000000003,-0.43399999999999994,-0.42799999999999994
0.41,0.41,-0.502,-0.30400000000000005,-0.486,-0.46399999999999997,-0.5,,-0.498,-0.48,-0.494,-0.276,-0.47,-0.42999999999999994
0.42,0.42,-0.496,-0.33399999999999996,-0.502,-0.504,-0.46799999999999997,,-0.46799999999999997,-0.45199999999999996,-0.488,-0.264,-0.49,-0.45199999999999996
0.43,0.43,-0.482,-0.328,-0.5,-0.482,-0.45799999999999996,,-0.44599999999999995,-0.44799999999999995,-0.476,-0.22400000000000003,-0.46799999999999997,-0.42999999999999994
0.44,0.44,-0.494,-0.33799999999999997,-0.508,-0.484,-0.478,,-0.48,-0.472,-0.486,-0.266,-0.49,-0.43599999999999994
0.45,0.45,-0.504,-0.33,-0.502,-0.486,-0.506,,-0.508,-0.504,-0.5,-0.25799999999999995,-0.46599999999999997,-0.43799999999999994
0.46,0.46,-0.49,-0.31600000000000006,-0.506,-0.47,-0.502,,-0.506,-0.498,-0.476,-0.21399999999999997,-0.46799999999999997,-0.4139999999999999
0.47,0.47,-0.514,-0.332,-0.51,-0.5,-0.496,,-0.498,-0.508,-0.504,-0.20800000000000002,-0.482,-0.42800000000000005
0.48,0.48,-0.472,-0.354,-0.502,-0.482,-0.49,,-0.494,-0.492,-0.46399999999999997,-0.19200000000000006,-0.472,-0.43399999999999994
0.49,0.49,-0.492,-0.39799999999999996,-0.506,-0.48,-0.562,,-0.554,-0.538,-0.484,-0.25999999999999995,-0.478,-0.44399999999999995
0.51,0.51,-0.522,-0.366,-0.504,-0.502,-0.518,,-0.516,-0.508,-0.522,-0.22599999999999998,-0.45399999999999996,-0.43800000000000006
0.52,0.52,-0.554,-0.418,-0.548,-0.528,-0.526,,-0.53,-0.526,-0.544,-0.26000000000000006,-0.49200000000000005,-0.47800000000000004
0.53,0.53,-0.52,-0.40599999999999997,-0.508,-0.51,-0.522,,-0.516,-0.508,-0.518,-0.24600000000000005,-0.45599999999999996,-0.45200000000000007
0.54,0.54,-0.554,-0.39599999999999996,-0.544,-0.53,-0.55,,-0.54,-0.544,-0.54,-0.23400000000000004,-0.48400000000000004,-0.47800000000000004
0.55,0.55,-0.59,-0.43799999999999994,-0.5680000000000001,-0.5700000000000001,-0.558,,-0.55,-0.54,-0.586,-0.274,-0.514,-0.506
0.56,0.56,-0.5740000000000001,-0.40399999999999997,-0.554,-0.546,-0.522,,-0.534,-0.526,-0.56,-0.23200000000000004,-0.49400000000000005,-0.49000000000000005
0.57,0.57,-0.5820000000000001,-0.45199999999999996,-0.584,-0.5660000000000001,-0.59,,-0.586,-0.592,-0.5780000000000001,-0.262,-0.53,-0.502
0.58,0.58,-0.5680000000000001,-0.42199999999999993,-0.554,-0.56,-0.5800000000000001,,-0.5800000000000001,-0.5700000000000001,-0.554,-0.242,-0.48000000000000004,-0.49600000000000005
0.59,0.59,-0.5840000000000001,-0.478,-0.5820000000000001,-0.59,-0.598,,-0.586,-0.5740000000000001,-0.5800000000000001,-0.28,-0.522,-0.52
0.61,0.61,-0.596,-0.414,-0.5740000000000001,-0.5740000000000001,-0.5640000000000001,,-0.5640000000000001,-0.5680000000000001,-0.582,-0.20800000000000002,-0.47800000000000004,-0.48800000000000004
0.62,0.62,-0.602,-0.484,-0.594,-0.582,-0.6,,-0.594,-0.592,-0.596,-0.28200000000000003,-0.526,-0.484
0.63,0.63,-0.5860000000000001,-0.42799999999999994,-0.5720000000000001,-0.552,-0.558,,-0.55,-0.56,-0.5680000000000001,-0.21199999999999997,-0.47000000000000003,-0.454
0.64,0.64,-0.61,-0.488,-0.596,-0.582,-0.594,,-0.5820000000000001,-0.586,-0.6,-0.258,-0.52,-0.48
0.65,0.65,-0.5880000000000001,-0.44599999999999995,-0.5820000000000001,-0.58,-0.5880000000000001,,-0.5820000000000001,-0.582,-0.5740000000000001,-0.22399999999999998,-0.52,-0.498
0.66,0.66,-0.64,-0.49599999999999994,-0.618,-0.624,-0.56,,-0.554,-0.554,-0.628,-0.27999999999999997,-0.52,-0.516
0.67,0.67,-0.608,-0.46799999999999997,-0.614,-0.594,-0.596,,-0.586,-0.5740000000000001,-0.59,-0.21599999999999997,-0.528,-0.46399999999999997
0.68,0.68,-0.632,-0.508,-0.63,-0.63,-0.616,,-0.618,-0.612,-0.61,-0.24199999999999994,-0.536,-0.54
0.69,0.69,-0.6,-0.46399999999999997,-0.598,-0.62,-0.606,,-0.614,-0.602,-0.5619999999999999,-0.21999999999999997,-0.502,-0.51
0.71,0.71,-0.64,-0.51,-0.626,-0.634,-0.61,,-0.604,-0.594,-0.608,-0.23399999999999993,-0.522,-0.514
0.72,0.72,-0.628,-0.48,-0.624,-0.608,-0.6559999999999999,,-0.64,-0.6439999999999999,-0.592,-0.20600000000000007,-0.506,-0.45999999999999996
0.73,0.73,-0.6639999999999999,-0.532,-0.6539999999999999,-0.6679999999999999,-0.634,,-0.634,-0.63,-0.6299999999999999,-0.22800000000000004,-0.55,-0.552
0.74,0.74,-0.626,-0.48999999999999994,-0.624,-0.61,-0.62,,-0.62,-0.622,-0.576,-0.20600000000000002,-0.5,-0.44199999999999995
0.75,0.75,-0.648,-0.514,-0.6479999999999999,-0.63,-0.652,,-0.642,-0.634,-0.6,-0.22600000000000003,-0.508,-0.496
0.76,0.76,-0.656,-0.49200000000000005,-0.65,-0.642,-0.642,,-0.644,-0.636,-0.6,-0.22000000000000003,-0.494,-0.49
0.77,0.77,-0.6819999999999999,-0.534,-0.6519999999999999,-0.6659999999999999,-0.6579999999999999,,-0.638,-0.6559999999999999,-0.6200000000000001,-0.2,-0.508,-0.48400000000000004
0.78,0.78,-0.652,-0.518,-0.6559999999999999,-0.6679999999999999,-0.6799999999999999,,-0.6819999999999999,-0.6839999999999999,-0.5900000000000001,-0.22400000000000003,-0.508,-0.444
0.79,0.79,-0.6859999999999999,-0.576,-0.6859999999999999,-0.688,-0.706,,-0.704,-0.696,-0.6319999999999999,-0.22999999999999998,-0.518,-0.452
0.81,0.81,-0.69,-0.544,-0.7,-0.71,-0.708,,-0.712,-0.712,-0.5880000000000001,-0.19,-0.526,-0.488
0.82,0.82,-0.698,-0.59,-0.7,-0.7,-0.634,,-0.618,-0.614,-0.5920000000000001,-0.20400000000000001,-0.51,-0.436
0.83,0.83,-0.706,-0.5479999999999999,-0.704,-0.696,-0.718,,-0.71,-0.702,-0.5880000000000001,-0.15799999999999997,-0.48200000000000004,-0.428
