m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.1,0.1,2.091734574410594,2.50005000075001e-10,0.746,,0.74,0.744
0.1,0.2,1.1467204006373655,2.50005000075001e-10,0.644,,0.65,0.66
0.1,0.3,0.0,2.50005000075001e-10,,,,
0.1,0.4,,2.50005000075001e-10,,,,
0.1,0.5,,2.50005000075001e-10,,,,
0.1,0.6,,2.50005000075001e-10,,,,
0.1,0.7,,2.50005000075001e-10,,,,
0.1,0.8,,2.50005000075001e-10,,,,
0.1,0.9,,2.50005000075001e-10,,,,
0.2,0.2,2.1957034347255657,2.8125562508437606e-10,0.64,,0.638,0.642
0.2,0.3,1.7873901856317849,2.8125562508437606e-10,0.592,,0.612,0.59
0.2,0.4,1.351651942392443,2.8125562508437606e-10,0.526,,0.522,0.504
0.2,0.5,0.8317965641677488,2.8125562508437606e-10,0.518,0.478,0.522,0.514
0.2,0.6,0.0,2.8125562508437606e-10,,,,
0.2,0.7,,2.8125562508437606e-10,,,,
0.2,0.8,,2.8125562508437606e-10,,,,
0.2,0.9,,2.8125562508437606e-10,,,,
0.3,0.3,2.3152271442985195,3.214350000964299e-10,0.578,,0.588,0.576
0.3,0.4,2.098935712798195,3.214350000964299e-10,0.524,,0.516,0.524
0.3,0.5,1.8847752157086266,3.214350000964299e-10,0.456,,0.454,0.458
0.3,0.6,1.6538596199166304,3.214350000964299e-10,0.424,,0.43,0.416
0.3,0.7,1.3417092459390996,3.214350000964299e-10,0.394,,0.388,0.394
0.3,0.8,0.6555876770041492,3.214350000964299e-10,0.33,0.3,0.32,0.338
0.3,0.9,,3.214350000964299e-10,,,,
0.4,0.4,2.455171134975177,3.750075001125015e-10,0.512,,0.506,0.496
0.4,0.5,2.337355079671674,3.750075001125015e-10,0.456,,0.468,0.456
0.4,0.6,2.2143565033183177,3.750075001125015e-10,0.414,,0.424,0.422
0.4,0.7,2.0253591891370695,3.750075001125015e-10,0.388,,0.38,0.388
0.4,0.8,1.5736412697537372,3.750075001125015e-10,0.346,,0.352,0.362
0.4,0.9,,3.750075001125015e-10,,,,
0.5,0.5,2.6230812603996645,4.500090001350019e-10,0.48,,0.476,0.466
0.5,0.6,2.5512438364419507,4.500090001350019e-10,0.416,,0.418,0.42
0.5,0.7,2.433763081857055,4.500090001350019e-10,0.39,,0.378,0.382
0.5,0.8,2.0882727424955005,4.500090001350019e-10,0.358,,0.352,0.35
