m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.01,0.07,0.75,2.2500450006750095e-10,0.814,0.702,0.808,0.802
0.01,0.08,0.75,2.2500450006750095e-10,0.748,0.65,0.772,0.762
0.01,0.09,0.75,2.2500450006750095e-10,0.768,0.67,0.78,0.758
0.02,0.02,0.75,2.2500450006750095e-10,0.928,0.778,0.93,0.928
0.02,0.03,0.75,2.2500450006750095e-10,0.886,0.722,0.894,0.86
0.02,0.04,0.75,2.2500450006750095e-10,0.862,0.718,0.872,0.85
0.02,0.05,0.75,2.2500450006750095e-10,0.83,0.742,0.838,0.808
0.02,0.06,0.75,2.2500450006750095e-10,0.82,0.702,0.842,0.82
0.02,0.07,0.75,2.2500450006750095e-10,0.802,0.702,0.808,0.796
0.02,0.08,0.75,2.2500450006750095e-10,0.754,0.654,0.78,0.754
0.02,0.09,0.75,2.2500450006750095e-10,0.772,0.666,0.784,0.748
0.03,0.03,0.75,2.2500450006750095e-10,0.888,0.74,0.908,0.862
0.03,0.04,0.75,2.2500450006750095e-10,0.854,0.69,0.848,0.83
0.03,0.05,0.75,2.2500450006750095e-10,0.838,0.748,0.862,0.814
0.03,0.06,0.75,2.2500450006750095e-10,0.818,0.694,0.834,0.816
0.03,0.07,0.75,2.2500450006750095e-10,0.806,0.688,0.82,0.784
0.03,0.08,0.75,2.2500450006750095e-10,0.756,0.654,0.786,0.758
0.03,0.09,0.75,2.2500450006750095e-10,0.76,0.67,0.778,0.75
0.04,0.04,0.75,2.2500450006750095e-10,0.852,0.708,0.846,0.826
0.04,0.05,0.75,2.2500450006750095e-10,0.84,0.742,0.868,0.81
0.04,0.06,0.75,2.2500450006750095e-10,0.814,0.696,0.83,0.812
0.04,0.07,0.75,2.2500450006750095e-10,0.792,0.684,0.812,0.784
0.04,0.08,0.75,2.2500450006750095e-10,0.77,0.654,0.786,0.764
0.04,0.09,0.75,2.2500450006750095e-10,0.766,0.658,0.78,0.748
0.05,0.05,0.75,2.2500450006750095e-10,0.836,0.736,0.846,0.81
0.05,0.06,0.75,2.2500450006750095e-10,0.838,0.722,0.844,0.82
0.05,0.07,0.75,2.2500450006750095e-10,0.794,0.692,0.8,0.78
0.05,0.08,0.75,2.2500450006750095e-10,0.754,0.656,0.786,0.762
0.05,0.09,0.75,2.2500450006750095e-10,0.77,0.658,0.776,0.756
0.06,0.06,0.75,2.2500450006750095e-10,0.828,0.724,0.85,0.812
0.06,0.07,0.75,2.2500450006750095e-10,0.8,0.698,0.802,0.778
0.06,0.08,0.75,2.2500450006750095e-10,0.75,0.658,0.786,0.768
0.06,0.09,0.75,2.2500450006750095e-10,0.766,0.656,0.77,0.758
0.07,0.07,0.75,2.2500450006750095e-10,0.796,0.694,0.814,0.778
0.07,0.08,0.75,2.2500450006750095e-10,0.766,0.688,0.77,0.766
0.07,0.09,0.75,2.2500450006750095e-10,0.736,0.696,0.746,0.744
0.08,0.08,0.75,2.2500450006750095e-10,0.77,0.7,0.756,0.75
0.08,0.09,0.75,2.2500450006750095e-10,0.738,0.678,0.744,0.742
0.09,0.09,0.75,2.2500450006750095e-10,0.714,0.676,0.734,0.738
0.11,0.11,0.75,2.2500450006750095e-10,0.684,0.638,0.692,0.696
0.12,0.12,0.75,2.2500450006750095e-10,0.692,0.636,0.698,0.712
0.13,0.13,0.75,2.2500450006750095e-10,0.706,0.676,0.674,0.692
0.14,0.14,0.75,2.2500450006750095e-10,0.676,0.646,0.656,0.67
0.15,0.15,0.75,2.2500450006750095e-10,0.654,0.654,0.678,0.698
0.16,0.16,0.75,2.2500450006750095e-10,0.644,0.636,0.666,0.676
0.17,0.17,0.75,2.2500450006750095e-10,0.644,0.618,0.642,0.64
0.18,0.18,0.75,2.2500450006750095e-10,0.624,0.574,0.626,0.628
0.19,0.19,0.75,2.2500450006750095e-10,0.616,0.592,0.622,0.638
0.21,0.21,0.75,2.2500450006750095e-10,0.614,0.56,0.618,0.636
0.22,0.22,0.75,2.2500450006750095e-10,0.624,0.598,0.616,0.624
0.23,0.23,0.75,2.2500450006750095e-10,0.606,0.562,0.606,0.61
0.24,0.24,0.75,2.2500450006750095e-10,0.602,0.596,0.608,0.61
0.25,0.25,0.75,2.2500450006750095e-10,0.596,0.538,0.582,0.584
0.26,0.26,0.75,2.2500450006750095e-10,0.586,0.558,0.588,0.582
0.27,0.27,0.75,2.2500450006750095e-10,0.57,0.542,0.568,0.58
0.28,0.28,0.75,2.2500450006750095e-10,0.596,0.546,0.556,0.584
0.29,0.29,0.75,2.2500450006750095e-10,0.554,0.518,0.528,0.554
0.31,0.31,0.75,2.2500450006750095e-10,0.542,0.516,0.538,0.536
0.32,0.32,0.75,2.2500450006750095e-10,0.548,0.496,0.522,0.552
0.33,0.33,0.75,2.2500450006750095e-10,0.564,0.532,0.542,0.552
0.34,0.34,0.75,2.2500450006750095e-10,0.548,0.51,0.534,0.548
0.35,0.35,0.75,2.2500450006750095e-10,0.57,0.5,0.55,0.562
0.36,0.36,0.75,2.2500450006750095e-10,0.572,0.506,0.542,0.552
0.37,0.37,0.75,2.2500450006750095e-10,0.566,0.514,0.542,0.574
0.38,0.38,0.75,2.2500450006750095e-10,0.556,0.504,0.542,0.558
0.39,0.39,0.75,2.2500450006750095e-10,0.53,0.514,0.542,0.534
0.41,0.41,0.75,2.2500450006750095e-10,0.498,0.484,0.512,0.528
0.42,0.42,0.75,2.2500450006750095e-10,0.504,0.48,0.494,0.492
0.43,0.43,0.75,2.2500450006750095e-10,0.518,0.458,0.498,0.51
0.44,0.44,0.75,2.2500450006750095e-10,0.506,0.476,0.488,0.512
0.45,0.45,0.75,2.2500450006750095e-10,0.496,0.456,0.496,0.506
0.46,0.46,0.75,2.2500450006750095e-10,0.51,0.496,0.49,0.526
0.47,0.47,0.75,2.2500450006750095e-10,0.486,0.456,0.488,0.492
0.48,0.48,0.75,2.2500450006750095e-10,0.526,0.478,0.49,0.506
0.49,0.49,0.75,2.2500450006750095e-10,0.506,0.434,0.486,0.502
0.51,0.51,0.75,2.2500450006750095e-10,0.474,0.472,0.486,0.48
0.52,0.52,0.75,2.2500450006750095e-10,0.444,0.414,0.444,0.454
0.53,0.53,0.75,2.2500450006750095e-10,0.476,0.436,0.482,0.472
0.54,0.54,0.75,2.2500450006750095e-10,0.444,0.432,0.448,0.452
0.55,0.55,0.75,2.2500450006750095e-10,0.406,0.406,0.422,0.412
0.56,0.56,0.75,2.2500450006750095e-10,0.424,0.422,0.438,0.436
0.57,0.57,0.75,2.2500450006750095e-10,0.414,0.392,0.406,0.416
0.58,0.58,0.75,2.2500450006750095e-10,0.43,0.404,0.438,0.422
0.59,0.59,0.75,2.2500450006750095e-10,0.412,0.366,0.408,0.392
0.61,0.61,0.75,2.2500450006750095e-10,0.402,0.412,0.418,0.408
0.62,0.62,0.75,2.2500450006750095e-10,0.394,0.362,0.396,0.4
0.63,0.63,0.75,2.2500450006750095e-10,0.412,0.396,0.42,0.43
0.64,0.64,0.75,2.2500450006750095e-10,0.386,0.358,0.394,0.4
0.65,0.65,0.75,2.2500450006750095e-10,0.41,0.38,0.41,0.402
0.66,0.66,0.75,2.2500450006750095e-10,0.358,0.324,0.376,0.366
0.67,0.67,0.75,2.2500450006750095e-10,0.39,0.36,0.378,0.388
0.68,0.68,0.75,2.2500450006750095e-10,0.364,0.334,0.36,0.352
0.69,0.69,0.75,2.2500450006750095e-10,0.398,0.364,0.394,0.362
0.71,0.71,0.75,2.2500450006750095e-10,0.356,0.334,0.364,0.348
0.72,0.72,0.75,2.2500450006750095e-10,0.37,0.348,0.368,0.374
0.73,0.73,0.75,2.2500450006750095e-10,0.332,0.312,0.336,0.314
0.74,0.74,0.75,2.2500450006750095e-10,0.372,0.336,0.368,0.372
0.75,0.75,0.75,2.2500450006750095e-10,0.348,0.326,0.342,0.352
0.76,0.76,0.75,2.2500450006750095e-10,0.344,0.314,0.346,0.348
0.77,0.77,0.75,2.2500450006750095e-10,0.314,0.31,0.338,0.316
0.78,0.78,0.75,2.2500450006750095e-10,0.346,0.308,0.336,0.314
0.79,0.79,0.75,2.2500450006750095e-10,0.31,0.268,0.304,0.294
0.81,0.81,0.75,2.2500450006750095e-10,0.308,0.282,0.292,0.272
0.82,0.82,0.75,2.2500450006750095e-10,0.298,0.254,0.29,0.282
0.83,0.83,0.75,2.2500450006750095e-10,0.292,0.278,0.288,0.286
0.84,0.84,0.75,2.2500450006750095e-10,0.274,0.256,0.292,0.28
0.85,0.85,0.75,2.2500450006750095e-10,0.264,0.252,0.268,0.26
0.86,0.86,0.75,2.2500450006750095e-10,0.262,0.252,0.26,0.258
0.87,0.87,0.75,2.2500450006750095e-10,0.264,0.242,0.248,0.248
0.88,0.88,0.75,2.2500450006750095e-10,0.252,0.232,0.248,0.22
0.89,0.89,0.75,2.2500450006750095e-10,0.256,0.206,0.25,0.234
0.91,0.91,0.75,2.2500450006750095e-10,0.222,0.206,0.208,0.212
0.92,0.92,0.75,2.2500450006750095e-10,0.184,0.202,0.248,0.192
0.93,0.93,0.75,2.2500450006750095e-10,0.19,0.184,0.224,0.174
0.94,0.94,0.75,2.2500450006750095e-10,0.178,0.186,0.192,0.186
0.95,0.95,0.75,2.2500450006750095e-10,0.174,0.158,0.188,0.174
0.96,0.96,0.75,2.2500450006750095e-10,0.158,0.106,0.156,0.144
0.97,0.97,0.75,2.2500450006750095e-10,0.168,0.126,0.14,0.138
0.98,0.98,0.75,2.2500450006750095e-10,0.13,0.088,0.148,0.098
0.99,0.99,0.75,2.2500450006750095e-10,0.084,0.062,0.07,0.058
