m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.1,0.1,0.75,2.2500450006750095e-10,0.744,0.686,0.736,0.718
0.1,0.2,0.75,2.2500450006750095e-10,0.674,0.674,0.67,0.67
0.1,0.3,0.75,2.2500450006750095e-10,0.642,0.602,0.646,0.642
0.1,0.4,0.75,2.2500450006750095e-10,0.578,0.542,0.576,0.58
0.1,0.5,0.75,2.2500450006750095e-10,0.508,0.47,0.504,0.516
0.1,0.6,0.75,2.2500450006750095e-10,0.44,0.438,0.444,0.436
0.1,0.7,0.75,2.2500450006750095e-10,0.376,0.364,0.406,0.386
0.1,0.8,0.75,2.2500450006750095e-10,0.33,0.324,0.334,0.328
0.1,0.9,0.75,2.2500450006750095e-10,0.292,0.25,0.29,0.31
0.2,0.2,0.75,2.2500450006750095e-10,0.662,0.672,0.672,0.668
0.2,0.3,0.75,2.2500450006750095e-10,0.644,0.588,0.628,0.636
0.2,0.4,0.75,2.2500450006750095e-10,0.572,0.558,0.592,0.594
0.2,0.5,0.75,2.2500450006750095e-10,0.512,0.472,0.508,0.502
0.2,0.6,0.75,2.2500450006750095e-10,0.46,0.456,0.454,0.44
0.2,0.7,0.75,2.2500450006750095e-10,0.374,0.35,0.386,0.39
0.2,0.8,0.75,2.2500450006750095e-10,0.328,0.318,0.334,0.338
0.2,0.9,0.75,2.2500450006750095e-10,0.27,0.24,0.272,0.278
0.3,0.3,0.75,2.2500450006750095e-10,0.622,0.602,0.616,0.62
0.3,0.4,0.75,2.2500450006750095e-10,0.594,0.554,0.588,0.608
0.3,0.5,0.75,2.2500450006750095e-10,0.492,0.462,0.498,0.49
0.3,0.6,0.75,2.2500450006750095e-10,0.446,0.424,0.448,0.45
0.3,0.7,0.75,2.2500450006750095e-10,0.354,0.36,0.382,0.376
0.3,0.8,0.75,2.2500450006750095e-10,0.336,0.302,0.328,0.348
0.3,0.9,0.75,2.2500450006750095e-10,0.288,0.26,0.284,0.294
0.4,0.4,0.75,2.2500450006750095e-10,0.576,0.544,0.572,0.59
0.4,0.5,0.75,2.2500450006750095e-10,0.496,0.47,0.496,0.496
0.4,0.6,0.75,2.2500450006750095e-10,0.432,0.424,0.43,0.432
0.4,0.7,0.75,2.2500450006750095e-10,0.362,0.352,0.4,0.376
0.4,0.8,0.75,2.2500450006750095e-10,0.352,0.306,0.332,0.328
0.4,0.9,0.75,2.2500450006750095e-10,0.256,0.236,0.274,0.274
0.5,0.5,0.75,2.2500450006750095e-10,0.504,0.45,0.494,0.478
0.5,0.6,0.75,2.2500450006750095e-10,0.422,0.436,0.422,0.412
0.5,0.7,0.75,2.2500450006750095e-10,0.37,0.342,0.406,0.39
0.5,0.8,0.75,2.2500450006750095e-10,0.308,0.294,0.308,0.328
0.5,0.9,0.75,2.2500450006750095e-10,0.266,0.246,0.246,0.252
0.6,0.6,0.75,2.2500450006750095e-10,0.41,0.402,0.422,0.408
0.6,0.7,0.75,2.2500450006750095e-10,0.372,0.352,0.392,0.416
0.6,0.8,0.75,2.2500450006750095e-10,0.334,0.294,0.322,0.322
0.6,0.9,0.75,2.2500450006750095e-10,0.254,0.238,0.258,0.232
0.7,0.7,0.75,2.2500450006750095e-10,0.354,0.33,0.394,0.372
0.7,0.8,0.75,2.2500450006750095e-10,0.346,0.276,0.344,0.334
0.7,0.9,0.75,2.2500450006750095e-10,0.25,0.224,0.262,0.27
0.8,0.8,0.75,2.2500450006750095e-10,0.296,0.28,0.314,0.31
0.8,0.9,0.75,2.2500450006750095e-10,0.236,0.172,0.228,0.244
0.9,0.9,0.75,2.2500450006750095e-10,0.204,0.174,0.216,0.216
0.01,0.01,0.75,2.2500450006750095e-10,0.956,0.746,0.968,0.944
0.01,0.02,0.75,2.2500450006750095e-10,0.934,0.772,0.928,0.926
0.01,0.03,0.75,2.2500450006750095e-10,0.902,0.73,0.886,0.87
0.01,0.04,0.75,2.2500450006750095e-10,0.864,0.712,0.868,0.852
0.01,0.05,0.75,2.2500450006750095e-10,0.836,0.736,0.836,0.8
0.01,0.06,0.75,2.2500450006750095e-10,0.822,0.706,0.842,0.82
