m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.18,0.18,1.0,2.2500450006750095e-10,0.644,,0.624,0.642
0.19,0.19,1.0,2.2500450006750095e-10,0.64,,0.646,0.638
0.21,0.21,1.0,2.2500450006750095e-10,0.608,,0.588,0.596
0.22,0.22,1.0,2.2500450006750095e-10,0.614,,0.6,0.6
0.23,0.23,1.0,2.2500450006750095e-10,0.598,,0.576,0.604
0.24,0.24,1.0,2.2500450006750095e-10,0.572,,0.574,0.58
0.25,0.25,1.0,2.2500450006750095e-10,0.588,,0.582,0.588
0.26,0.26,1.0,2.2500450006750095e-10,0.562,,0.542,0.548
0.27,0.27,1.0,2.2500450006750095e-10,0.536,,0.54,0.56
0.28,0.28,1.0,2.2500450006750095e-10,0.55,,0.542,0.554
0.29,0.29,1.0,2.2500450006750095e-10,0.554,,0.554,0.552
0.31,0.31,1.0,2.2500450006750095e-10,0.524,,0.534,0.54
0.32,0.32,1.0,2.2500450006750095e-10,0.548,,0.548,0.534
0.33,0.33,1.0,2.2500450006750095e-10,0.532,,0.53,0.512
0.34,0.34,1.0,2.2500450006750095e-10,0.532,,0.534,0.52
0.35,0.35,1.0,2.2500450006750095e-10,0.5,,0.49,0.52
0.36,0.36,1.0,2.2500450006750095e-10,0.512,,0.504,0.51
0.37,0.37,1.0,2.2500450006750095e-10,0.488,,0.482,0.496
0.38,0.38,1.0,2.2500450006750095e-10,0.494,,0.502,0.496
0.39,0.39,1.0,2.2500450006750095e-10,0.486,,0.498,0.514
0.41,0.41,1.0,2.2500450006750095e-10,0.502,,0.502,0.506
0.42,0.42,1.0,2.2500450006750095e-10,0.484,,0.48,0.498
0.43,0.43,1.0,2.2500450006750095e-10,0.498,,0.492,0.504
0.44,0.44,1.0,2.2500450006750095e-10,0.452,,0.454,0.458
0.45,0.45,1.0,2.2500450006750095e-10,0.46,,0.47,0.468
0.46,0.46,1.0,2.2500450006750095e-10,0.42,,0.436,0.412
0.47,0.47,1.0,2.2500450006750095e-10,0.452,,0.454,0.458
0.48,0.48,1.0,2.2500450006750095e-10,0.4,,0.398,0.42
0.49,0.49,1.0,2.2500450006750095e-10,0.454,,0.442,0.43
0.51,0.51,1.0,2.2500450006750095e-10,0.41,,0.414,0.41
0.52,0.52,1.0,2.2500450006750095e-10,0.464,,0.462,0.47
0.53,0.53,1.0,2.2500450006750095e-10,0.452,,0.462,0.46
0.54,0.54,1.0,2.2500450006750095e-10,0.48,,0.49,0.488
0.55,0.55,1.0,2.2500450006750095e-10,0.434,,0.454,0.452
0.56,0.56,1.0,2.2500450006750095e-10,0.464,,0.482,0.478
0.57,0.57,1.0,2.2500450006750095e-10,0.434,,0.456,0.434
0.58,0.58,1.0,2.2500450006750095e-10,0.458,,0.472,0.48
0.59,0.59,1.0,2.2500450006750095e-10,0.426,,0.436,0.444
0.61,0.61,1.0,2.2500450006750095e-10,0.462,,0.452,0.488
0.62,0.62,1.0,2.2500450006750095e-10,0.426,,0.43,0.452
0.63,0.63,1.0,2.2500450006750095e-10,0.428,,0.428,0.442
0.64,0.64,1.0,2.2500450006750095e-10,0.426,,0.428,0.434
0.65,0.65,1.0,2.2500450006750095e-10,0.422,,0.432,0.47
0.66,0.66,1.0,2.2500450006750095e-10,0.426,,0.408,0.44
0.67,0.67,1.0,2.2500450006750095e-10,0.44,,0.432,0.446
0.68,0.68,1.0,2.2500450006750095e-10,0.42,,0.428,0.454
0.69,0.69,1.0,2.2500450006750095e-10,0.412,,0.396,0.434
0.71,0.71,1.0,2.2500450006750095e-10,0.4,,0.402,0.416
0.72,0.72,1.0,2.2500450006750095e-10,0.396,,0.398,0.424
0.73,0.73,1.0,2.2500450006750095e-10,0.382,,0.384,0.378
0.74,0.74,1.0,2.2500450006750095e-10,0.384,,0.386,0.38
0.75,0.75,1.0,2.2500450006750095e-10,0.38,,0.366,0.398
0.76,0.76,1.0,2.2500450006750095e-10,0.368,,0.352,0.338
0.77,0.77,1.0,2.2500450006750095e-10,0.328,,0.32,0.338
0.78,0.78,1.0,2.2500450006750095e-10,0.308,,0.316,0.334
0.79,0.79,1.0,2.2500450006750095e-10,0.296,,0.31,0.35
0.81,0.81,1.0,2.2500450006750095e-10,0.288,,0.288,0.29
0.82,0.82,1.0,2.2500450006750095e-10,0.28,,0.262,0.274
0.83,0.83,1.0,2.2500450006750095e-10,0.25,,0.262,0.272
0.84,0.84,1.0,2.2500450006750095e-10,0.254,,0.258,0.28
0.85,0.85,1.0,2.2500450006750095e-10,0.264,,0.262,0.264
0.86,0.86,1.0,2.2500450006750095e-10,0.262,,0.258,0.272
0.87,0.87,1.0,2.2500450006750095e-10,0.246,,0.25,0.236
0.88,0.88,1.0,2.2500450006750095e-10,0.276,,0.276,0.26
0.89,0.89,1.0,2.2500450006750095e-10,0.24,,0.248,0.222
0.91,0.91,1.0,2.2500450006750095e-10,0.236,,0.222,0.246
0.92,0.92,1.0,2.2500450006750095e-10,0.176,,0.202,0.194
0.93,0.93,1.0,2.2500450006750095e-10,0.186,,0.186,0.188
0.94,0.94,1.0,2.2500450006750095e-10,0.164,,0.158,0.154
0.95,0.95,1.0,2.2500450006750095e-10,0.17,,0.174,0.178
0.96,0.96,1.0,2.2500450006750095e-10,0.158,,0.168,0.178
0.97,0.97,1.0,2.2500450006750095e-10,0.144,,0.136,0.116
0.98,0.98,1.0,2.2500450006750095e-10,0.152,,0.132,0.138
0.99,0.99,1.0,2.2500450006750095e-10,0.09,,0.092,0.096
