m,M,original_average,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_M_minus_MoSChangeEpsDelta,difference_gaussian_M_minus_MoSChangeEpsDelta,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.1,0.1,7544.656481481482,-1004.0507781486904,-12225.691786717158,-33.28893924807744,-3495.4851323773546,-1833.34754703411,-2640.819031797095
0.1,0.2,7544.656481481482,-1428.0648978731751,-13036.827897531672,,,-3832.933707625387,-40400.43154371125
0.1,0.3,7544.656481481482,-2542.8595767839547,-22363.52044043522,,,-5616.037637352548,
0.1,0.4,7544.656481481482,-3189.557125343088,-10745.64735699557,,,-7028.557881142809,
0.1,0.5,7544.656481481482,-4486.250164863919,-19719.933376345958,,,-7643.8566267720325,
0.1,0.6,7544.656481481482,-3292.332392157736,-19284.946393856255,,,-6968.510462038196,
0.1,0.7,7544.656481481482,-5873.793064563373,-41203.532810849065,,,-9239.990440134334,
0.1,0.8,7544.656481481482,-5761.011295849605,-36975.0206441721,,,-9176.749117017458,
0.1,0.9,7544.656481481482,-9237.457046738427,-28299.073354990236,,,-12816.850188567152,
0.2,0.2,7544.656481481482,-3671.417558446009,-20311.234741036445,-2343.3323383265006,-13218.976377212086,-1992.9646365756862,-11422.243671824901
0.2,0.3,7544.656481481482,-2670.436803048111,-28632.733526095457,-9894.62828533022,-135445.86160864428,-4887.328894167076,-38092.8687398359
0.2,0.4,7544.656481481482,-4386.10627483073,-23376.033965716146,,,-6716.953505791362,-51626.15561459887
0.2,0.5,7544.656481481482,-4660.689458560051,-33016.07769125823,,,-7292.125841350793,
0.2,0.6,7544.656481481482,-5510.188644224139,-40996.91593344584,,,-9106.528394028566,
0.2,0.7,7544.656481481482,-7377.962668684295,-48063.19280645853,,,-10296.930856327925,
0.2,0.8,7544.656481481482,-7992.783118908432,-44073.063889051184,,,-11398.779982928008,
0.2,0.9,7544.656481481482,-10237.470766791983,-57571.12836461035,,,-12844.355567023844,
0.3,0.3,7544.656481481482,-6387.640154719426,-53802.35302018524,-4309.2535932280925,-20719.356397223157,-5088.724726998842,-28594.46928432973
0.3,0.4,7544.656481481482,-8493.290942582069,-40976.89258089193,-9680.083599038853,-64556.277498173426,-8135.438674750405,-41328.65601804923
0.3,0.5,7544.656481481482,-7510.253828863599,-51655.442231906505,-20789.857345572513,-254223.726443609,-8241.146944836139,-65758.19061398218
0.3,0.6,7544.656481481482,-9387.653984057677,-72484.25636828506,,,-10574.157872506814,-94992.42454870355
0.3,0.7,7544.656481481482,-12047.534419591117,-64243.17619808266,,,-13715.76539483474,-93572.26948740808
0.3,0.8,7544.656481481482,-9817.260605572606,-78533.57228416271,,,-13181.841183797998,
0.3,0.9,7544.656481481482,-13443.889794313964,-77650.27081975393,,,-17983.00857959513,
0.4,0.4,7544.656481481482,-12248.90805191113,-68619.1523889101,-7585.703212708682,-19927.419704855136,-8535.87483591853,-28729.06507698314
0.4,0.5,7544.656481481482,-12244.77139797296,-74778.41509471441,-8410.554466465725,-51340.6795370212,-9986.166127742199,-63965.92996839506
0.4,0.6,7544.656481481482,-11928.734606400121,-93353.32062595992,-12467.5315887391,-101556.15668700339,-13521.91172916796,-92388.85968621806
0.4,0.7,7544.656481481482,-13994.426910764112,-107336.28386450658,-45341.009420536975,-306043.8002036708,-15048.028308431827,-117732.78612575712
0.4,0.8,7544.656481481482,-16258.35404388529,-99206.73650133339,,,-18723.555966019365,-122968.76566606184
0.4,0.9,7544.656481481482,-18010.239271669958,-109340.66589035075,,,-20723.29842290199,
0.5,0.5,7544.656481481482,-17173.702377141482,-138054.81336009243,-9596.178932300123,-41688.632854545765,-13111.931878292327,-63640.031864108285
0.5,0.6,7544.656481481482,-17521.820037595342,-127980.83979051183,-10690.90585242424,-56516.36580713467,-14606.693968107644,-105732.39030536258
0.5,0.7,7544.656481481482,-17785.58861990862,-165376.42749576367,-23786.88476969155,-114217.50196552707,-17450.622200494956,-157753.09872891734
0.5,0.8,7544.656481481482,-22613.18598357618,-164541.79783223907,-69855.32746880651,-715434.5242684884,-23635.72160437731,-175435.6906029774
0.5,0.9,7544.656481481482,-28068.506654823814,-187206.95000105188,,,-30759.565938461525,
0.6,0.6,7544.656481481482,-27324.660337328227,-236453.35840685456,-14691.850760128502,-52810.42740755116,-18679.056257245404,-125506.93407638406
0.6,0.7,7544.656481481482,-35516.0414098822,-251776.3394558627,-32163.123649160247,-222240.51133507793,-30349.288330568415,-194593.28240919096
0.6,0.8,7544.656481481482,-31160.548529325293,-270585.36767094646,-26350.33207822963,-187356.7818545499,-30275.493428332553,-260833.4454718858
0.6,0.9,7544.656481481482,-38254.92398117536,-299947.75223032833,,,-41061.502429661465,-330030.33636077656
0.7,0.7,7544.656481481482,-54185.871159829854,-477098.4605368896,-19882.11807251339,-98553.03105037425,-42038.90390984755,-243565.2765711432
0.7,0.8,7544.656481481482,-52984.36170476616,-467561.3270796407,-26590.06529062732,-120286.94620897026,-46390.072104742765,-383170.27413216076
0.7,0.9,7544.656481481482,-64623.43507095391,-572174.7963123725,,,-66414.23946272572,-585370.0396842522
0.8,0.8,7544.656481481482,-127015.70734501365,-975540.2772880498,-34637.67512289161,,-96570.26356899679,-521155.417174737
0.8,0.9,7544.656481481482,-108688.28055295903,-944547.2008531707,-61659.00038828183,-373356.4824069891,-107266.01235612443,-898095.7122834269
0.9,0.9,7544.656481481482,-472823.92091815977,-4564314.366212888,-103815.85896846982,,-333151.33849097707,-2461120.8764020693
0.01,0.01,7544.656481481482,-504.6585684938036,1858.2926474099368,-660.2320994674415,-3359.7203694108175,-482.7726237998959,-466.0557271431753
0.01,0.02,7544.656481481482,-1327.5452354652361,-9614.047988882703,,,-2910.2095207281736,-37502.79787179285
0.01,0.03,7544.656481481482,-687.010583822208,-1551.8879236812863,,,-3954.6202936345103,
0.01,0.04,7544.656481481482,-414.637998316427,-6079.705433390423,,,-3934.6686304608324,
0.01,0.05,7544.656481481482,831.3261483057786,-7310.991646363604,,,-2817.2676163124806,
0.01,0.06,7544.656481481482,587.9015062562075,3779.3401456229985,,,-3499.0444943597386,
0.01,0.07,7544.656481481482,-703.2381698211025,-5780.400634348778,,,-4054.5265108669555,
0.01,0.08,7544.656481481482,-1231.870664909321,-7388.500889453739,,,-4295.869802152875,
0.01,0.09,7544.656481481482,206.24244133137654,-1044.4187184510083,,,-4259.364800204054,
0.02,0.02,7544.656481481482,-1291.5414536856651,9197.824522847615,-626.9944262562349,5988.381046985029,-958.5571123128702,6853.79372691123
0.02,0.03,7544.656481481482,461.5702172440565,33.40717331756605,-9279.083221944067,-131083.3177289025,-1871.076660349397,-25051.76901831297
0.02,0.04,7544.656481481482,16.400488011727248,-2734.678412266214,,,-2794.9123313528853,-30959.476752785202
0.02,0.05,7544.656481481482,-1154.360895630708,-4200.730918780151,,,-4059.8331100147184,
0.02,0.06,7544.656481481482,-171.3369498200932,-7111.457772974281,,,-3583.4164374160464,
0.02,0.07,7544.656481481482,-1311.0438035972438,59.82030022253457,,,-4553.978595663393,
0.02,0.08,7544.656481481482,-606.4415404110027,-9909.849597084147,,,-3901.003820934755,
0.02,0.09,7544.656481481482,-565.8544592768922,-5487.8125722983605,,,-4187.494717025822,
0.03,0.03,7544.656481481482,-1256.2774989267928,8397.376966155476,-756.2926573190566,8161.594554446303,-377.7059821730536,4068.831215721686
0.03,0.04,7544.656481481482,-558.4291210978372,-11473.78428672027,-5909.808328152496,-67609.51974548769,-1449.1385952179407,-24320.71987273156
0.03,0.05,7544.656481481482,-112.35421673806604,-334.8859972377977,-21656.21174106973,-343627.68011928396,-1938.3133342248834,-20483.98187269637
0.03,0.06,7544.656481481482,-964.1237868088833,595.1859182652988,,,-2518.2615896821217,-32130.84802036702
0.03,0.07,7544.656481481482,-801.9700896644736,-4979.697780210263,,,-3869.808329431839,
0.03,0.08,7544.656481481482,305.18900424503136,-1155.1429833239017,,,-2802.894575824748,
0.03,0.09,7544.656481481482,-114.53774358832425,-5661.221197787716,,,-3233.9068474027627,
0.04,0.04,7544.656481481482,-1057.5008833473712,-9356.676483664298,147.91918419241665,-2174.6998409330263,-1337.155922204266,-5098.620551112406
0.04,0.05,7544.656481481482,-773.2525231270879,-5508.068202746079,-2162.21398014744,-38314.420957169525,-1952.2942690788896,-15837.391997886458
0.04,0.06,7544.656481481482,206.01463948028686,-3783.2254007187657,-9140.255265843813,-129248.2558103955,-1572.1510017798244,-25091.436933598183
0.04,0.07,7544.656481481482,-368.52631917700955,-2820.417000533678,-49618.35263495039,-549026.7246568402,-2427.2265126323177,-29543.649297705604
0.04,0.08,7544.656481481482,59.911153710414055,-9735.31325887044,,,-2326.6663057832893,-40400.708397617025
0.04,0.09,7544.656481481482,-1694.6572109981507,-5428.835819270535,,,-3945.5131873576884,
0.05,0.05,7544.656481481482,-1384.940807111253,-1764.1407811550598,-113.43535099222936,3790.765184172378,-895.4364660815922,2141.120817503419
0.05,0.06,7544.656481481482,-601.1305889186556,-9992.11351405512,-1731.1495464697427,-25439.535064432865,-1369.4654936506258,-15690.84249696969
0.05,0.07,7544.656481481482,-496.0739145534526,-13650.392413281654,-6445.313647561248,-79341.06676420388,-1350.385669933413,-26727.045421492636
