m,M,original_average,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_M_minus_MoSChangeEpsDelta,difference_gaussian_M_minus_MoSChangeEpsDelta,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.1,0.1,7544.656481481482,-13.20200078878365,-39.75794535060902,-20.520786608883313,-15.73663776336673,-8.700601900080358,-5.190693511422751
0.1,0.2,7544.656481481482,-23.663132276655773,-83.54956496751447,,,-105.036842525192,-407.47216528576007
0.1,0.3,7544.656481481482,-38.931469389429495,-84.14633292775625,,,-131.83366706337088,
0.1,0.4,7544.656481481482,-38.12425431412228,-68.70046160030779,,,-143.87283079124506,
0.1,0.5,7544.656481481482,-50.756127157836076,-116.77076685226984,,,-150.90322988995987,
0.1,0.6,7544.656481481482,-49.22379725993699,-162.78248704580295,,,-168.19288835411152,
0.1,0.7,7544.656481481482,-73.2402092804423,-96.27731360853522,,,-182.32210516882003,
0.1,0.8,7544.656481481482,-93.02837929404535,-123.49834396578086,,,-201.23866627749754,
0.1,0.9,7544.656481481482,-92.47736216016123,-239.56770771139918,,,-200.9419331851787,
0.2,0.2,7544.656481481482,-34.21091032479086,-116.53202786420024,-8.976629840659058,-38.49434654559923,-18.553335575448756,25.861076173490574
0.2,0.3,7544.656481481482,-48.23616584712315,-135.54671709942693,,,-96.67454503180642,-340.8977242312117
0.2,0.4,7544.656481481482,-69.08206810690106,-131.06074199651835,,,-139.7624067642539,-457.13853039463197
0.2,0.5,7544.656481481482,-53.97616094345544,-176.24715856903435,,,-148.9099916109057,-548.2969271383588
0.2,0.6,7544.656481481482,-69.00889967365083,-138.33586308638337,,,-161.16651465933944,
0.2,0.7,7544.656481481482,-66.02617707224043,-242.90504213058455,,,-167.7520185789739,
0.2,0.8,7544.656481481482,-90.6543662329025,-199.34870774901663,,,-200.49042527144422,
0.2,0.9,7544.656481481482,-111.10650975398661,-263.4426948277701,,,-217.11297645025638,
0.3,0.3,7544.656481481482,-77.7063264769544,-229.4592839386496,-43.97247386430577,-17.528103585923986,-29.888369211940187,-113.72373876673453
0.3,0.4,7544.656481481482,-65.45084168134461,-255.8440898477911,-205.87773791643423,-771.1281591491432,-101.99609220580801,-382.9402819941583
0.3,0.5,7544.656481481482,-73.61823822147238,-258.7890288461317,,,-138.73379930644106,-504.11207371877435
0.3,0.6,7544.656481481482,-85.74008541542841,-326.3622890348829,,,-156.60969460434666,-621.9458729297864
0.3,0.7,7544.656481481482,-103.35629923118198,-302.66106691052414,,,-185.36669770406272,-652.4070906257996
0.3,0.8,7544.656481481482,-114.69225966842583,-364.298510082758,,,-195.93725017246965,-729.3525478392282
0.3,0.9,7544.656481481482,-108.38599683260873,-372.8319923856643,,,-212.58525059945143,
0.4,0.4,7544.656481481482,-109.23532361331958,-351.75371928979473,-52.28007059756844,-95.64860489869841,-45.05688876893515,-18.972249648944057
0.4,0.5,7544.656481481482,-105.50361768431014,-470.1545480317489,-134.68308251968895,-522.5442423128275,-117.0537113464558,-472.86530600712894
0.4,0.6,7544.656481481482,-119.61730292247454,-433.1535047898543,,,-155.65946498254348,-617.387669577372
0.4,0.7,7544.656481481482,-117.56397412330875,-459.7354190031481,,,-182.28550746853443,-739.7518947273451
0.4,0.8,7544.656481481482,-167.72963895288868,-497.8207720805125,,,-251.53519151977804,-838.1839145807937
0.4,0.9,7544.656481481482,-151.3927471529258,-514.190589324116,,,-252.82429273758285,
0.5,0.5,7544.656481481482,-144.68401293662123,-522.4602732333244,-77.7288276923016,-68.28836944531463,-44.33201575997742,-126.14697006823724
0.5,0.6,7544.656481481482,-150.52312609363636,-585.8009963990808,-108.20614646167712,-371.6996077463195,-144.62036765531582,-482.3589859218083
0.5,0.7,7544.656481481482,-197.95621605924805,-619.3968071260105,-608.3084208989869,-2515.7774421365484,-219.70607431087774,-689.5724420679617
0.5,0.8,7544.656481481482,-181.9177742767096,-681.1929684355848,,,-248.403620773189,-918.3418261144855
0.5,0.9,7544.656481481482,-183.26603551125515,-751.9355423695115,,,-279.9508087511813,
0.6,0.6,7544.656481481482,-230.599137117457,-740.0742188164656,-98.31512476145096,-152.38835329881556,-95.17767376392601,-132.25029652330386
0.6,0.7,7544.656481481482,-248.65493485180667,-908.7983841163427,-142.50374437748223,-420.26067655278507,-210.07313098345037,-742.1306208941529
0.6,0.8,7544.656481481482,-271.1537001251494,-912.7235340784408,,,-296.2916773113577,-1021.7186788862659
0.6,0.9,7544.656481481482,-250.5424088149512,-1088.5350960419196,,,-337.29669625579623,-1453.2357382742869
0.7,0.7,7544.656481481482,-328.43584150357896,-1294.0730618541295,-128.72748838102012,-217.4288492655037,-131.22956521176712,-311.8540400579184
0.7,0.8,7544.656481481482,-331.396943617366,-1401.1197316671105,-337.89479686884675,-1230.5840323409116,-318.83986543229094,-1299.2119222025976
0.7,0.9,7544.656481481482,-380.42079452233867,-1466.949327323714,,,-457.7475604370912,-1764.6727205419184
0.8,0.8,7544.656481481482,-588.4607606742993,-2002.7178440004468,-212.99567371948308,-408.4025086933358,-235.90771563060463,-292.7001235416342
0.8,0.9,7544.656481481482,-632.5026196397118,-2403.2274512698596,,,-642.8249333774447,-2447.664494542496
0.9,0.9,7544.656481481482,-1145.4223509218698,-5232.975768289854,-365.6698660698155,,-184.93406089852556,-1115.3280143908933
0.01,0.01,7544.656481481482,-8.10471814139352,19.594394948731292,-5.299948269357714,-11.722719179365072,-10.173379816450307,-4.398009454387022
0.01,0.02,7544.656481481482,-4.0626621304107005,-20.442707580933984,,,-82.81457564911949,-370.6353543958048
0.01,0.03,7544.656481481482,-0.5323415389542276,11.141507787827834,,,-97.45889238649605,
0.01,0.04,7544.656481481482,-15.834346610638875,5.824149950515334,,,-115.1100967067251,
0.01,0.05,7544.656481481482,-5.954171588503044,-2.7406406786263915,,,-118.30326624852057,
0.01,0.06,7544.656481481482,-3.444878392486416,26.797960849258857,,,-111.27386917935083,
0.01,0.07,7544.656481481482,-8.182478232243938,-18.833413029605595,,,-116.5608212161243,
0.01,0.08,7544.656481481482,-3.4988395658660636,-0.26702990661283366,,,-121.31804625933388,
0.01,0.09,7544.656481481482,-7.364965907514531,-25.14644901567317,,,-118.97522486338165,
0.02,0.02,7544.656481481482,-2.1825839692963456,-13.454096610075908,-3.379837539097892,-7.110510830309067,-8.988365782380995,-4.582742590916155
0.02,0.03,7544.656481481482,9.580658709062433,-47.18970897134432,,,-61.35040277042206,-313.57135342511117
0.02,0.04,7544.656481481482,-5.917667971391495,-57.96303244552229,,,-93.8174263495338,-371.6636228977558
0.02,0.05,7544.656481481482,-14.559323939776561,-23.490032925169146,,,-97.98465508751906,-392.9545091515994
0.02,0.06,7544.656481481482,-1.9413251313550859,35.33236695575329,,,-102.74970568052757,
0.02,0.07,7544.656481481482,-11.750659715408204,-17.991760961570776,,,-115.49393724829335,
0.02,0.08,7544.656481481482,-6.463917607637583,3.6955946567290994,,,-115.1427494848227,
0.02,0.09,7544.656481481482,3.3313828901835905,-22.23449008135367,,,-107.51834568445773,
0.03,0.03,7544.656481481482,-6.49763039384014,10.624977260711262,2.0831585496102036,14.184601293480341,-2.6058736567031815,9.207692397735741
0.03,0.04,7544.656481481482,-9.78061238567777,-26.388868590675543,-245.12411947987226,-1037.5603674731958,-58.46254733782504,-192.46805122804926
